,title,director,distributor,distributor_group,release_date,release_season,nation,screen,genre,rate,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,director_power,sequel,original,actor_power,before_news,after_news
269,트루스 오어 데어,제프 와드로,유니버설픽쳐스인터내셔널 코리아(유),B,5/22/2018,spring,미국,530,공포,15세이상관람가,3.5,"루시 헤일,타일러 포시,바이올렛 빈",100,8.395280236,339,310695.0,0,0,1864170,493.0,154.0
270,가버나움,나딘 라바키,"그린나래미디어(주),플레이리스트(주)",D,1/24/2019,winter,기타,111,드라마,15세이상관람가,7.33,"자인 알 라피아,요르다노스 시프로우",126,9.568181818,220,142065.0,0,0,426195,1961.0,211.0
271,닌자터틀 : 어둠의 히어로,데이브 그린,롯데쇼핑㈜롯데엔터테인먼트,A,6/16/2016,summer,미국,517,액션,12세이상관람가,5.0,"메간 폭스,스티븐 아멜,로라 리니",112,7.897163121,282,253681.0,1,1,4412275,578.0,84.0
272,사도,이준익,(주)쇼박스,C,9/16/2015,autumn,한국,1210,사극,12세이상관람가,7.54,"송강호,유아인,문근영",125,8.38952164,1756,5052135.0,1,0,283896989,163121.0,1745.0
273,스티브 잡스,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2016,winter,미국,384,드라마,12세이상관람가,6.4,"마이클 패스벤더,케이트 윈슬렛,세스 로건",122,7.865853659,82,443134.0,1,0,93180611,71901.0,196.0
274,트랜스포머: 최후의 기사,마이클 베이,롯데쇼핑㈜롯데엔터테인먼트,A,6/21/2017,summer,미국,1739,액션,12세이상관람가,2.83,"마크 월버그,안소니 홉킨스,로라 하드독",151,6.909167367999999,1189,8062889.0,1,1,43411244,2603.0,518.0
275,터미네이터 제니시스,앨런 테일러,롯데쇼핑㈜롯데엔터테인먼트,A,7/2/2015,summer,미국,1113,액션,15세이상관람가,5.81,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크",125,8.123209168999999,1047,6279260.0,0,1,53934024,7819.0,2606.0
276,더 건맨,피에르 모렐,롯데쇼핑㈜롯데엔터테인먼트,A,4/16/2015,spring,프랑스,349,액션,청소년관람불가,4.58,"숀 펜,하비에르 바르뎀,이드리스 엘바",113,7.086486486,185,201594.0,1,0,50419819,580.0,97.0
277,러브 라이브! 더 스쿨 아이돌 무비,쿄고쿠 타카히코,(주)박수엔터테인먼트,D,9/3/2015,autumn,일본,66,애니메이션,전체관람가,0.0,"닛타 에미,난죠 요시노,우치다 아야",99,9.361204013,299,122574.0,1,0,0,141.0,17.0
278,파워레인져스: 더 비기닝,딘 이스라엘리트,(주)넥스트엔터테인먼트월드(NEW),C,4/20/2017,spring,미국,479,액션,12세이상관람가,6.5,"데이커 몽고메리,나오미 스콧,RJ 사일러",124,8.221518987,158,605273.0,1,0,2793004,346.0,98.0
279,위대한 소원,남대중,(주)넥스트엔터테인먼트월드(NEW),C,4/21/2016,spring,한국,524,코미디,15세이상관람가,5.0,"류덕환,김동영,안재홍",93,8.296610169,236,903166.0,0,0,37068576,8204.0,220.0
280,밤의 해변에서 혼자,홍상수,"(주)영화제작전원사 ,(주)콘텐츠판다",D,3/23/2017,spring,한국,133,드라마,청소년관람불가,7.63,김민희,101,7.726495726,234,459722.0,0,0,17166158,11030.0,237.0
281,컨택트,드니 빌뇌브,유니버설픽쳐스인터내셔널 코리아(유),B,2/2/2017,winter,미국,605,SF,12세이상관람가,7.29,"에이미 아담스,제레미 레너,포레스트 휘태커",116,8.323731139,729,2530063.0,0,0,65549085,7074.0,243.0
282,터미네이터: 다크 페이트,팀 밀러,월트디즈니컴퍼니코리아 유한책임회사,B,10/30/2019,autumn,미국,1315,액션,15세이상관람가,6.43,"맥켄지 데이비스,아놀드 슈왈제네거,린다 해밀턴",128,8.695592287,726,9043454.0,1,0,26882626,4931.0,698.0
283,스타워즈: 깨어난 포스,J.J. 에이브럼스,월트디즈니컴퍼니코리아(주),B,12/17/2015,winter,미국,940,액션,12세이상관람가,7.55,"데이지 리들리,존 보예가,오스카 아이삭",135,8.371521036,1545,4393723.0,0,1,11150250,9637.0,1147.0
284,여중생A,이경섭,롯데컬처웍스(주)롯데엔터테인먼트,A,6/20/2018,summer,한국,479,드라마,12세이상관람가,6.0,"김환희,수호",114,7.413043478,92,86841.0,0,1,362729,26755.0,265.0
285,신의 한 수: 귀수편,리건,씨제이이앤엠(주),A,11/7/2019,autumn,한국,1246,범죄,15세이상관람가,5.0,"권상우,김희원,김성균",106,8.993224932,738,2146766.0,1,1,150502631,6174.0,934.0
286,"나는 내일, 어제의 너와 만난다",미키 타카히로,(주)디스테이션,D,10/12/2017,autumn,일본,206,멜로/로맨스,12세이상관람가,6.0,"후쿠시 소우타,고마츠 나나",110,8.403794038,369,176017.0,1,0,6273,522.0,57.0
287,러빙 빈센트,"도로타 코비엘라,휴 웰치맨",판씨네마(주),D,11/9/2017,autumn,영국,272,애니메이션,15세이상관람가,7.5,"더글러스 부스,시얼샤 로넌,제롬 플린",107,9.169934641000001,459,1150551.0,1,0,147763,1419.0,76.0
288,위자: 저주의 시작,마이크 플래너건,유니버설픽쳐스인터내셔널 코리아(유),B,11/9/2016,autumn,미국,467,공포,12세이상관람가,4.5,"엘리자베스 리저,애너리즈 바쏘,룰루 윌슨",99,7.777292576000002,229,1027700.0,1,1,1687553,458.0,76.0
289,최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,D,2/4/2016,winter,한국,349,애니메이션,전체관람가,0.0,-,68,8.469387755,196,907833.0,1,0,0,109.0,42.0
290,그날의 분위기,조규장,(주)쇼박스,C,1/14/2016,winter,한국,592,멜로/로맨스,15세이상관람가,5.31,"문채원,유연석",103,8.022988506,348,1304906.0,1,0,28418214,69248.0,740.0
291,빅트립: 아기팬더 배달 대모험,바실리 로벤스키,(주)트리플픽쳐스,D,10/23/2019,autumn,미국,373,애니메이션,전체관람가,0.0,"한으뜸,장다운",82,5.5,10,42914.0,0,0,128742,105.0,35.0
292,미드웨이,롤랜드 에머리히,(주)누리픽쳐스,D,12/31/2019,winter,미국,810,액션,15세이상관람가,5.5,"에드 스크레인,패트릭 윌슨,루크 에반스",136,8.766129032,248,2743672.0,0,1,28657891,3253.0,247.0
293,장사리 : 잊혀진 영웅들,"곽경택,김태훈",워너브러더스 코리아(주),B,9/25/2019,autumn,한국,1090,드라마,12세이상관람가,5.0,"김명민,최민호,김성철",104,8.503472222000001,288,12070492.0,0,1,55888507,5447.0,775.0
294,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,(주)이수C&E,B,12/21/2017,winter,일본,626,애니메이션,전체관람가,6.0,"마츠모토 리카,오오타니 이쿠에",98,9.00152207,657,7587500.0,1,1,1505846,346.0,101.0
295,치즈인더트랩,김제영,(주)리틀빅픽쳐스,D,3/14/2018,spring,한국,364,멜로/로맨스,15세이상관람가,4.0,"박해진,오연서,박기웅",116,8.217391304,92,229005.0,0,1,33724549,52907.0,856.0
296,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,와타나베 카츠야,"(주)스마일이엔티,(주)영화사오원",D,11/26/2015,autumn,일본,344,액션,전체관람가,0.0,"심규혁,이인석,강시현",60,8.461538462,104,100026.0,1,1,872144,25.0,6.0
297,신비아파트 극장판 하늘도깨비 대 요르문간드,변영규,씨제이이앤엠(주),A,12/19/2019,winter,한국,841,애니메이션,전체관람가,6.0,"조현정,양정화,김영은",97,8.762626263,198,672130.0,1,1,30352767,546.0,173.0
298,굿바이 싱글,김태곤,(주)쇼박스,C,6/29/2016,summer,한국,841,코미디,15세이상관람가,5.97,"김혜수,마동석,김현수",119,8.427209705,1154,259324.0,0,0,250120943,13501.0,652.0
299,명탐정 코난 : 제로의 집행인,타치카와 유즈루,씨제이이앤엠(주),A,8/8/2018,summer,일본,542,애니메이션,12세이상관람가,6.0,"타카야마 미나미,야마자키 와카나,코야마 리키야",110,9.312621359,1030,395408.0,1,1,17368570,581.0,182.0
300,"오늘 밤, 로맨스 극장에서",타케우치 히데키,(주)디스테이션,D,7/11/2018,summer,일본,155,판타지,전체관람가,5.4,"아야세 하루카,사카구치 켄타로",109,8.283783784,74,34897.0,0,0,315982,2814.0,174.0
301,트랜스포터: 리퓰드,카밀 들라마레,씨네그루(주)다우기술,B,10/15/2015,autumn,프랑스,432,액션,15세이상관람가,3.5,"에드 스크레인,론 샤바놀",86,7.463157895,95,236157.0,0,1,3317256,321.0,58.0
302,아담스 패밀리,"그렉 티어넌,콘래드 베논",유니버설픽쳐스인터내셔널 코리아(유),B,11/7/2019,autumn,미국,802,애니메이션,전체관람가,6.33,"샤를리즈 테론,클로이 모레츠,오스카 아이삭",87,8.526315789,57,965178.0,0,1,115506455,928.0,215.0
303,박물관이 살아있다 : 비밀의 무덤,숀 레비,이십세기폭스코리아(주),B,1/14/2015,winter,미국,500,어드벤처,전체관람가,5.67,"벤 스틸러,로빈 윌리엄스,댄 스티븐스",98,8.313559322,354,1101678.0,0,0,17645881,868.0,256.0
304,신비한 동물사전,데이빗 예이츠,워너브러더스 코리아(주),B,11/16/2016,autumn,미국,1431,어드벤처,12세이상관람가,7.08,"에디 레드메인,콜린 파렐,캐서린 워터스턴",132,8.768924303,3263,16840678.0,1,1,96634606,6825.0,608.0
305,블랙머니,정지영,(주)에이스메이커무비웍스,D,11/13/2019,autumn,한국,1117,범죄,12세이상관람가,6.0,"조진웅,이하늬",113,9.10915493,284,2464978.0,0,1,509124999,7214.0,876.0
306,마이펫 오지,알베르토 로드리게즈,롯데쇼핑㈜롯데엔터테인먼트,A,2/16/2017,winter,기타,393,애니메이션,전체관람가,0.0,"남도형,정은지,김현욱",89,8.472527473,91,127181.0,0,0,7749606,199.0,42.0
307,완벽한 타인,이재규,롯데컬처웍스(주)롯데엔터테인먼트,A,10/31/2018,autumn,한국,1313,드라마,15세이상관람가,6.13,"유해진,조진웅,이서진",115,9.222723428,3547,5293435.0,0,1,973365236,36535.0,1077.0
308,그린 북,피터 패럴리,CGV아트하우스,A,1/9/2019,winter,미국,398,드라마,12세이상관람가,7.29,"비고 모텐슨,마허샬라 알리",130,9.523364486,214,429719.0,0,0,28168,58713.0,463.0
309,팬,조 라이트,워너브러더스 코리아(주),B,10/8/2015,autumn,미국,428,판타지,전체관람가,5.0,"휴 잭맨,가렛 헤드룬드,루니 마라",111,8.157894737000001,133,552590.0,1,0,82048452,5734747.0,17083.0
310,호빗: 다섯 군대 전투,피터 잭슨,워너브러더스 코리아(주),B,12/17/2014,winter,미국,926,어드벤처,12세이상관람가,6.42,"마틴 프리먼,이안 맥켈런,리처드 아미티지",144,8.620253165,1185,7230889.0,1,1,46958275,1671.0,422.0
311,마이 리틀 자이언트,스티븐 스필버그,월트디즈니컴퍼니코리아(주),B,8/10/2016,summer,미국,128,어드벤처,전체관람가,7.45,"마크 라이런스,루비 반힐,레베카 홀",117,0.0,0,6576583.0,1,0,11583615,953.0,37.0
312,더 라스트: 나루토 더 무비,코바야시 츠네오,와이드 릴리즈(주),D,2/26/2015,winter,일본,158,애니메이션,12세이상관람가,0.0,"타케우치 준코,나카무라 치에,모리쿠보 쇼타로",114,8.976525822000001,213,52857.0,1,1,564426,51.0,9.0
313,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,씨제이이앤엠(주),A,7/20/2017,summer,일본,547,애니메이션,전체관람가,0.0,"박영남,양정화",103,8.703389831,118,904736.0,1,1,20581061,199.0,46.0
314,"날, 보러와요",이철하,메가박스중앙(주)플러스엠,A,4/7/2016,spring,한국,683,미스터리,청소년관람불가,5.5,"강예원,이상윤,최진호",91,8.307917889,682,1075477.0,0,0,11729523,25106.0,468.0
315,런닝맨 : 풀룰루의 역습,윤준상,(주)넥스트엔터테인먼트월드(NEW),C,12/5/2018,winter,한국,511,애니메이션,전체관람가,6.0,"김서영,권창욱,엄상현",67,7.547550432,347,186191.0,0,1,26973445,257.0,113.0
316,미이라,알렉스 커츠먼,유니버설픽쳐스인터내셔널 코리아(유),B,6/6/2017,summer,미국,1257,액션,15세이상관람가,5.71,"톰 크루즈,소피아 부텔라,애나벨 월리스",110,7.626346312999999,1207,3628949.0,0,0,144241376,8717.0,659.0
317,간신,민규동,롯데쇼핑㈜롯데엔터테인먼트,A,5/21/2015,spring,한국,697,사극,청소년관람불가,4.97,"주지훈,김강우,천호진",131,7.268542199,391,9729747.0,0,0,270017259,25750.0,864.0
318,유스,파올로 소렌티노,그린나래미디어(주),D,1/7/2016,winter,기타,65,드라마,15세이상관람가,7.34,"마이클 케인,하비 케이틀,레이첼 와이즈",124,8.533333333,105,114081.0,1,0,28405359,133550.0,458.0
319,보스 베이비,톰 맥그라스,씨제이이앤엠(주),A,5/3/2017,spring,미국,1116,애니메이션,전체관람가,5.2,알렉 볼드윈,97,8.871711595,3079,2447246.0,1,0,14247901,2947.0,423.0
320,너를 만난 여름,장적사,"오드,(주)홈초이스",D,10/16/2019,autumn,기타,174,드라마,12세이상관람가,5.5,"진비우,하람두",109,8.428571429,63,31888.0,0,0,0,6670.0,185.0
321,걷기왕,백승화,CGV아트하우스,A,10/20/2016,autumn,한국,462,드라마,12세이상관람가,6.07,"심은경,박주희",93,8.641304348,92,95542.0,0,1,147871574,3997.0,266.0
322,라이프,다니엘 에스피노사,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,4/5/2017,spring,미국,647,SF,15세이상관람가,5.67,"제이크 질렌할,레베카 퍼거슨,라이언 레이놀즈",103,7.907142857,420,21706.0,0,0,65376276,1367466.0,3422.0
323,닥터 스트레인지,스콧 데릭슨,월트디즈니컴퍼니코리아(주),B,10/26/2016,autumn,미국,1503,액션,12세이상관람가,7.03,"베네딕트 컴버배치,레이첼 맥아담스,틸다 스윈튼",115,8.949522227000001,4814,5516025.0,1,1,125470243,11182.0,553.0
324,쿵푸팬더3,"여인영,알레산드로 칼로니",씨제이이앤엠(주),A,1/28/2016,winter,미국,1365,애니메이션,전체관람가,6.47,"잭 블랙,안젤리나 졸리,더스틴 호프만",95,8.894853348,1807,11954436.0,0,1,82409468,12717.0,883.0
325,지금은맞고그때는틀리다,홍상수,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",D,9/24/2015,autumn,한국,59,드라마,청소년관람불가,8.45,"정재영,김민희",121,8.601895735,211,459722.0,0,0,35094629,9371.0,98.0
326,베테랑,류승완,씨제이이앤엠(주),A,8/5/2015,summer,한국,1064,액션,15세이상관람가,7.5,"황정민,유아인,유해진",123,9.259043174,3428,40559524.0,0,0,989218538,521334.0,2307.0
327,허삼관,하정우,(주)넥스트엔터테인먼트월드(NEW),C,1/14/2015,winter,한국,621,드라마,12세이상관람가,6.46,"하정우,하지원",124,7.811816192999999,457,1225323.0,1,0,516158873,12669.0,1147.0
328,점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)넥스트엔터테인먼트월드(NEW),C,12/25/2018,winter,한국,672,애니메이션,전체관람가,7.0,"박희순,라미란,김성균",94,9.183864916000001,533,375312.0,1,1,163650988,954.0,188.0
329,뽀로로 극장판 보물섬 대모험,"김현호,윤창섭,김현호",(주)넥스트엔터테인먼트월드(NEW),C,4/25/2019,spring,한국,736,애니메이션,전체관람가,7.0,"이선,이미자,김현지",79,9.384236453,1421,14593159.0,1,1,17573793,1181.0,321.0
330,킬러의 보디가드,패트릭 휴즈,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,8/30/2017,summer,미국,482,액션,15세이상관람가,5.6,"라이언 레이놀즈,사무엘 L. 잭슨",125,8.909090909,77,1873782.0,1,0,269638860,1820.0,275.0
331,지랄발광 17세,켈리 프레몬,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,6/28/2017,summer,미국,90,코미디,15세이상관람가,6.4,헤일리 스테인펠드,102,0.0,0,20000.0,0,0,5334647,343.0,51.0
332,태풍이 지나가고,고레에다 히로카즈,(주)티캐스트,B,7/27/2016,summer,일본,72,드라마,12세이상관람가,7.07,"아베 히로시,키키 키린,마키 요코",117,8.666666667000001,312,1027046.0,0,0,692972,4180.0,60.0
333,셰이프 오브 워터: 사랑의 모양,기예르모 델 토로,이십세기폭스코리아(주),B,2/22/2018,winter,미국,404,어드벤처,청소년관람불가,8.18,"샐리 호킨스,마이클 섀넌,리차드 젠킨스",123,8.841176471,510,506182.0,0,0,24129447,1786.0,166.0
334,비밀은 없다,이경미,씨제이이앤엠(주),A,6/23/2016,summer,한국,502,스릴러,청소년관람불가,6.96,"손예진,김주혁",102,6.494773519,287,236971.0,0,0,243406794,305777.0,834.0
335,100일 동안 100가지로 100퍼센트 행복찾기,플로리안 데이비드 핏츠,(주)영화사 진진,D,9/12/2019,autumn,기타,37,코미디,15세이상관람가,5.5,"플로리안 데이비드 핏츠,마치아스 슈와바이어퍼",111,8.962962962999999,27,31866.0,0,0,0,109.0,14.0
336,존 윅,"데이빗 레이치,채드 스타헬스키","(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트",D,1/21/2015,winter,미국,321,액션,청소년관람불가,6.05,"키아누 리브스,미카엘 니크비스트",107,7.644067797000001,59,13621196.0,0,0,2628521,6408.0,70.0
337,크롤,알렉산더 아야,롯데컬처웍스(주)롯데엔터테인먼트,A,11/27/2019,autumn,미국,612,액션,15세이상관람가,5.75,"카야 스코델라리오,배리 페퍼",87,8.366197182999999,71,143360.0,0,0,43107693,2957.0,205.0
338,더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),C,10/22/2015,autumn,한국,794,스릴러,15세이상관람가,5.2,"손현주,엄지원,배성우",114,7.918032787,488,1593694.0,0,0,121506670,9819.0,708.0
339,탐정 : 더 비기닝,김정훈,씨제이이앤엠(주),A,9/24/2015,autumn,한국,764,코미디,15세이상관람가,5.9,"권상우,성동일",120,8.682264151,1325,2625686.0,0,0,93679758,6661.0,616.0
340,희생부활자,곽경택,(주)쇼박스,C,10/12/2017,autumn,한국,781,미스터리,15세이상관람가,5.17,"김래원,김해숙",91,6.714285714,182,9465112.0,1,0,56938725,3637.0,552.0
341,매드 맥스: 분노의 도로,조지 밀러,워너브러더스 코리아(주),B,5/14/2015,spring,미국,799,액션,15세이상관람가,8.75,"톰 하디,샤를리즈 테론,니콜라스 홀트",120,8.889012209,901,4014414.0,0,1,172058089,6721.0,481.0
342,청년경찰,김주환,롯데쇼핑㈜롯데엔터테인먼트,A,8/9/2017,summer,한국,1102,액션,15세이상관람가,5.1,"박서준,강하늘",109,9.095669037,1547,12882255.0,0,0,83225535,129894.0,1422.0
343,1급기밀,홍기선,(주)리틀빅픽쳐스,D,1/24/2018,winter,한국,512,드라마,12세이상관람가,5.86,"김상경,김옥빈,최무성",101,9.003968254,252,217803.0,0,0,55083228,8738.0,319.0
344,변산,이준익,메가박스중앙(주)플러스엠,A,7/4/2018,summer,한국,763,드라마,15세이상관람가,6.5,"박정민,김고은",123,8.38,200,5052135.0,0,0,167618168,43093.0,729.0
345,워터 디바이너,러셀 크로우,롯데쇼핑㈜롯데엔터테인먼트,A,1/28/2015,winter,미국,326,드라마,15세이상관람가,5.9,"러셀 크로우,올가 쿠릴렌코,제이 코트니",111,8.166666667000001,42,136134.0,1,0,36960510,2134.0,80.0
346,연평해전,김학순,(주)넥스트엔터테인먼트월드(NEW),C,6/24/2015,summer,한국,1013,드라마,12세이상관람가,4.94,"김무열,진구,이현우",130,9.344880677,1299,1872677.0,1,0,99406182,43519.0,3607.0
347,레플리카,제프리 나흐마노프,(주)제이앤씨미디어그룹,D,9/25/2019,autumn,미국,360,범죄,15세이상관람가,4.0,"키아누 리브스,앨리스 이브,토머스 미들디치",107,8.512820513,39,40985.0,0,0,4713324,6930.0,142.0
348,언니,임경택,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,1/1/2019,winter,한국,530,액션,청소년관람불가,4.0,"이시영,박세완,이준혁",94,7.344537815,119,197134.0,0,0,1193450,766657.0,2233.0
349,데몰리션,장 마크 발레,(주)리틀빅픽쳐스,D,7/13/2016,summer,미국,198,드라마,청소년관람불가,6.78,"제이크 질렌할,나오미 왓츠,크리스 쿠퍼",100,8.258064516000001,93,374270.0,0,0,12691171,3969.0,61.0
350,7번째 아들,세르게이 보드로프,유니버설픽쳐스인터내셔널 코리아(유),B,2/11/2015,winter,미국,358,어드벤처,12세이상관람가,5.0,"제프 브리지스,벤 반스,줄리안 무어",102,6.655172414,29,92598.0,1,0,56891911,2983.0,92.0
351,강철비,양우석,(주)넥스트엔터테인먼트월드(NEW),C,12/14/2017,winter,한국,1426,액션,15세이상관람가,7.18,"정우성,곽도원",139,8.811791383,2205,4012889.0,1,0,183354365,12867.0,1595.0
352,협상,이종석,씨제이이앤엠(주),A,9/19/2018,autumn,한국,919,범죄,15세이상관람가,5.43,"손예진,현빈",114,8.458087367000001,847,0.0,0,0,102624540,2554467.0,8635.0
353,언브로큰,안젤리나 졸리,유니버설픽쳐스인터내셔널 코리아(유),B,1/7/2015,winter,미국,401,액션,15세이상관람가,5.33,"잭 오코넬,도널 글리슨,가렛 헤드룬드",137,8.067164179,134,256475.0,1,0,48357025,1139.0,168.0
354,옥자,봉준호,(주)넥스트엔터테인먼트월드(NEW),C,6/29/2017,summer,미국,111,어드벤처,12세이상관람가,7.33,"틸다 스윈튼,폴 다노,안서현",120,8.766742338,5286,9676939.0,0,0,44012667,24051.0,1092.0
355,일사각오,"권혁만,고문안",파이오니아21,D,3/17/2016,spring,한국,51,드라마,12세이상관람가,0.0,"이지형,설지윤,최원",115,9.6,5,320199.0,1,0,464105,654.0,20.0
356,킬링 디어,요르고스 란티모스,오드,D,7/12/2018,summer,미국,68,스릴러,청소년관람불가,7.14,"콜린 파렐,니콜 키드먼,배리 케오간",121,7.90625,32,392466.0,0,0,64104582,1156.0,111.0
357,대장 김창수,이원태,"씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",B,10/19/2017,autumn,한국,748,드라마,12세이상관람가,4.67,"조진웅,송승헌",115,8.624223602,322,4123013.0,1,0,443591844,6298.0,527.0
358,파리로 가는 길,엘레노어 코폴라,(주)티캐스트,B,8/3/2017,summer,미국,79,드라마,12세이상관람가,5.17,"다이안 레인,알렉 볼드윈,아르노 비야르",92,8.17699115,113,118985.0,0,0,32448275,15094.0,66.0
359,양자물리학,이성태,(주)메리크리스마스,D,9/25/2019,autumn,한국,799,범죄,15세이상관람가,4.8,"박해수,서예지,김상호",119,8.615384615,221,674609.0,0,0,37210217,16270.0,719.0
360,메리와 마녀의 꽃,요네바야시 히로마사,CGV아트하우스,A,12/7/2017,winter,일본,751,애니메이션,전체관람가,5.83,"스기사키 하나,카미키 류노스케",103,8.017361111,288,572266.0,1,0,7238432,787.0,219.0
361,어벤져스: 인피니티 워,"안소니 루소,조 루소",월트디즈니컴퍼니코리아 유한책임회사,B,4/25/2018,spring,미국,2553,액션,12세이상관람가,7.09,"로버트 다우니 주니어,조슈 브롤린,크리스 헴스워스",149,9.198528235,6251,198955047.0,1,1,511714639,26200.0,2337.0
362,돌연변이,권오광,필라멘트픽쳐스,D,10/22/2015,autumn,한국,399,드라마,12세이상관람가,6.31,"이광수A,이천희,박보영",93,7.467532468,77,2328194.0,0,0,63348767,55026.0,570.0
363,살인소설,김진묵,"(주)스톰픽쳐스코리아,(주)페퍼민트앤컴퍼니",D,4/25/2018,spring,한국,434,스릴러,15세이상관람가,5.0,"지현우,오만석,이나라",103,7.307692307999999,26,0.0,0,0,4159381,49667.0,523.0
364,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",워너브러더스 코리아(주),B,12/7/2016,winter,미국,538,애니메이션,전체관람가,7.0,"앤디 샘버그,케이티 크라운,켈시 그래머",87,8.825657895,304,1039533.0,0,0,1275908,350.0,43.0
365,목격자,조규장,(주)넥스트엔터테인먼트월드(NEW),C,8/15/2018,summer,한국,1021,스릴러,15세이상관람가,5.25,"이성민,김상호,진경",111,7.733002833,1412,1304906.0,0,0,273252363,326021.0,1972.0
366,남과 여,이윤기,(주)쇼박스,C,2/25/2016,winter,한국,449,멜로/로맨스,청소년관람불가,6.0,"전도연,공유",115,7.878612717,173,232016.0,0,0,170174636,13651.0,269.0
367,백설공주 : 사라진 아빠를 찾아서,벤 차오,예지림엔터테인먼트,D,9/29/2016,autumn,기타,213,애니메이션,전체관람가,0.0,"이제인,사문영,박상훈",76,7.565217391,46,55355.0,1,0,3282475,24.0,14.0
368,애프터,제니 게이지,판씨네마(주),D,8/22/2019,summer,미국,235,드라마,15세이상관람가,5.0,"히어로 파인즈 티핀,조세핀 랭포드",105,8.034482759,29,58645.0,0,1,175935,255175.0,669.0
369,스파이더맨: 홈 커밍,존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,7/5/2017,summer,미국,1965,액션,12세이상관람가,7.0,"톰 홀랜드,마이클 키튼",133,8.943646805,2786,22537735.0,1,1,78092632,9365.0,778.0
370,베이비 드라이버,에드가 라이트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,9/14/2017,autumn,영국,778,액션,15세이상관람가,7.67,"안셀 엘고트,케빈 스페이시,릴리 제임스",113,8.642105263,285,821419.0,0,0,20614526,2366.0,271.0
371,원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,9/25/2019,autumn,미국,678,드라마,청소년관람불가,7.9,"레오나르도 디카프리오,브래드 피트,마고 로비",161,8.068441065,263,778167.0,0,0,36111263,5072.0,315.0
372,블랙 팬서,라이언 쿠글러,월트디즈니컴퍼니코리아 유한책임회사,B,2/14/2018,winter,미국,1620,액션,12세이상관람가,6.67,채드윅 보스만,135,8.201442841,1802,5398994.0,0,1,5398994,14540.0,849.0
373,고질라: 킹 오브 몬스터,마이클 도허티,워너브러더스 코리아(주),B,5/29/2019,spring,미국,923,액션,12세이상관람가,5.2,"밀리 바비 브라운,베라 파미가,카일 챈들러",132,8.111111111,288,357902.0,1,1,27485332,1032.0,448.0
374,스타트렉 비욘드,저스틴 린,롯데쇼핑㈜롯데엔터테인먼트,A,8/17/2016,summer,미국,716,액션,12세이상관람가,7.1,"크리스 파인,사이먼 페그,조 샐다나",122,8.413407821,895,2947429.0,1,1,125022682,3335.0,470.0
375,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)넥스트엔터테인먼트월드(NEW),C,12/7/2017,winter,한국,803,애니메이션,전체관람가,0.0,"이선,이미자,함수정",79,9.276190476,945,7687186.0,1,1,18639133,646.0,94.0
376,캐롤,토드 헤인즈,CGV아트하우스,A,2/4/2016,winter,미국,221,드라마,청소년관람불가,8.96,"케이트 블란쳇,루니 마라,카일 챈들러",118,8.706161137,422,313164.0,1,0,73117133,57364.0,264.0
377,서치,아니쉬 차간티,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/29/2018,summer,미국,816,드라마,12세이상관람가,7.6,"존 조,데브라 메싱",101,9.121428571000001,700,2949944.0,0,0,0,53754.0,558.0
378,리얼,이사랑,씨제이이앤엠(주),A,6/28/2017,summer,한국,970,액션,청소년관람불가,2.67,"김수현,이성민,성동일",137,4.455172414,435,255180.0,0,0,291071244,1289482.0,5849.0
379,마이펫의 이중생활 2,크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),B,7/31/2019,summer,미국,933,애니메이션,전체관람가,6.0,"패튼 오스왈트,케빈 하트,제니 슬레이트",85,9.080555556,360,7075659.0,1,0,62469356,2772.0,478.0
380,라스트 위치 헌터,브렉 에이즈너,TCO(주)더콘텐츠온,D,12/30/2015,winter,미국,278,액션,15세이상관람가,4.0,"빈 디젤,로즈 레슬리,일라이저 우드",106,7.407692308,130,49558.0,0,0,36063212,386.0,42.0
