,id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,개봉일_int
73,73,존 윅,"데이빗 레이치,채드 스타헬스키",,"(유)조이앤시네마,(유)조이앤컨텐츠그룹","(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트",2015-01-21,개봉영화,장편,미국,321,925995637,116119,338434537,41631,액션,청소년관람불가,일반영화,6.05,"키아누 리브스(존 윅), 미카엘 니크비스트(비고 타라소프)",107분,7.6440677966101696,59,2015
74,74,상의원,이원석,"(주)영화사비단길,상의원문화산업전문(유)",,"(주)쇼박스,(주)와우픽쳐스",2014-12-24,개봉영화,장편,한국,466,908709400,113526,290262800,35338,사극,15세이상관람가,일반영화,5.21,"한석규(돌석), 고수(공진), 박신혜(왕비)",127분,7.787072243346008,526,2014
75,75,스틸 앨리스,"리처드 글랫저,워시 웨스트모어랜드",,그린나래미디어(주),그린나래미디어(주),2015-04-29,개봉영화,장편,미국,109,856716246,111005,479597846,60784,드라마,12세이상관람가,독립/예술영화,6.57,"줄리안 무어(앨리스), 알렉 볼드윈(존 하울랜드), 크리스틴 스튜어트(리디아)",101분,8.342105263157896,76,2015
76,76,더 건맨,피에르 모렐,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-04-16,개봉영화,장편,프랑스,349,833910965,107441,240106365,30062,액션,청소년관람불가,일반영화,4.58,"숀 펜(짐 테리어), 하비에르 바르뎀(펠릭스), 이드리스 엘바(재키 반즈)",113분,7.0864864864864865,185,2015
77,77,빌리와 용감한 녀석들 3,척 파워스,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2015-04-30,개봉영화,장편,미국,343,699788600,98495,177312700,23652,애니메이션,전체관람가,독립/예술영화,5.0,"엄상현, 조현정, 숀 애스틴",80분,7.2631578947368425,114,2015
78,78,7번째 아들,세르게이 보드로프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-02-11,개봉영화,장편,미국,358,729980451,92598,218674251,25546,어드벤처,12세이상관람가,일반영화,5.00,"제프 브리지스(그레고리), 벤 반스(톰), 줄리안 무어(멀킨)",102분,6.655172413793103,29,2015
79,79,포커스,"글렌 피카라,존 레쿼",,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-02-26,개봉영화,장편,미국,349,702878700,91164,227994000,28313,코미디,15세이상관람가,일반영화,-,"윌 스미스(니키), 마고 로비(제스), 로드리고 산토로(가리가)",104분,7.605263157894737,38,2015
80,80,심야식당,마츠오카 조지,,(주)엔케이컨텐츠,(주)영화사 진진,2015-06-18,개봉영화,장편,일본,180,711908074,90416,351932174,43398,드라마,12세이상관람가,독립/예술영화,6.03,"코바야시 카오루, 오다기리 죠",120분,8.55072463768116,138,2015
81,81,빅 아이즈,팀 버튼,,판씨네마(주),판씨네마(주),2015-01-28,개봉영화,장편,미국,290,651316335,85200,333321635,42902,드라마,12세이상관람가,독립/예술영화,7.09,"에이미 아담스(마가렛 킨), 크리스토프 왈츠(월터 킨)",105분,8.131578947368421,76,2015
82,82,와일드,장 마크 발레,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-01-22,개봉영화,장편,미국,58,665271800,83334,408810700,50722,드라마,청소년관람불가,독립/예술영화,7.25,"리즈 위더스푼, 로라 던, 토머스 새도스키",119분,8.906976744186046,43,2015
83,83,더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-28,개봉영화,장편,미국,255,639464500,82779,220031900,28526,액션,청소년관람불가,일반영화,6.25,"덴젤 워싱턴, 콜로이 모레츠, 마튼 초카스",131분,8.136363636363637,22,2015
84,84,세인트 빈센트,데오도르 멜피,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-03-05,개봉영화,장편,미국,308,604885528,78336,225289928,28351,코미디,12세이상관람가,독립/예술영화,6.19,"빌 머레이(세인트 빈센트 반 누이스), 나오미 왓츠(다카), 멜리사 맥카시(매기)",102분,8.275862068965518,29,2015
85,85,모데카이,데이빗 코엡,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2015-02-18,개봉영화,장편,미국,290,624513020,78070,297995120,36209,액션,15세이상관람가,일반영화,4.65,"조니 뎁(찰리 모데카이), 기네스 팰트로(조한나), 이완 맥그리거(마트랜드)",106분,8.225563909774436,133,2015
86,86,엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-21,개봉영화,장편,미국,207,629716963,78049,316342463,38747,SF,청소년관람불가,일반영화,7.05,"도널 글리슨(칼렙), 알리시아 비칸데르(에이바), 오스카 아이삭(네이든)",108분,7.290322580645161,124,2015
87,87,타임 패러독스,"마이클 스피어리그,피터 스피어이그",,(유)조이앤컨텐츠그룹,(유)조이앤시네마,2015-01-07,개봉영화,장편,호주,232,602296908,76803,220836608,27156,SF,15세이상관람가,독립/예술영화,6.00,"에단 호크, 노아 테일러(Mr.로버트슨), 사라 스누크",97분,7.672131147540983,61,2015
88,88,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-05-28,개봉영화,장편,미국,297,591516497,75598,240698797,29268,코미디,15세이상관람가,일반영화,5.75,"안나 켄드릭(베카), 헤일리 스테인펠드(에밀리), 레벨 윌슨(팻 에이미)",114분,8.37704918032787,61,2015
89,89,위자,스틸즈 화이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-16,개봉영화,장편,미국,337,570154035,73549,143358035,17902,미스터리,15세이상관람가,일반영화,2.0,"올리비아 쿡, 다렌 카가소프, 아나 코토",89분,6.859375,64,2015
90,90,기생수 파트2,야마자키 타카시,,판씨네마(주),판씨네마(주),2015-05-07,개봉영화,장편,일본,260,502071959,62071,162446959,19447,SF,청소년관람불가,일반영화,7.17,"소메타니 쇼타(이즈미 신이치), 아베 사다오(오른쪽이), 후카츠 에리(타미야 료코)",118분,7.8,55,2015
91,91,위아영,노아 바움백,,(주)드림웨스트픽쳐스,"(주)브리즈픽처스,(주)영화사오원",2015-05-14,개봉영화,장편,미국,235,492955360,61664,293821260,35986,코미디,15세이상관람가,독립/예술영화,6.86,"벤 스틸러(조쉬), 나오미 왓츠(코넬리아), 아만다 사이프리드(다비)",97분,7.875,48,2015
92,92,드래곤 블레이드,이인항,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-03-12,개봉영화,장편,중국,264,427722800,56547,113013200,14534,액션,15세이상관람가,독립/예술영화,4.33,"성룡(후오안), 존 쿠삭(루시우스), 애드리언 브로디(티베리우스)",133분,8.89655172413793,29,2015
93,93,나이트 크롤러,댄 길로이,,(주)누리픽쳐스,(주)스톰픽쳐스코리아,2015-02-26,개봉영화,장편,미국,233,451041300,55892,203599400,24807,범죄,청소년관람불가,독립/예술영화,7.31,제이크 질렌할(루이스 블룸),117분,7.9655172413793105,29,2015
94,94,더 라스트: 나루토 더 무비,코바야시 츠네오,,애니박스 엔터테인먼트,와이드 릴리즈(주),2015-02-26,개봉영화,장편,일본,158,391905272,52816,112856072,14897,애니메이션,12세이상관람가,독립/예술영화,-,"타케우치 준코(우즈마키 나루토 목소리), 나카무라 치에(하루노 사쿠라 목소리), 모리쿠보 쇼타로(나라 시카마루 목소리)",114분,8.976525821596244,213,2015
95,95,바다 탐험대 옥토넛 스페셜,니키 팰런,,얼리버드,와이드 릴리즈(주),2015-02-05,개봉영화,장편,영국,210,383427600,51884,84362100,10733,애니메이션,전체관람가,독립/예술영화,-,"하성용, 정재헌, 엄상현",70분,7.529411764705882,68,2015
96,96,엘리노어 릭비: 그 남자 그 여자,네드 벤슨,,(주)드림웨스트픽쳐스,(주)이수C&E,2015-04-09,개봉영화,장편,미국,212,375796900,46589,207508900,24892,드라마,15세이상관람가,독립/예술영화,6.45,"제임스 맥어보이(코너 러들로), 제시카 차스테인(엘레노어 릭비)",122분,7.4423076923076925,52,2015
97,97,송 원,케이트 베커-플로이랜드,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-04-01,개봉영화,장편,미국,365,343444743,46079,130271143,16646,드라마,15세이상관람가,독립/예술영화,5.56,"앤 해서웨이(프래니), 자니 플린(제임스), 메리 스틴버겐(프래니 엄마)",88분,6.148148148148148,27,2015
98,98,한 번 더 해피엔딩,마크 로렌스,,주식회사 더쿱,(주)팝엔터테인먼트,2015-04-08,개봉영화,장편,미국,231,348096551,45166,162620851,20409,멜로/로맨스,15세이상관람가,독립/예술영화,4.94,"휴 그랜트, 마리사 토메이, 앨리슨 제니",106분,8.047619047619047,21,2015
99,99,약장수,조치언,(주)26컴퍼니,,"(주)대명문화공장,(주)나이너스엔터테인먼트",2015-04-23,개봉영화,장편,한국,282,313238400,43562,94969000,13043,드라마,15세이상관람가,일반영화,5.38,"김인권(일범), 박철민(철중), 이주실(옥님)",104분,8.73469387755102,49,2015
100,100,베테랑,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),2015-08-05,개봉영화,장편,한국,1064,105024756250,13395400,26766369950,3290366,액션,15세이상관람가,일반영화,7.50,"황정민(서도철), 유아인(조태오), 유해진(최상무)",123분,9.25904317386231,3428,2015
101,101,암살,최동훈,(주)케이퍼필름,,(주)쇼박스,2015-07-22,개봉영화,장편,한국,1519,98463132781,12705700,25306651181,3155960,액션,15세이상관람가,일반영화,6.57,"전지현(안옥윤), 이정재(염석진), 하정우(하와이 피스톨)",139분,9.101088201603666,3492,2015
102,102,내부자들,우민호,(유)내부자들 문화전문회사,,(주)쇼박스,2015-11-19,개봉영화,장편,한국,1075,56464117657,7055074,16275240857,1965368,범죄,청소년관람불가,일반영화,6.63,"이병헌(안상구), 조승우(우장훈), 백윤식(이강희)",130분,9.09490639965172,2297,2015
103,103,사도,이준익,(주)타이거픽쳐스,,(주)쇼박스,2015-09-16,개봉영화,장편,한국,1210,48842902501,6246849,12987928301,1606486,사극,12세이상관람가,일반영화,7.54,"송강호, 유아인, 문근영",125분,8.389521640091116,1756,2015
104,104,미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-30,개봉영화,장편,미국,1202,48547353607,6126488,13751315607,1669524,액션,15세이상관람가,일반영화,7.54,"톰 크루즈(에단 헌트), 제레미 레너(윌리엄 브랜트), 사이먼 페그(벤지 던)",131분,8.909564570152586,2687,2015
105,105,검은 사제들,장재현,영화사 집,,씨제이이앤엠(주),2015-11-05,개봉영화,장편,한국,1088,42392797092,5440520,11617009792,1428316,미스터리,15세이상관람가,일반영화,6.23,"김윤석(김신부), 강동원(최부제)",108분,8.584792396198099,1999,2015
106,106,히말라야,이석훈,(주)제이케이필름,,씨제이이앤엠(주),2015-12-16,개봉영화,장편,한국,1009,39469775448,5129409,9308851168,1169945,드라마,12세이상관람가,일반영화,5.63,"황정민(엄홍길), 정우(박무택)",124분,8.94204081632653,1225,2015
107,107,인사이드 아웃,피트 닥터,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-07-09,개봉영화,장편,미국,777,38015586936,4968687,12814825236,1594626,애니메이션,전체관람가,일반영화,7.88,"에이미 포엘러(조이/기쁨 목소리), 필리스 스미스(슬픔/새드니스 목소리), 민디 캘링(까칠/디스거스트 목소리)",102분,9.113006396588487,938,2015
108,108,마션,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-10-08,개봉영화,장편,미국,1132,39612764295,4875494,12914889095,1509471,액션,12세이상관람가,일반영화,7.91,"맷 데이먼(마크 와트니), 제시카 차스테인(멜리사 루이스), 세바스찬 스탠(크리스 벡)",144분,8.774937343358395,1995,2015
109,109,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,496,28517727148,3610564,10023591548,1228195,코미디,12세이상관람가,일반영화,6.25,"앤 해서웨이(줄스 오스틴), 로버트 드 니로(벤 휘태커)",121분,9.043558850787766,1079,2015
110,110,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,1113,26546725129,3239371,7364611329,852065,액션,15세이상관람가,일반영화,5.81,"아놀드 슈왈제네거(터미네이터), 제이슨 클락(존 코너), 에밀리아 클라크(사라 코너)",125분,8.12320916905444,1047,2015
111,111,앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-09-03,개봉영화,장편,미국,949,23502249937,2839921,7332839937,840337,액션,12세이상관람가,일반영화,7.09,"폴 러드, 마이클 더글라스, 에반젤린 릴리",117분,8.691348402182385,1283,2015
112,112,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940,24149478540,2803234,8142582481,888167,액션,12세이상관람가,일반영화,7.55,"데이지 리들리(레이), 존 보예가(핀), 오스카 아이삭(포 다메론)",135분,8.371521035598706,1545,2015
113,113,메이즈 러너: 스코치 트라이얼,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-09-16,개봉영화,장편,미국,804,21596946349,2744413,5743724849,697898,액션,12세이상관람가,일반영화,6.56,"딜런 오브라이언(토마스), 토마스 생스터(뉴트), 카야 스코델라리오(트리사)",132분,8.46712802768166,867,2015
114,114,탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,,씨제이이앤엠(주),2015-09-24,개봉영화,장편,한국,764,20463956973,2625686,4092941173,504961,코미디,15세이상관람가,일반영화,5.90,"권상우(강대만), 성동일(노태수)",120분,8.682264150943396,1325,2015
115,115,미니언즈,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-29,개봉영화,장편,미국,792,18997911278,2625572,4787634178,630536,애니메이션,전체관람가,일반영화,5.63,"피에르 꼬팽, 마이클 키튼, 산드라 블록",91분,8.239776951672862,1614,2015
116,116,뷰티 인사이드,백,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),2015-08-20,개봉영화,장편,한국,648,16145401531,2053085,5024222431,611117,판타지,12세이상관람가,일반영화,5.47,"한효주(홍이수), 김대명(우진1), 도지한(우진18)",127분,8.1991341991342,693,2015
117,117,007 스펙터,샘 멘데스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-11-11,개봉영화,장편,영국,1105,14301476030,1820760,4497382930,548003,액션,15세이상관람가,일반영화,5.69,"다니엘 크레이그(제임스 본드), 레아 세이두(매들린 스완), 크리스토프 왈츠(오버하우서)",148분,7.629014396456257,903,2015
118,118,더 폰,김봉주,(주)미스터로맨스,,(주)넥스트엔터테인먼트월드(NEW),2015-10-22,개봉영화,장편,한국,794,12309164568,1593694,2963876068,366753,스릴러,15세이상관람가,일반영화,5.20,"손현주(고동호), 엄지원(조연수), 배성우(도재현)",114분,7.918032786885246,488,2015
119,119,대호,박훈정,(주)사나이픽처스,,(주)넥스트엔터테인먼트월드(NEW),2015-12-16,개봉영화,장편,한국,892,12104808332,1584168,2802652706,352415,사극,12세이상관람가,일반영화,7.08,최민식(천만덕),139분,8.371273712737127,738,2015
120,120,성난 변호사,허종호,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",,씨제이이앤엠(주),2015-10-08,개봉영화,장편,한국,607,8697174039,1124918,2126132839,263369,범죄,15세이상관람가,일반영화,6.65,"이선균(변호성), 김고은(진선민), 임원희(박사무장)",117분,8.564612326043738,503,2015
121,121,그놈이다,윤준형,상상필름(주),,CGV아트하우스,2015-10-28,개봉영화,장편,한국,681,8096427152,1046015,1799536452,223466,스릴러,15세이상관람가,일반영화,6.67,"주원(장우), 유해진(민약국), 이유영(시은)",109분,7.62,400,2015
122,122,미쓰 와이프,강효진,(주)영화사아이비젼,,메가박스중앙(주)플러스엠,2015-08-13,개봉영화,장편,한국,437,7357162869,984265,1676810469,221861,코미디,15세이상관람가,일반영화,6.17,"엄정화(연우), 송승헌(성환)",125분,8.727659574468085,470,2015
123,123,몬스터 호텔 2,젠디 타타코브스키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-12-24,개봉영화,장편,미국,686,7029012585,962770,1640267600,217074,애니메이션,전체관람가,일반영화,6.00,"아담 샌들러(드락 목소리), 셀레나 고메즈(마비스 목소리), 케빈 제임스(프랑켄슈타인 목소리)",89분,8.66931216931217,1890,2015
124,124,손님,김광태,(주)유비유필름,,씨제이이앤엠(주),2015-07-09,개봉영화,장편,한국,634,6385295880,827918,1717964980,213174,판타지,15세이상관람가,일반영화,6.66,"류승룡(우룡), 이성민(촌장), 천우희(미숙)",107분,6.850356294536817,421,2015
125,125,인시디어스 3,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-09,개봉영화,장편,미국,409,6396650620,825517,1542181920,191674,공포(호러),15세이상관람가,일반영화,4.63,"스테파니 스콧(퀸 브레너), 더모트 멀로니(션 브레너), 린 샤예(앨리스 레이니어)",97분,7.795031055900621,322,2015
126,126,하트 오브 더 씨,론 하워드,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-12-03,개봉영화,장편,미국,535,6776484023,809327,2010066023,226889,액션,12세이상관람가,일반영화,6.45,"크리스 헴스워스(오웬 체이스), 킬리언 머피(매튜 조이), 벤 위쇼(허먼 멜빌)",121분,8.3125,240,2015
127,127,헝거게임: 더 파이널,프란시스 로렌스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015-11-18,개봉영화,장편,미국,661,6069167163,806520,2030631445,257764,액션,15세이상관람가,일반영화,6.60,"제니퍼 로렌스(캣니스 에버딘), 조쉬 허처슨(피타 멜라크), 리암 헴스워스(게일 호손)",137분,7.791479820627803,446,2015
