,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud
594,7년의 밤,추창민,씨제이이앤엠(주),A,3/28/2018,spring,개봉영화,장편,한국,872,3969337524.0,528007,1046793224,133744,스릴러,15세이상관람가,일반영화,5.5,"장동건,류승룡,송새벽",123,6.309677419,310,2018,0,0,1,635010,1,0,2,13.176864820176275
595,버닝,이창동,CGV아트하우스,A,5/17/2018,spring,개봉영화,장편,한국,739,4712847598.0,527979,1764315898,193981,미스터리,청소년관람불가,일반영화,7.69,"유아인,스티븐 연,전종서",148,7.7361963189999985,652,2018,0,0,0,14355109,1,0,4,13.17681178917017
596,콰이어트 플레이스,존 크랜신스키,롯데쇼핑㈜롯데엔터테인먼트,A,4/12/2018,spring,개봉영화,장편,미국,677,4580889849.0,526073,1445057049,161329,공포,15세이상관람가,일반영화,7.0,"에밀리 블런트,존 크래신스키,노아 주프",90,8.304347826,460,2018,0,0,0,612616,1,0,3,13.173195265360302
597,셰이프 오브 워터: 사랑의 모양,기예르모 델 토로,이십세기폭스코리아(주),B,2/22/2018,winter,개봉영화,장편,미국,404,4209803400.0,506182,2139863100,253787,어드벤처,청소년관람불가,일반영화,8.18,"샐리 호킨스,마이클 섀넌,리차드 젠킨스",123,8.841176471,510,2018,0,0,0,378513,1,0,6,13.13465156739336
598,흥부: 글로 세상을 바꾼 자,조근현,롯데쇼핑㈜롯데엔터테인먼트,A,2/14/2018,winter,개봉영화,장편,한국,627,3381050200.0,416303,886785300,107570,사극,12세이상관람가,일반영화,4.57,"정우,김주혁,정진영",105,7.734234234,222,2018,69303,0,1,24154054,1,1,13,12.939168639498682
599,피터 래빗,윌 글럭,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,5/16/2018,spring,개봉영화,장편,미국,599,3002378600.0,387794,598104900,74021,애니메이션,전체관람가,일반영화,5.5,"제임스 코든,도널 글리슨,로즈 번",95,9.202635914,607,2018,0,0,1,8099753,1,0,7,12.868229549778269
600,패딩턴 2,폴 킹,(주)이수C&E,B,2/8/2018,winter,개봉영화,장편,프랑스,629,2527056200.0,335906,707057900,89520,코미디,전체관람가,독립/예술영화,7.67,"벤 위쇼,휴 그랜트,샐리 호킨스",104,9.167938931,131,2018,305100,1,1,1770295,1,1,8,12.724586637899918
601,트루스 오어 데어,제프 와드로,유니버설픽쳐스인터내셔널 코리아(유),B,5/22/2018,spring,개봉영화,장편,미국,530,2645140400.0,310695,674443300,75674,공포,15세이상관람가,일반영화,3.5,"루시 헤일,타일러 포시,바이올렛 빈",100,8.395280236,339,2018,0,0,0,0,1,0,0,12.646567002557733
602,덕구,방수인,메가박스중앙(주)플러스엠,A,4/5/2018,spring,개봉영화,장편,한국,544,2318099700.0,305582,399790500,50850,드라마,전체관람가,일반영화,5.5,"이순재,정지훈",91,9.471153846,104,2018,0,0,0,13843437,1,0,6,12.629973434016238
603,커뮤터,자움 콜렛 세라,메가박스중앙(주)플러스엠,A,1/24/2018,winter,개봉영화,장편,영국,575,2286590955.0,286042,669150055,82592,액션,15세이상관람가,일반영화,5.57,"리암 니슨,베라 파미가",104,9.105022831,219,2018,674323,0,0,4224111,1,2,9,12.563893932166975
604,명탐정 코난:감벽의 관,야마모토 야스이치로,씨제이이앤엠(주),A,2/14/2018,winter,개봉영화,장편,일본,487,1800316000.0,242164,310023800,40693,애니메이션,12세이상관람가,일반영화,5.0,"김선혜,강수진,이현진",107,8.526315789,76,2018,385853,1,1,31805,1,2,1,12.397370461563805
605,아이 필 프리티,아비 콘,(주)홈초이스,C,6/6/2018,summer,개봉영화,장편,미국,213,2030513900.0,229346,838802000,92648,코미디,15세이상관람가,일반영화,4.0,"에이미 슈머,미셸 윌리엄스",110,9.103109656,611,2018,0,0,0,0,1,0,0,12.342987059280249
606,치즈인더트랩,김제영,(주)리틀빅픽쳐스,D,3/14/2018,spring,개봉영화,장편,한국,364,1890873700.0,229005,557695800,65340,멜로/로맨스,15세이상관람가,일반영화,4.0,"박해진,오연서,박기웅",116,8.217391304,92,2018,0,0,1,706112,1,0,3,12.341499116359152
607,12 솔져스,니콜라이 퓰시,(주)제이앤씨미디어그룹,D,1/31/2018,winter,개봉영화,장편,미국,211,1833626400.0,223740,597547500,70049,액션,15세이상관람가,독립/예술영화,5.0,"크리스 헴스워스,마이클 섀넌,마이클 페나",130,9.733333333,45,2018,0,0,0,17183998,1,0,10,12.318239942400922
608,1급기밀,홍기선,(주)리틀빅픽쳐스,D,1/24/2018,winter,개봉영화,장편,한국,512,1720083300.0,217803,406282500,50330,드라마,12세이상관람가,일반영화,5.86,"김상경,김옥빈,최무성",101,9.003968254,252,2018,0,0,0,7267209,1,0,9,12.291346263490817
609,50가지 그림자: 해방,제임스 폴리,유니버설픽쳐스인터내셔널 코리아(유),B,2/21/2018,winter,개봉영화,장편,미국,213,1866384500.0,217785,650566700,75135,드라마,청소년관람불가,일반영화,2.67,"다코타 존슨,제이미 도넌",105,8.440092166,434,2018,189620,1,1,747802,1,1,5,12.291263616585898
610,허리케인 하이스트,롭 코헨,(주)넥스트엔터테인먼트월드(NEW),C,3/14/2018,spring,개봉영화,장편,미국,544,1730262848.0,214949,406693648,49348,액션,15세이상관람가,일반영화,3.5,"토비 켑벨,매기 그레이스,라이언 콴튼",103,8.863013699,146,2018,0,0,0,3021433,1,0,5,12.278156069668897
611,한 솔로: 스타워즈 스토리,론 하워드,월트디즈니컴퍼니코리아 유한책임회사,B,5/24/2018,spring,개봉영화,장편,미국,569,1964276778.0,213980,778382478,79048,액션,12세이상관람가,일반영화,7.29,"엘든 이렌리치,에밀리아 클라크,우디 해럴슨",135,8.413043477999999,184,2018,1515961,1,0,10072008,1,3,7,12.273637831692598
612,콜 미 바이 유어 네임,루카 구아다니노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,3/22/2018,spring,개봉영화,장편,기타,192,1655414700.0,198013,940932000,110111,드라마,청소년관람불가,독립/예술영화,7.8,"티모시 샬라메,아미 해머",132,9.42519685,127,2018,0,0,0,631745,1,0,4,12.196087964087031
613,나미야 잡화점의 기적,히로키 류이치,(주)이수C&E,B,2/28/2018,winter,개봉영화,장편,일본,532,1455461885.0,191880,458198585,57998,판타지,전체관람가,독립/예술영화,5.75,"야마다 료스케,니시다 토시유키,무라카미 니지로",130,7.669811321,424,2018,0,0,1,5097,1,0,1,12.164625455616001
614,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,(주)이수C&E,B,6/6/2018,summer,개봉영화,장편,일본,588,1388591900.0,182545,222643100,27844,애니메이션,전체관람가,독립/예술영화,6.0,"임채헌,이선호,정미숙",90,8.042780749,374,2018,1171443,1,1,1350550,1,5,9,12.114751996952446
615,유전,아리 애스터,(주)팝엔터테인먼트,D,6/7/2018,summer,개봉영화,장편,미국,422,1536786325.0,174223,528139825,57537,공포,15세이상관람가,일반영화,7.13,"토니 콜렛,밀리 샤피로,가브리엘 번",127,7.54,150,2018,0,0,0,486482,1,0,3,12.06809136683202
616,허스토리,민규동,(주)넥스트엔터테인먼트월드(NEW),C,6/27/2018,summer,개봉영화,장편,한국,696,1216916649.0,169330,358940549,50578,드라마,12세이상관람가,일반영화,6.67,"김희애,김해숙",121,9.440251572000001,159,2018,1205140,0,0,25700718,1,2,6,12.039604752659386
617,미드나잇 선,스콧 스피어,씨네그루(주)키다리이엔티,B,6/21/2018,summer,개봉영화,장편,미국,472,1277894600.0,151708,433992200,50930,멜로/로맨스,12세이상관람가,독립/예술영화,5.25,"벨라 손,패트릭 슈왈제네거",92,8.992907801,141,2018,0,0,1,1,1,0,1,11.929712899608639
618,다운사이징,알렉산더 페인,롯데쇼핑㈜롯데엔터테인먼트,A,1/11/2018,winter,개봉영화,장편,미국,511,1236582004.0,150215,428993404,51033,드라마,15세이상관람가,일반영화,6.13,"맷 데이먼,크리스토프 왈츠,홍 차우",135,5.941605839,274,2018,0,0,0,10007988,1,0,6,11.919822880170019
619,나를 기억해,이한욱,씨네그루(주)키다리이엔티,B,4/19/2018,spring,개봉영화,장편,한국,545,1227953892.0,140849,289799692,32322,미스터리,청소년관람불가,일반영화,3.67,"이유영,김희원",102,8.064220183,109,2018,0,0,0,7881716,1,0,9,11.855443673527807
620,더 포스트,스티븐 스필버그,CGV아트하우스,A,2/28/2018,winter,개봉영화,장편,미국,281,1090246148.0,137841,601255748,74508,드라마,12세이상관람가,독립/예술영화,7.63,"메릴 스트립,톰 행크스",116,8.805309735,113,2018,386318,0,1,1592558,1,2,4,11.833856125963656
621,시카리오: 데이 오브 솔다도,스테파노 솔리마,㈜코리아스크린,D,6/27/2018,summer,개봉영화,장편,미국,261,1004745900.0,124017,363758000,43609,액션,15세이상관람가,일반영화,6.43,"조슈 브롤린,베니시오 델 토로,이사벨라 모너",122,9.276595745,47,2018,4173,1,0,913969,1,1,4,11.728173931964463
622,얼리맨,닉 파크,(주)이수C&E,B,5/3/2018,spring,개봉영화,장편,영국,597,910471000.0,118612,189895000,23330,애니메이션,전체관람가,독립/예술영화,6.0,"에디 레드메인,톰 히들스턴,메이지 윌리암스",89,8.583333332999999,36,2018,0,0,0,11409312,1,0,8,11.683612940865816
623,"안녕, 나의 소녀",사준의,오드,D,5/16/2018,spring,개봉영화,장편,기타,155,868321954.0,111541,306753454,37176,멜로/로맨스,12세이상관람가,독립/예술영화,5.0,"류이호,송운화",104,7.490909091,110,2018,0,0,0,0,1,0,0,11.622147515296936
624,당갈,니테쉬 티와리,(주)넥스트엔터테인먼트월드(NEW),C,4/25/2018,spring,개봉영화,장편,기타,260,903257500.0,108959,457451200,54487,액션,12세이상관람가,독립/예술영화,7.0,"아미르 칸,파티마 사나 셰이크,산야 말호트라",161,9.315789473999999,19,2018,0,0,0,0,1,0,0,11.598726943661342
625,레드 스패로,프란시스 로렌스,이십세기폭스코리아(주),B,2/28/2018,winter,개봉영화,장편,미국,389,860743700.0,108344,331557500,41010,스릴러,청소년관람불가,일반영화,5.33,"제니퍼 로렌스,조엘 에저튼,마티아스 쇼에나에츠",140,8.629032257999999,248,2018,806520,0,1,4022897,1,1,12,11.593066629335206
626,게이트,신재호,(주)제이앤씨미디어그룹,D,2/28/2018,winter,개봉영화,장편,한국,208,820756100.0,101173,187520600,22814,범죄,15세이상관람가,일반영화,3.0,"정려원,임창정,정상훈",92,9.255813952999999,43,2018,0,0,0,5940034,1,0,2,11.5245872018195
627,미니특공대X,이영준,(주)삼지애니메이션,D,3/22/2018,spring,개봉영화,장편,한국,458,744858200.0,99952,131013800,16957,애니메이션,전체관람가,일반영화,0.0,"엄상현,전태열,이소영",68,7.5,92,2018,337716,1,0,5977878,1,5,26,11.512445349733351
628,레이디 버드,그레타 거윅,유니버설픽쳐스인터내셔널 코리아(유),B,4/4/2018,spring,개봉영화,장편,미국,344,794126700.0,97777,448029200,53878,코미디,15세이상관람가,일반영화,7.82,시얼샤 로넌,94,8.756097561,123,2018,0,0,0,0,1,0,0,11.490444654541077
629,쓰리 빌보드,마틴 맥도나,이십세기폭스코리아(주),B,3/15/2018,spring,개봉영화,장편,미국,110,796847700.0,97079,497234900,60009,코미디,15세이상관람가,일반영화,8.2,"프란시스 맥도맨드,우디 해럴슨,샘 록웰",115,9.333333332999999,234,2018,0,0,0,5989291,1,0,5,11.483280359004624
630,마야2,"노엘 클리어리,세르지오 델피노",(주)영화사 빅,D,2/1/2018,winter,개봉영화,장편,기타,429,670314200.0,94179,120929400,15990,애니메이션,전체관람가,독립/예술영화,6.0,"김서영,김명준,김소희(바이올렛,여왕 목소리)",84,9.367647059,68,2018,0,1,0,2532829,2,0,9,11.452952505775578
631,커다랗고 커다랗고 커다란 배,"필립 립스키,요르겐 레르담",예지림엔터테인먼트,D,5/3/2018,spring,개봉영화,장편,기타,350,736453900.0,93588,116666000,14111,애니메이션,전체관람가,독립/예술영화,6.5,"이소은,이제인,윤세웅",77,8.956521739,46,2018,0,0,0,408101,2,0,10,11.446657449118499
632,여중생A,이경섭,롯데컬처웍스(주)롯데엔터테인먼트,A,6/20/2018,summer,개봉영화,장편,한국,479,724154600.0,86841,255695900,27849,드라마,12세이상관람가,일반영화,6.0,"김환희,수호",114,7.413043478,92,2018,0,0,1,6862438,1,0,1,11.371834139356602
633,플로리다 프로젝트,션 베이커,오드,D,3/7/2018,spring,개봉영화,장편,미국,126,726925600.0,86406,476695400,55275,드라마,15세이상관람가,독립/예술영화,8.5,"윌렘 대포,브루클린 프린스,브리아 비나이트",111,9.290909091,55,2018,0,0,0,0,1,0,0,11.366812396825438
634,올 더 머니,리들리 스콧,판씨네마(주),D,2/1/2018,winter,개봉영화,장편,미국,260,547011500.0,67602,282210900,34598,범죄,15세이상관람가,독립/예술영화,7.0,"미셸 윌리엄스,크리스토퍼 플러머,마크 월버그",132,8.733333333,45,2018,6181320,0,1,2468081,1,2,5,11.12139284739222
635,레오나르도 다 빈치,세르지오 맨피오,(주)스마일이엔티,D,4/26/2018,spring,개봉영화,장편,기타,150,509942200.0,64405,129135000,15703,애니메이션,전체관람가,독립/예술영화,0.0,김명준,82,9.090909091,44,2018,23084,0,1,927467,1,1,3,11.072946548830188
636,번개맨과 신비의 섬,김지열,"힘컨텐츠(주),(주)디스테이션",D,4/5/2018,spring,개봉영화,장편,한국,191,481474700.0,59923,93936000,11486,어드벤처,전체관람가,일반영화,4.0,"서홍석,홍민아,유수호",70,0.0,0,2018,0,1,1,0,1,0,0,11.000815683693476
637,소공녀,전고운,CGV아트하우스,A,3/22/2018,spring,개봉영화,장편,한국,284,467050200.0,58340,235770600,28544,멜로/로맨스,15세이상관람가,독립/예술영화,6.75,"이솜,안재홍",106,8.957446809,94,2018,0,0,1,11617053,1,0,11,10.974043243421713
638,매직빈,조이 주,(주)영화사 빅,D,5/3/2018,spring,개봉영화,장편,기타,534,427992700.0,55804,70261300,8592,애니메이션,전체관람가,독립/예술영화,5.0,"황창영,민아,장병관",72,6.6363636360000005,11,2018,0,0,0,575397,1,0,7,10.929600830387999
639,"부르고뉴, 와인에서 찾은 인생",세드릭 클래피쉬,(주)티캐스트,B,5/3/2018,spring,개봉영화,장편,프랑스,55,459620900.0,52896,290883900,32987,드라마,15세이상관람가,독립/예술영화,6.5,"피오 마르마이,아나 지라르도,프랑수아 시빌",113,8.59375,32,2018,0,0,0,20056,1,0,1,10.876083000620751
640,머니백,허준형,(주)리틀빅픽쳐스,D,4/12/2018,spring,개봉영화,장편,한국,472,411511600.0,52618,105898500,12994,액션,15세이상관람가,일반영화,5.0,"김무열,박희순,이경영",101,7.960784314,51,2018,0,0,0,57646621,1,0,23,10.870813545510108
641,살인소설,김진묵,"(주)스톰픽쳐스코리아,(주)페퍼민트앤컴퍼니",D,4/25/2018,spring,개봉영화,장편,한국,434,392591200.0,49682,110034500,13655,스릴러,15세이상관람가,독립/예술영화,5.0,"지현우,오만석,이나라",103,7.307692307999999,26,2018,0,0,0,3147454,1,0,5,10.813397973445996
642,데자뷰,고경민,씨네그루(주)키다리이엔티,B,5/30/2018,spring,개봉영화,장편,한국,536,360833100.0,48279,78964200,10074,미스터리,15세이상관람가,일반영화,0.0,"이천희,남규리,이규한",87,6.9861111110000005,72,2018,0,0,0,100523,1,0,1,10.784751962486604
643,온리 더 브레이브,조셉 코신스키,㈜코리아스크린,D,3/7/2018,spring,개봉영화,장편,미국,301,373727300.0,47540,127393400,15953,드라마,12세이상관람가,일반영화,6.5,"조슈 브롤린,마일즈 텔러,제프 브리지스",133,9.444444444,36,2018,0,0,0,6853436,1,0,13,10.769326740914185
644,비밥바룰라,이성재,씨네그루(주)키다리이엔티,B,1/24/2018,winter,개봉영화,장편,한국,347,318986200.0,46817,102609200,13980,코미디,12세이상관람가,일반영화,5.0,"박인환,신구,임현식",97,9.384615385,65,2018,0,0,0,3439614,1,0,6,10.754001663810453
645,"스탠바이, 웬디",벤 루윈,판씨네마(주),D,5/30/2018,spring,개봉영화,장편,미국,345,368424680.0,46487,154005380,18676,드라마,전체관람가,독립/예술영화,6.43,"다코타 패닝,토니 콜렛",93,8.823529412000001,51,2018,0,0,0,483825,1,0,4,10.746927982596027
646,더 포리너,마틴 캠벨,"(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온",D,2/7/2018,winter,개봉영화,장편,영국,156,328887800.0,40882,104663500,12820,액션,15세이상관람가,일반영화,5.67,"성룡,피어스 브로스넌",114,9.5,4,2018,0,0,1,4518247,1,0,6,10.618445147359923
647,정글번치: 최강 악당의 등장,다비드 알로,(주)팝엔터테인먼트,D,4/19/2018,spring,개봉영화,장편,프랑스,331,292593700.0,37343,56514500,6729,애니메이션,전체관람가,독립/예술영화,0.0,"최원형,김민진,박재현",97,7.517241379,29,2018,0,1,0,0,1,0,0,10.527900756664334
648,다키스트 아워,조 라이트,유니버설픽쳐스인터내셔널 코리아(유),B,1/17/2018,winter,개봉영화,장편,영국,233,282157800.0,37300,203748900,26613,드라마,12세이상관람가,독립/예술영화,6.38,"게리 올드만,크리스틴 스콧 토마스,릴리 제임스",125,8.954545455,44,2018,185960,0,1,2692921,1,1,6,10.526748605631907
