,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
667,서치,아니쉬 차간티,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/29/2018,summer,개봉영화,장편,미국,816,25283364845.0,2949944,8341418045,945989,드라마,12세이상관람가,일반영화,7.6,"존 조,데브라 메싱",101,9.121428571000001,700,2018,2949944.0,1 [1],0,0,0
668,너의 결혼식,이석근,"(주)필름케이,(주)외유내강",,메가박스중앙(주)플러스엠,A,8/22/2018,summer,개봉영화,장편,한국,962,23670604369.0,2820029,5852853319,666845,멜로/로맨스,12세이상관람가,일반영화,6.57,"박보영,김영광",110,9.092165899,2170,2018,2820029.0,1 [1],0,0,62854980
669,목격자,조규장,(주)에이디사공육,,(주)넥스트엔터테인먼트월드(NEW),C,8/15/2018,summer,개봉영화,장편,한국,1021,21732042597.0,2524086,4600434447,514732,스릴러,15세이상관람가,일반영화,5.25,"이성민,김상호,진경",111,7.733002833,1412,2018,1304906.0,2 [2],0,0,273252363
670,신비한 동물들과 그린델왈드의 범죄,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,11/14/2018,autumn,개봉영화,장편,미국,1601,20816583118.0,2414062,6579253518,721713,판타지,12세이상관람가,일반영화,5.33,"에디 레드메인,조니 뎁,캐서린 워터스턴",134,7.4865168539999996,890,2018,16840678.0,3 [3],1,1,97454465
671,맘마미아!2,올 파커,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/8/2018,summer,개봉영화,장편,미국,750,19532365003.0,2285143,6377571153,732343,코미디,12세이상관람가,일반영화,6.2,"아만다 사이프리드,릴리 제임스,메릴 스트립",114,9.082278481,1106,2018,2285143.0,1 [1],1,1,40859270
672,명당,박희곤,(주)주피터필름,,메가박스중앙(주)플러스엠,A,9/19/2018,autumn,개봉영화,장편,한국,1117,17900775524.0,2087474,4530609774,518726,사극,12세이상관람가,일반영화,5.8,"조승우,지성,김성균",126,7.865155807000001,1765,2018,2087474.0,1 [1],0,0,195274248
673,협상,이종석,"(주)제이케이필름,그리고픽처스,씨제이이앤엠(주)",,씨제이이앤엠(주),A,9/19/2018,autumn,개봉영화,장편,한국,919,17032133166.0,1967721,3777056966,424008,범죄,15세이상관람가,일반영화,5.43,"손예진,현빈",114,8.458087367000001,847,2018,0.0,1 [1],0,0,102624540
674,마약왕,우민호,(주)하이브미디어코프,,(주)쇼박스,C,12/19/2018,winter,개봉영화,장편,한국,1297,15784724552.0,1813594,3854231152,432241,범죄,청소년관람불가,일반영화,5.14,"송강호,조정석,배두나",139,7.436655405,2368,2018,26081050.0,3 [3],0,1,283329577
675,창궐,김성훈A,"리양필름(주),영화사 이창",,(주)넥스트엔터테인먼트월드(NEW),C,10/25/2018,autumn,개봉영화,장편,한국,1351,13275772490.0,1599290,3015779340,352559,사극,15세이상관람가,일반영화,5.2,"현빈,장동건",121,6.825609756,820,2018,17234182.0,2 [2],0,0,64881962
676,성난황소,김민호,"주식회사 플러스미디어엔터테인먼트,(주)비에이엔터테인먼트",,(주)쇼박스,C,11/22/2018,autumn,개봉영화,장편,한국,1010,13236490737.0,1593386,2517251837,293079,범죄,15세이상관람가,일반영화,4.67,"마동석,송지효",115,8.740901683999999,1841,2018,1593386.0,1 [1],0,0,263186047
677,도어락,이권,(주)영화사피어나,,메가박스중앙(주)플러스엠,A,12/5/2018,winter,개봉영화,장편,한국,954,12683552886.0,1543800,2802709886,325358,스릴러,15세이상관람가,일반영화,6.11,"공효진,김예원,김성오",102,7.958402662,601,2018,1543800.0,1 [1],0,1,56778007
678,스윙키즈,강형철,(주)안나푸르나필름,,(주)넥스트엔터테인먼트월드(NEW),C,12/19/2018,winter,개봉영화,장편,한국,984,10304613602.0,1258317,3068387452,357823,드라마,12세이상관람가,일반영화,6.38,"디오,자레드 그라임스,박혜수",133,9.114047288,719,2018,1258317.0,1 [1],0,1,14016888
679,PMC: 더 벙커,김병우,(주)퍼펙트스톰필름,,씨제이이앤엠(주),A,12/26/2018,winter,개봉영화,장편,한국,1081,9704247367.0,1179031,2436217967,285716,액션,15세이상관람가,일반영화,6.9,"하정우,이선균",124,6.906976744,774,2018,1179031.0,1 [1],0,0,589040829
680,범블비,트래비스 나이트,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,A,12/25/2018,winter,개봉영화,장편,미국,1016,9756083752.0,1167150,2386152852,274896,액션,12세이상관람가,일반영화,6.78,"헤일리 스테인펠드,존 시나",114,8.786850477,943,2018,1197675.0,1 [1],1,1,10640989
681,몬스터 호텔 3,젠디 타타코브스키,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/8/2018,summer,개봉영화,장편,미국,715,7932156800.0,1072006,1410233600,183174,애니메이션,전체관람가,일반영화,5.0,"아담 샌들러,셀레나 고메즈",97,8.745495495,1332,2018,3882431.0,2 [2],1,0,14064738
682,더 넌,코린 하디,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/19/2018,autumn,개봉영화,장편,미국,824,8777844795.0,1011580,2249634745,248861,공포,15세이상관람가,일반영화,4.5,"타이사 파미가,데미안 비쉬어,보니 아론스",96,7.4427333970000005,1039,2018,1011580.0,1 [1],0,0,7081060
683,스카이스크래퍼,로슨 마샬 터버,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/11/2018,summer,개봉영화,장편,미국,831,8612111718.0,1002858,2058127718,232570,액션,12세이상관람가,일반영화,4.25,"드웨인 존슨,니브 캠벨",102,8.733990148,406,2018,1002858.0,1 [1],0,0,138652064
684,인랑,김지운,(주)루이스 픽쳐스,,워너브러더스 코리아(주),B,7/25/2018,summer,개봉영화,장편,한국,1085,6994748173.0,897548,1768239473,216427,SF,15세이상관람가,일반영화,5.73,"강동원,한효주,정우성",138,5.382171227000001,1133,2018,15041788.0,2 [2],0,1,438060666
685,극장판 헬로카봇 : 백악기 시대,"최신규,김진철",(주)초이락컨텐츠팩토리,,(주)넥스트엔터테인먼트월드(NEW),C,8/1/2018,summer,개봉영화,장편,한국,758,6542619500.0,874967,1092117400,140632,애니메이션,전체관람가,일반영화,6.0,"이지현,김용준,양정화",84,9.2885212,967,2018,18942522.0,"7 [4, 3]",1,1,35561836
686,상류사회,변혁,(주)하이브미디어코프,,롯데컬처웍스(주)롯데엔터테인먼트,A,8/29/2018,summer,개봉영화,장편,한국,867,6313416163.0,768442,1519155763,181389,드라마,청소년관람불가,일반영화,4.4,"박해일,수애",120,6.019417476,824,2018,0.0,1 [1],0,0,119356958
687,물괴,허종호,(주)태원엔터테인먼트,,"롯데컬처웍스(주)롯데엔터테인먼트,씨네그루(주)키다리이엔티",A,9/12/2018,autumn,개봉영화,장편,한국,1183,6104164954.0,723414,1317227754,149475,액션,15세이상관람가,일반영화,4.5,"김명민,김인권,혜리",105,6.674591382000001,673,2018,2973250.0,2 [2],0,0,56873687
688,미쓰백,이지원,영화사 배,,(주)리틀빅픽쳐스,D,10/11/2018,autumn,개봉영화,장편,한국,638,6025211066.0,720292,1573891166,184642,드라마,15세이상관람가,일반영화,6.11,"한지민,김시아,이희준",98,9.294964028999999,417,2018,720292.0,1 [1],0,0,48564798
689,신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,"씨제이이앤엠(주),(주)칵테일 미디어",,씨제이이앤엠(주),A,7/25/2018,summer,개봉영화,장편,한국,762,5001247250.0,678091,699258600,91723,애니메이션,전체관람가,일반영화,6.0,"조현정,김영은,김채하",68,8.859649122999999,912,2018,678091.0,1 [1],1,1,13907061
690,퍼스트맨,데이미언 셔젤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/18/2018,autumn,개봉영화,장편,미국,1190,6094765639.0,665364,2286908439,234728,SF,12세이상관람가,일반영화,7.44,"라이언 고슬링,클레어 포이",141,8.102857143,350,2018,10113218.0,3 [3],0,1,21016977
691,스파이더맨: 뉴 유니버스,"밥 퍼시케티,피터 램지,로드니 로스맨",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,12/12/2018,winter,개봉영화,장편,미국,722,5305289076.0,639934,1940653426,221810,애니메이션,12세이상관람가,일반영화,8.25,"샤메익 무어,헤일리 스테인펠드,니콜라스 케이지",117,9.27820711,647,2018,3839604.0,"3 [1, 1, 1]",1,1,9158972
692,메가로돈,존 터틀타웁,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,8/15/2018,summer,개봉영화,장편,미국,601,4510731497.0,527331,996870197,111268,액션,12세이상관람가,일반영화,4.4,"제이슨 스타뎀,레인 윌슨",113,7.575682382,403,2018,527331.0,1 [1],0,1,23282119
693,호두까기 인형과 4개의 왕국,"라세 할스트롬,조 존스톤",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,12/6/2018,winter,개봉영화,장편,미국,294,4120048900.0,513767,1203100200,143854,판타지,전체관람가,일반영화,5.0,"키이라 나이틀리,매켄지 포이,헬렌 미렌",99,8.25,60,2018,2336171.0,"3 [2, 1]",0,1,31278132
694,곰돌이 푸 다시 만나 행복해,마크 포스터,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,10/3/2018,autumn,개봉영화,장편,미국,536,4076578860.0,490307,1514773210,175858,어드벤처,전체관람가,일반영화,6.33,"이완 맥그리거,헤일리 앳웰,마크 게티스",104,8.93258427,356,2018,490307.0,1 [1],0,1,6946105
695,그린치,스콧 모시어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/19/2018,winter,개봉영화,장편,미국,724,3675369950.0,485056,853173200,106538,애니메이션,전체관람가,일반영화,5.0,"베네딕트 컴버배치,퍼렐 윌리엄스",89,8.592783505,1164,2018,485056.0,1 [1],0,1,45509020
696,스타 이즈 본,브래들리 쿠퍼,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,10/9/2018,autumn,개봉영화,장편,미국,555,4190754400.0,482952,1996390650,224468,드라마,15세이상관람가,일반영화,7.43,"브래들리 쿠퍼,레이디 가가",135,9.24795082,488,2018,482952.0,1 [1],0,1,11316306
697,변산,이준익,변산문화산업전문(유),,메가박스중앙(주)플러스엠,A,7/4/2018,summer,개봉영화,장편,한국,763,3886052473.0,474137,1063654573,126389,드라마,15세이상관람가,일반영화,6.5,"박정민,김고은",123,8.38,200,2018,5052135.0,4 [4],0,0,167618168
698,동네사람들,임진순,(주)데이드림,,(주)리틀빅픽쳐스,D,11/7/2018,autumn,개봉영화,장편,한국,731,3797676112.0,459020,709340562,82070,액션,15세이상관람가,일반영화,4.0,"마동석,김새론",99,7.507317072999999,410,2018,459020.0,1 [1],0,0,236337965
699,원더풀 고스트,조원희,(주)데이드림엔터테인먼트,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,9/26/2018,autumn,개봉영화,장편,한국,351,3720931600.0,450374,783246100,92593,코미디,12세이상관람가,일반영화,4.83,"마동석,김영광,이유영",97,8.281767956,181,2018,450374.0,1 [1],0,0,289195474
700,명탐정 코난 : 제로의 집행인,타치카와 유즈루,,씨제이이앤엠(주),씨제이이앤엠(주),A,8/8/2018,summer,개봉영화,장편,일본,542,3007522361.0,395408,701649561,88325,애니메이션,12세이상관람가,일반영화,6.0,"타카야마 미나미,야마자키 와카나,코야마 리키야",110,9.312621359,1030,2018,395408.0,1 [1],1,1,17368570
701,점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)드림써치C&C,,(주)넥스트엔터테인먼트월드(NEW),C,12/25/2018,winter,개봉영화,장편,한국,672,2941541400.0,375312,480414600,59420,애니메이션,전체관람가,일반영화,7.0,"박희순,라미란,김성균",94,9.183864916000001,533,2018,375312.0,1 [1],1,1,163650988
702,번 더 스테이지: 더 무비,박준수,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",,월트디즈니컴퍼니코리아 유한책임회사,B,11/15/2018,autumn,개봉영화,장편,한국,243,2671391900.0,315010,776472800,87249,다큐멘터리,전체관람가,일반영화,6.0,"RM,진,슈가",83,0.0,0,2018,966094.0,2 [2],0,1,0
703,후드,오토 바서스트,,(주)누리픽쳐스,(주)이수C&E,B,11/28/2018,autumn,개봉영화,장편,미국,628,2203434149.0,284601,624255799,77919,어드벤처,12세이상관람가,일반영화,4.75,"태런 에저튼,제이미 폭스,벤 멘델슨",116,8.297101449,276,2018,284601.0,1 [1],0,1,129227829
704,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,타카하시 와타루,,씨제이이앤엠(주),씨제이이앤엠(주),A,12/19/2018,winter,개봉영화,장편,일본,489,2148708050.0,277206,307873700,38316,애니메이션,전체관람가,일반영화,0.0,"박영남,강희선,김환진",104,8.974789916,238,2018,966278.0,3 [3],1,1,4185050
705,모털 엔진,크리스찬 리버스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/5/2018,winter,개봉영화,장편,미국,661,2324362119.0,267896,662068319,71826,액션,12세이상관람가,일반영화,5.5,"헤라 힐마,로버트 시한,휴고 위빙",128,7.1854304639999995,151,2018,267896.0,1 [1],0,1,6688104
706,바울,앤드류 하얏트,,(재)CBS,(재)CBS,C,10/31/2018,autumn,개봉영화,장편,미국,227,2100137400.0,267785,673491800,82348,드라마,15세이상관람가,독립/예술영화,5.0,"제임스 폴크너,제임스 카비젤",107,9.439655172,116,2018,267785.0,1 [1],0,1,0
707,나를 차버린 스파이,수잔나 포겔,,(주)누리픽쳐스,(주)누리픽쳐스,D,8/22/2018,summer,개봉영화,장편,미국,278,2346742100.0,264766,741785000,82196,액션,15세이상관람가,일반영화,5.8,"밀라 쿠니스,케이트 맥키넌",117,8.375,16,2018,264766.0,1 [1],0,0,2978914
708,속닥속닥,최상훈,(주)파이브데이,,(주)그노스,D,7/13/2018,summer,개봉영화,장편,한국,314,1900914300.0,217444,342387100,36960,공포,15세이상관람가,일반영화,3.5,"소주연,김민규",91,9.620689655,29,2018,217444.0,1 [1],0,0,652332
709,벽 속에 숨은 마법시계,일라이 로스,,씨제이이앤엠(주),CGV아트하우스,A,10/31/2018,autumn,개봉영화,장편,미국,609,1654715300.0,215029,461680100,57500,판타지,전체관람가,일반영화,4.67,"잭 블랙,케이트 블란쳇,오웬 바카로",105,8.20441989,181,2018,226969.0,1 [1],0,1,114818069
710,업그레이드,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/6/2018,autumn,개봉영화,장편,미국,220,1740245800.0,189948,518659400,55677,액션,15세이상관람가,일반영화,6.67,로건 마샬 그린,100,0.0,0,2018,1840982.0,2 [2],0,0,0
711,런닝맨 : 풀룰루의 역습,윤준상,(주)로커스,,(주)넥스트엔터테인먼트월드(NEW),C,12/5/2018,winter,개봉영화,장편,한국,511,1413729750.0,186191,233583650,28808,애니메이션,전체관람가,일반영화,6.0,"김서영,권창욱,엄상현",67,7.547550432,347,2018,186191.0,1 [1],0,1,26973445
712,극장판 도라에몽: 진구의 보물섬,이마이 카즈아키,,대원미디어(주),(주)이수C&E,B,8/15/2018,summer,개봉영화,장편,일본,463,1368372400.0,182256,212102900,26827,애니메이션,전체관람가,일반영화,6.0,"윤아영,김정아,조현정",108,8.996078431,255,2018,182256.0,1 [1],1,1,7243908
713,더 프레데터,쉐인 블랙,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/12/2018,autumn,개봉영화,장편,미국,582,1502022014.0,170878,415294114,45133,SF,청소년관람불가,일반영화,4.0,"보이드 홀브룩,올리비아 문,트래반트 로즈",108,7.639130435,230,2018,195146.0,1 [1],1,0,7064642
714,어느 가족,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,B,7/26/2018,summer,개봉영화,장편,일본,126,1411660900.0,170743,883530000,104013,드라마,15세이상관람가,독립/예술영화,8.13,"릴리 프랭키,안도 사쿠라,마츠오카 마유",121,9.263691684,493,2018,1027046.0,4 [4],0,0,1033734
715,극장판 포켓몬스터 모두의 이야기,야지마 테츠오,,(주)포켓몬코리아,(주)이수C&E,B,12/19/2018,winter,개봉영화,장편,일본,493,1314100400.0,169677,273834050,34037,애니메이션,전체관람가,일반영화,7.0,"마츠모토 리카,오오타니 이쿠에",98,9.240143369,279,2018,169677.0,1 [1],1,1,1505846
716,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,우시로 신지,,씨제이이앤엠(주),씨제이이앤엠(주),A,9/20/2018,autumn,개봉영화,장편,일본,454,1205873200.0,157689,181911300,22720,애니메이션,전체관람가,일반영화,0.0,"여민정,한채언,김지율",103,8.858267717,127,2018,2791007.0,3 [3],1,1,3026267
717,크레이지 리치 아시안,존 추,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,10/25/2018,autumn,개봉영화,장편,미국,531,1333313141.0,154297,606690591,68552,멜로/로맨스,12세이상관람가,일반영화,6.5,"콘스탄스 우,헨리 골딩,양자경",120,7.906403941000001,203,2018,8210440.0,2 [2],0,1,3663164
718,독전: 익스텐디드 컷,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),C,7/18/2018,summer,개봉영화,장편,한국,398,844714600.0,137775,236870200,37991,범죄,15세이상관람가,일반영화,5.29,"조진웅,류준열,김주혁",123,8.640061397,1303,2018,11416716.0,3 [3],1,1,753245512
719,부탁 하나만 들어줘,폴 페이그,,그린나래미디어(주),(주)팝엔터테인먼트,D,12/12/2018,winter,개봉영화,장편,미국,461,988418788.0,114536,442058538,50702,스릴러,청소년관람불가,독립/예술영화,6.83,"블레이크 라이블리,안나 켄드릭",117,7.842105263,95,2018,2023958.0,4 [4],0,1,14165760
720,할로윈,데이빗 고든 그린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/31/2018,autumn,개봉영화,장편,미국,536,891158713.0,108780,285667563,34073,공포,청소년관람불가,일반영화,7.43,"제이미 리 커티스,주디 그리어",106,7.2994350279999995,177,2018,2511.0,1 [1],1,0,4565888
721,빅샤크: 매직체인지,헤 질리,,(주)히스토리필름,와이드 릴리즈(주),D,6/27/2018,summer,개봉영화,장편,기타,414,774362200.0,107087,100414400,12500,애니메이션,전체관람가,일반영화,4.0,"이제인,장병관,김사라",74,7.793103447999999,58,2018,31618.0,1 [1],1,0,1557719
722,베일리 어게인,라세 할스트롬,,(주)선익필름,(주)홈초이스,C,11/22/2018,autumn,개봉영화,장편,미국,189,796864900.0,93691,314266200,35522,어드벤처,전체관람가,독립/예술영화,5.4,"조시 게드,데니스 퀘이드,K.J. 아파",100,9.442553191,235,2018,1214936.0,2 [2],0,0,42008060
723,루이스,"울프강 라우엔슈타인,크리스토프 라우엔슈타인",,(주)스마일이엔티,(주)스마일이엔티,D,9/20/2018,autumn,개봉영화,장편,기타,325,729147750.0,93000,175615150,21102,애니메이션,전체관람가,독립/예술영화,6.0,"캘럼 말로니,더모트 마제니스,폴 타이랙",85,8.675,200,2018,279000.0,"2 [1, 1]",0,0,0
724,셜록 놈즈,존 스티븐슨,,(주)다자인소프트,"씨네그루(주)키다리이엔티,(주)삼백상회",B,10/3/2018,autumn,개봉영화,장편,미국,440,644661200.0,86784,152642850,19724,애니메이션,전체관람가,독립/예술영화,4.5,"조니 뎁,에밀리 블런트,제임스 맥어보이",86,8.276785713999999,112,2018,86784.0,1 [1],1,0,129753398
725,신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,,(재)CBS,"(주)영화사 그램,(재)CBS",D,7/19/2018,summer,개봉영화,장편,미국,179,646846900.0,83474,144472000,17629,드라마,12세이상관람가,독립/예술영화,5.0,"데이빗 A.R. 화이트,존 코베트,쉐인 하퍼",105,8.9375,48,2018,83474.0,1 [1],1,0,287955
726,출국,노규엽,주식회사 디에스이이디,,,D,11/14/2018,autumn,개봉영화,장편,한국,274,639521850.0,81722,244385200,32001,드라마,15세이상관람가,독립/예술영화,4.0,이범수,105,9.315789473999999,152,2018,81722.0,1 [1],0,0,31878561
727,호텔 아르테미스,드류 피어스,,판씨네마(주),판씨네마(주),D,7/18/2018,summer,개봉영화,장편,미국,465,646127100.0,77794,188005400,21929,액션,15세이상관람가,일반영화,5.0,"조디 포스터,데이브 바티스타,소피아 부텔라",94,7.18,50,2018,77794.0,1 [1],0,0,68546136
728,마일22,피터 버그,,유니콘미디어(주),(주)팝엔터테인먼트,D,8/23/2018,summer,개봉영화,장편,미국,203,600495500.0,69834,188969000,21466,액션,15세이상관람가,일반영화,4.0,"마크 월버그,로렌 코핸,이코 우웨이스",95,7.917647059,85,2018,915475.0,3 [3],0,0,29765634
729,여곡성,유영선,(주)발자국 공장,,(주)스마일이엔티,D,11/8/2018,autumn,개봉영화,장편,한국,212,594373400.0,67368,118804700,13499,공포,15세이상관람가,일반영화,3.75,"서영희,손나은,이태리",94,5.75,4,2018,67368.0,1 [1],1,0,49155
730,킬링 디어,요르고스 란티모스,,오드,오드,D,7/12/2018,summer,개봉영화,장편,미국,68,501031000.0,58185,311865300,35513,스릴러,청소년관람불가,독립/예술영화,7.14,"콜린 파렐,니콜 키드먼,배리 케오간",121,7.90625,32,2018,392466.0,3 [3],0,0,64104582
731,엘리엇과 산타 썰매단,제니퍼 웨스트콧,,그린나래미디어(주),(주)팝엔터테인먼트,D,12/12/2018,winter,개봉영화,장편,기타,335,399032800.0,57579,61799700,8312,애니메이션,전체관람가,독립/예술영화,5.5,"최원형,장경희,조쉬 허처슨",90,6.7826086960000005,69,2018,57579.0,1 [1],0,0,10205440
732,어드리프트:우리가 함께한 바다,발타자르 코루마쿠르,,(주)퍼스트런,(주)이수C&E,B,9/6/2018,autumn,개봉영화,장편,미국,490,467136418.0,57331,172941318,20647,멜로/로맨스,12세이상관람가,독립/예술영화,6.5,"쉐일린 우들리,샘 클라플린",97,8.983606557,61,2018,782240.0,2 [2],0,0,12526067
733,헌터 킬러,도노반 마시,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,B,12/6/2018,winter,개봉영화,장편,미국,226,459510450.0,55919,155881600,18391,액션,15세이상관람가,일반영화,5.0,"제라드 버틀러,게리 올드만",121,8.905660377,53,2018,55919.0,1 [1],0,0,31217280
734,번개맨의 비밀,강유선,"힘컨텐츠(주),한국교육방송공사 EBS",,(주)디스테이션,D,12/6/2018,winter,개봉영화,장편,한국,309,382525050.0,49574,72853050,8829,어드벤처,전체관람가,일반영화,0.0,"서홍석,김혜원,유수호",69,8.721153846,104,2018,49574.0,1 [1],1,1,766479
735,폴란드로 간 아이들,추상미,보아스필름,,커넥트픽쳐스(주),D,10/31/2018,autumn,개봉영화,장편,한국,181,371846800.0,48462,234571800,29376,다큐멘터리,전체관람가,독립/예술영화,6.2,"이송,추상미",79,9.635294118,85,2018,48462.0,1 [1],0,0,96924
736,나츠메 우인장: 세상과 연을 맺다,"오오모리 타카히로,이토 히데키",,(주)애니플러스,(주)애니플러스,C,10/31/2018,autumn,개봉영화,장편,일본,110,387190200.0,46913,143055100,16780,애니메이션,전체관람가,일반영화,0.0,"카미야 히로시,이노우에 카즈히코,코바야시 사나에",104,0.0,0,2018,140739.0,"2 [1, 1]",0,1,1066324
737,에그엔젤 코코밍: 두근두근 핼러윈 파티,닛타 노리오,,"에스엠지홀딩스 주식회사,(주)코코믹스",(주)엠제이픽쳐스,D,9/22/2018,autumn,개봉영화,장편,일본,179,367076000.0,46386,66128800,8014,애니메이션,전체관람가,일반영화,0.0,-,68,0.0,0,2018,320490.0,2 [2],1,1,0
738,타샤 튜더,마츠타니 미츠에,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,D,9/13/2018,autumn,개봉영화,장편,일본,28,363170850.0,45764,227891450,26942,다큐멘터리,전체관람가,독립/예술영화,6.0,타샤 튜더,104,9.452380952,42,2018,45764.0,1 [1],0,0,0
739,플로이,아르니 올라푸르 아스게이르손,,(주)스마일이엔티,(주)스마일이엔티,D,8/15/2018,summer,개봉영화,장편,기타,242,329325300.0,44141,84916000,10166,애니메이션,전체관람가,독립/예술영화,5.0,하하,83,8.166666667000001,66,2018,44141.0,1 [1],0,0,82148
740,다이노 어드벤처2: 육해공 공룡 대백과,마이크 데블린,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,D,10/9/2018,autumn,개봉영화,장편,영국,322,335469900.0,43627,54117350,6630,애니메이션,전체관람가,일반영화,0.0,-,71,5.243902439,82,2018,43627.0,1 [1],1,1,0
741,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,(주)크레이지버드스튜디오,,"(주)이수C&E,(주)시너지미디어",B,9/20/2018,autumn,개봉영화,장편,한국,294,312710450.0,41054,71542300,8740,애니메이션,전체관람가,일반영화,7.0,"전태열,엄상현,홍소영",72,8.035714286000001,28,2018,41054.0,1 [1],0,1,27724759
742,배반의 장미,박진영,(주)태원엔터테인먼트,,롯데컬처웍스(주)롯데엔터테인먼트,A,10/18/2018,autumn,개봉영화,장편,한국,457,332232550.0,41054,94558600,11183,코미디,15세이상관람가,일반영화,3.0,"김인권,정상훈,손담비",99,8.484536082,97,2018,41054.0,1 [1],0,0,10767496
743,이별의 아침에 약속의 꽃을 장식하자,오카다 마리,,(주)미디어캐슬,(주)미디어캐슬,D,7/19/2018,summer,개봉영화,장편,일본,121,321863500.0,37764,108319700,12465,애니메이션,12세이상관람가,독립/예술영화,6.6,"이와미 마나카,이리노 미유,카야노 아이",115,9.0,19,2018,37764.0,1 [1],0,0,997365
744,툴리,제이슨 라이트맨,,(주)콘텐츠판다,(주)리틀빅픽쳐스,D,11/22/2018,autumn,개봉영화,장편,기타,161,302483000.0,37241,152202000,18324,드라마,15세이상관람가,일반영화,7.6,"샤를리즈 테론,맥켄지 데이비스",95,8.590909091,22,2018,37241.0,1 [1],0,0,97034586
745,"오늘 밤, 로맨스 극장에서",타케우치 히데키,,(주)엔케이컨텐츠,(주)디스테이션,D,7/11/2018,summer,개봉영화,장편,일본,155,294851000.0,34897,127717400,14531,판타지,전체관람가,독립/예술영화,5.4,"아야세 하루카,사카구치 켄타로",109,8.283783784,74,2018,34897.0,1 [1],0,0,315982
746,펭귄 하이웨이,이시다 히로야스,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),C,10/18/2018,autumn,개봉영화,장편,일본,338,276934100.0,34795,105306600,12079,애니메이션,전체관람가,독립/예술영화,5.67,"아오이 유우,키타 카나,쿠기미야 리에",118,7.266666667000001,45,2018,34795.0,1 [1],0,1,0
747,극한직업,이병헌,"(주)어바웃필름,영화사 해그림 주식회사,씨제이이앤엠(주)",,씨제이이앤엠(주),A,1/23/2019,winter,개봉영화,장편,한국,1978,139640000000.0,16263360,31858660536,3638287,코미디,15세이상관람가,일반영화,6.8,"류승룡,이하늬,진선규",111,9.346142116000001,3279,2019,11501537.0,3 [3],0,0,358561995
748,어벤져스: 엔드게임,"안소니 루소,조 루소",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,4/24/2019,spring,개봉영화,장편,미국,2835,122049000000.0,13918759,33469723220,3585380,액션,12세이상관람가,일반영화,7.62,"로버트 다우니 주니어,크리스 에반스,크리스 헴스워스",181,9.524420967000001,24610,2019,198955047.0,"6 [3, 3]",1,1,497986455
