,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
209,굿 다이노,피터 손,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,1/7/2016,winter,개봉영화,장편,미국,814,9753434238.0,1328394,2322181446,300420,애니메이션,전체관람가,일반영화,6.22,"레이몬드 오초아,제프리 라이트,프란시스 맥도맨드",101,8.996168582000001,1305,2016,1328394.0,1 [1],0,0,0
210,셜록: 유령신부,더글라스 맥키넌,,메가박스중앙(주)플러스엠,메가박스중앙(주)플러스엠,A,1/2/2016,winter,개봉영화,장편,영국,891,9992425049.0,1278894,3349055436,414976,범죄,12세이상관람가,일반영화,6.5,"베네딕트 컴버배치,마틴 프리먼",115,7.442600277,1446,2016,1278894.0,1 [1],1,0,60143168
211,인디펜던스 데이 : 리써전스,롤랜드 에머리히,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,6/22/2016,summer,개봉영화,장편,미국,926,10254582240.0,1202842,2966437800,325773,액션,12세이상관람가,일반영화,5.2,"빌 풀만,리암 헴스워스,제프 골드브럼",120,7.420155039,1290,2016,2743672.0,2 [2],1,1,29095468
212,시간이탈자,곽재용,"씨제이이앤엠(주),상상필름(주)",,씨제이이앤엠(주),A,4/13/2016,spring,개봉영화,장편,한국,733,9729882195.0,1202058,2733406795,325133,스릴러,15세이상관람가,일반영화,4.93,"임수정,조정석,이진욱",107,8.080204777999999,586,2016,1202082.0,1 [1],0,0,121939759
213,동주,이준익,(주) 루스이소니도스,,메가박스중앙(주)플러스엠,A,2/17/2016,winter,개봉영화,장편,한국,499,8863736089.0,1168268,2961031289,376200,드라마,12세이상관람가,일반영화,7.5,"강하늘,박정민,김인우",110,9.38358209,670,2016,5052135.0,4 [4],1,0,188638488
214,워크래프트: 전쟁의 서막,던칸 존스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,6/9/2016,summer,개봉영화,장편,미국,736,10087718005.0,1156727,2980332505,320325,액션,12세이상관람가,일반영화,5.96,"트래비스 핌멜,벤 포스터,폴라 패튼",122,8.683649289,1688,2016,1156727.0,1 [1],1,1,18872111
215,특별수사: 사형수의 편지,권종관,(주)콘텐츠케이,,(주)넥스트엔터테인먼트월드(NEW),C,6/16/2016,summer,개봉영화,장편,한국,691,8774688865.0,1100120,1970102645,237370,범죄,15세이상관람가,일반영화,5.2,"김명민,김상호,성동일",120,8.610481586,706,2016,1100120.0,1 [1],0,0,150926107
216,오빠생각,이한,(주)조이래빗,,(주)넥스트엔터테인먼트월드(NEW),C,1/21/2016,winter,개봉영화,장편,한국,855,8058857287.0,1069436,1899517093,242400,드라마,12세이상관람가,일반영화,5.66,"임시완,고아성",124,8.72,500,2016,6268514.0,2 [2],1,0,12659161
217,"날, 보러와요",이철하,"영화사올(주),(주)발렌타인필름",,메가박스중앙(주)플러스엠,A,4/7/2016,spring,개봉영화,장편,한국,683,8821335063.0,1061412,2079948563,242864,미스터리,청소년관람불가,일반영화,5.5,"강예원,이상윤,최진호",91,8.307917889,682,2016,1075477.0,1 [1],0,0,11729523
218,갓 오브 이집트,알렉스 프로야스,,(주)나이너스엔터테인먼트,"(주)시네마서비스,(주)나이너스엔터테인먼트",D,3/3/2016,spring,개봉영화,장편,미국,618,7610472624.0,918678,2186618975,251912,어드벤처,12세이상관람가,일반영화,3.5,"제라드 버틀러,니콜라이 코스터 왈도,브렌튼 스웨이츠",126,8.185185185,567,2016,918678.0,1 [1],0,0,29477353
219,좋아해줘,박현진,"리양필름(주),(주)제이케이필름",,씨제이이앤엠(주),A,2/17/2016,winter,개봉영화,장편,한국,637,6572774337.0,848148,1904246337,234990,멜로/로맨스,12세이상관람가,일반영화,6.4,"이미연,최지우,김주혁",123,8.771289538,411,2016,848148.0,1 [1],0,0,193939405
220,미 비포 유,테아 샤록,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,6/1/2016,summer,개봉영화,장편,미국,481,6639282682.0,820800,2380914382,286308,멜로/로맨스,12세이상관람가,일반영화,5.0,"에밀리아 클라크,샘 클라플린",110,8.811320755,636,2016,820800.0,1 [1],1,0,33882476
221,런던 해즈 폴른,바박 나자피,,우성엔터테인먼트,메가박스중앙(주)플러스엠,A,3/10/2016,spring,개봉영화,장편,미국,523,5908203979.0,731551,1743777879,207959,액션,15세이상관람가,일반영화,4.0,"제라드 버틀러,아론 에크하트,모건 프리먼",98,8.8125,272,2016,732531.0,1 [1],0,1,42992977
222,앵그리버드 더 무비,"퍼갈 레일리,클레이 케이티스",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,5/19/2016,spring,개봉영화,장편,미국,661,5200133544.0,678368,1145113344,139631,애니메이션,전체관람가,일반영화,6.0,"신동엽,신용우,정영웅",97,8.435855262999999,608,2016,2035104.0,"2 [1, 1]",1,0,5484552
223,그날의 분위기,조규장,영화사 문(주),,(주)쇼박스,C,1/14/2016,winter,개봉영화,장편,한국,592,5142899612.0,652453,1404786825,171304,멜로/로맨스,15세이상관람가,일반영화,5.31,"문채원,유연석",103,8.022988506,348,2016,1304906.0,2 [2],1,0,28418214
224,널 기다리며,모홍진,"(주)영화사수작,모티브픽쳐스(주),(주)디씨지플러스",,(주)넥스트엔터테인먼트월드(NEW),C,3/10/2016,spring,개봉영화,장편,한국,551,5232611336.0,634953,1188915987,138898,스릴러,청소년관람불가,일반영화,5.06,"심은경,윤제문,김성오",108,7.894859812999999,428,2016,634953.0,1 [1],1,0,214397295
225,싱 스트리트,존 카니,,(주)이수C&E,(주)이수C&E,B,5/19/2016,spring,개봉영화,장편,기타,494,4445416672.0,554784,1888931472,231611,드라마,15세이상관람가,독립/예술영화,6.81,"페리다 월시-필로,루시 보인턴,잭 레이너",106,9.097664544,471,2016,3981463.0,1 [1],0,0,9401909
226,해어화,박흥식,더램프(주),,롯데쇼핑㈜롯데엔터테인먼트,A,4/13/2016,spring,개봉영화,장편,한국,572,3763852759.0,485083,1147859410,143843,사극,15세이상관람가,일반영화,5.62,"한효주,유연석,천우희",120,8.324675325,308,2016,1359388.0,2 [2],0,0,244925559
227,계춘할망,창,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",,(주)콘텐츠 난다긴다,D,5/19/2016,spring,개봉영화,장편,한국,526,3565007348.0,477848,848101748,109124,드라마,15세이상관람가,일반영화,6.16,"윤여정,김고은",116,8.732394366,355,2016,3319476.0,1 [1],0,0,86340422
228,"로봇, 소리",이호재,"(주)영화사 좋은날,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,A,1/27/2016,winter,개봉영화,장편,한국,609,3519595560.0,476665,951166060,126118,드라마,12세이상관람가,일반영화,6.58,"이성민,이희준,이하늬",117,8.542372881,354,2016,498831.0,1 [1],0,0,342012065
229,빅쇼트,아담 맥케이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,1/21/2016,winter,개봉영화,장편,미국,489,3622268707.0,446664,1786531309,215870,드라마,청소년관람불가,일반영화,7.29,"크리스찬 베일,스티브 카렐,라이언 고슬링",130,7.81300813,246,2016,1028253.0,2 [2],1,0,30705492
230,헌츠맨: 윈터스 워,세딕 니콜라스 트로얀,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,4/13/2016,spring,개봉영화,장편,미국,557,3544262706.0,445009,988467906,118684,액션,12세이상관람가,일반영화,4.95,"크리스 헴스워스,샤를리즈 테론,에밀리 블런트",113,7.586956522,368,2016,445009.0,1 [1],1,1,379128094
231,나를 잊지 말아요,이윤정,(주)더블유 팩토리,,씨제이이앤엠(주),A,1/7/2016,winter,개봉영화,장편,한국,559,3398915000.0,425799,980935100,117670,멜로/로맨스,15세이상관람가,일반영화,4.36,"정우성,김하늘",106,6.6390374329999995,374,2016,425799.0,1 [1],0,0,119775430
232,나의 소녀시대,프랭키 첸,,오드,오드,D,5/12/2016,spring,개봉영화,장편,기타,176,3288673300.0,405792,1107449800,134195,멜로/로맨스,15세이상관람가,독립/예술영화,6.8,"송운화,왕대륙,이옥새",134,10.0,1,2016,1239593.0,2 [2],0,0,8353
233,클로버필드 10번지,댄 트라첸버그,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,4/7/2016,spring,개봉영화,장편,미국,575,2922834655.0,356976,1056740255,124309,미스터리,15세이상관람가,일반영화,7.17,"메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어",103,7.333333333,291,2016,356976.0,1 [1],1,1,2141856
234,캐롤,토드 헤인즈,,주식회사 더쿱,CGV아트하우스,A,2/4/2016,winter,개봉영화,장편,미국,221,2589982616.0,313164,1337524116,158076,드라마,청소년관람불가,독립/예술영화,8.96,"케이트 블란쳇,루니 마라,카일 챈들러",118,8.706161137,422,2016,313164.0,1 [1],1,0,73117133
235,위대한 소원,남대중,주식회사 브레인샤워,,(주)넥스트엔터테인먼트월드(NEW),C,4/21/2016,spring,개봉영화,장편,한국,524,2438260213.0,308180,557547213,67347,코미디,15세이상관람가,일반영화,5.0,"류덕환,김동영,안재홍",93,8.296610169,236,2016,903166.0,2 [2],0,0,37068576
236,스포트라이트,토마스 맥카시,,주식회사 더쿱,(주)팝엔터테인먼트,D,2/24/2016,winter,개봉영화,장편,미국,320,2388867755.0,297726,1199611355,146280,드라마,15세이상관람가,일반영화,7.94,"마크 러팔로,레이첼 맥아담스,마이클 키튼",129,8.78807947,151,2016,338092.0,1 [1],1,0,259383116
237,구스범스,롭 레터맨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/14/2016,winter,개봉영화,장편,미국,515,2221639712.0,297356,607220925,79043,액션,12세이상관람가,일반영화,6.5,"잭 블랙,딜런 미네트,오데야 러쉬",103,8.482758621,203,2016,1281521.0,2 [2],1,0,70170514
238,포인트 브레이크,에릭슨 코어,,(주)나이너스엔터테인먼트,"(주)시네마서비스,(주)나이너스엔터테인먼트",D,1/7/2016,winter,개봉영화,장편,미국,409,2323707051.0,294320,648350064,79524,범죄,15세이상관람가,일반영화,4.0,"루크 브레이시,에드가 라미레즈,테레사 팔머",114,8.375,208,2016,294320.0,1 [1],1,0,7393876
239,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/4/2016,winter,개봉영화,장편,미국,380,2101036200.0,289645,450214100,59605,애니메이션,전체관람가,일반영화,3.5,"저스틴 롱,제이슨 리,매튜 그레이 구블러",92,8.422360248,322,2016,289645.0,1 [1],1,0,1737873
240,극장판 안녕 자두야,손석우,"아툰즈,씨제이이앤엠(주)",,씨제이이앤엠(주),A,5/4/2016,spring,개봉영화,장편,한국,523,2124832300.0,278914,377332100,46697,애니메이션,전체관람가,일반영화,0.0,"여민정,양정화",75,8.120155039,516,2016,278914.0,1 [1],1,0,21038141
241,굿바이 싱글,김태곤,"호두앤유 엔터테인먼트(주),(주)영화사람",,(주)쇼박스,C,6/29/2016,summer,개봉영화,장편,한국,841,1755649500.0,256035,519331400,73464,코미디,15세이상관람가,일반영화,5.97,"김혜수,마동석,김현수",119,8.427209705,1154,2016,259324.0,1 [1],0,0,250120943
242,비밀은 없다,이경미,"(주)영화사거미,필름트레인",,씨제이이앤엠(주),A,6/23/2016,summer,개봉영화,장편,한국,502,1919317539.0,236971,527396739,63120,스릴러,청소년관람불가,일반영화,6.96,"손예진,김주혁",102,6.494773519,287,2016,236971.0,1 [1],0,0,243406794
243,사냥,이우철,(주)빅스톤픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,A,6/29/2016,summer,개봉영화,장편,한국,696,1517501200.0,234746,431564900,64479,액션,15세이상관람가,일반영화,5.05,"안성기,조진웅,한예리",93,5.964285714,616,2016,0.0,1 [1],0,0,484638627
244,닌자터틀 : 어둠의 히어로,데이브 그린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,6/16/2016,summer,개봉영화,장편,미국,517,1928455000.0,234539,558389900,64001,액션,12세이상관람가,일반영화,5.0,"메간 폭스,스티븐 아멜,로라 리니",112,7.897163121,282,2016,253681.0,1 [1],1,1,4412275
245,순정,이은희,(주)주피터필름,,(주)리틀빅픽쳐스,D,2/24/2016,winter,개봉영화,장편,한국,467,1643792033.0,229059,507428633,65385,드라마,12세이상관람가,일반영화,5.5,"디오,김소현,연준석",113,9.085714286,175,2016,229059.0,1 [1],1,0,14016888
246,독수리 에디,덱스터 플레처,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,4/7/2016,spring,개봉영화,장편,미국,528,1699642120.0,214003,629422120,76061,드라마,12세이상관람가,일반영화,6.75,"태런 에저튼,휴 잭맨,크리스토퍼 월켄",106,8.947136564,227,2016,559404.0,2 [2],1,0,130167229
247,남과 여,이윤기,(주)영화사봄,,(주)쇼박스,C,2/25/2016,winter,개봉영화,장편,한국,449,1651122533.0,203775,598578633,72223,멜로/로맨스,청소년관람불가,일반영화,6.0,"전도연,공유",115,7.878612717,173,2016,232016.0,2 [2],0,0,170174636
248,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,하시모토 마사카즈,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,1/7/2016,winter,개봉영화,장편,일본,350,1472866700.0,202538,262506300,34932,애니메이션,전체관람가,일반영화,0.0,"야지마 아키코,후지와라 케이지,나라하시 미키",104,8.905172413999999,232,2016,904736.0,2 [2],1,1,1637014
249,글로리데이,최정열,(주)보리픽쳐스,,(주)엣나인필름,D,3/24/2016,spring,개봉영화,장편,한국,494,1484010868.0,189047,451492668,54491,드라마,15세이상관람가,독립/예술영화,5.75,"지수,수호,류준열",93,8.285714286000001,168,2016,2904212.0,2 [2],0,0,157769424
250,부활,케빈 레이놀즈,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,3/17/2016,spring,개봉영화,장편,미국,120,1240599600.0,175146,416698600,56248,드라마,12세이상관람가,일반영화,6.0,"조셉 파인즈,톰 펠튼,클리프 커티스",107,9.053571429,112,2016,175146.0,1 [1],1,0,42874
251,조이,데이빗 O. 러셀,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,3/10/2016,spring,개봉영화,장편,미국,405,1372216200.0,171577,614470400,74056,코미디,12세이상관람가,일반영화,6.17,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드 니로",124,7.834355828,163,2016,457940.0,1 [1],1,0,109028307
252,대배우,석민우,주식회사 영화사다,,"(주)대명문화공장,(주)리틀빅픽쳐스",D,3/30/2016,spring,개봉영화,장편,한국,474,1245426228.0,169855,337587528,44595,코미디,12세이상관람가,일반영화,5.54,"오달수,윤제문,이경영",108,7.553719008,121,2016,169855.0,1 [1],0,0,323681233
253,매직브러시,쯔씽 쫑,,(주)영화사 빅,(주)영화사 빅,D,5/4/2016,spring,개봉영화,장편,기타,460,1269463800.0,169257,277581400,33920,애니메이션,전체관람가,독립/예술영화,5.0,"김서영,김경희,박상훈",80,7.788732394,284,2016,169257.0,1 [1],1,0,5465146
254,미스컨덕트,시모사와 신타로,,㈜코리아스크린,"(주)박수엔터테인먼트,㈜코리아스크린",D,3/30/2016,spring,개봉영화,장편,미국,470,1133511038.0,148512,343296538,43994,범죄,15세이상관람가,일반영화,3.67,"알 파치노,안소니 홉킨스,조쉬 더하멜",105,6.344444444,90,2016,148512.0,1 [1],0,0,18223241
255,레전드 오브 타잔,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,6/29/2016,summer,개봉영화,장편,미국,593,1057174400.0,146338,332185100,43575,액션,12세이상관람가,일반영화,5.25,"알렉산더 스카스가드,사무엘 L. 잭슨,마고 로비",109,8.108219177999999,730,2016,16840678.0,3 [3],1,0,249028351
256,13시간,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,3/3/2016,spring,개봉영화,장편,미국,380,1160889514.0,144827,331939114,39831,액션,15세이상관람가,일반영화,5.5,"존 크래신스키,제임스 뱃지 데일,맥스 마티니",144,8.658227848,79,2016,8062889.0,2 [2],1,0,1260571
257,극장판 아이엠스타 : 꿈의 오디션!,키무라 류이치,,씨제이이앤엠(주),씨제이이앤엠(주),A,2/11/2016,winter,개봉영화,장편,일본,254,1045638100.0,141025,210890800,28342,애니메이션,전체관람가,일반영화,0.0,"정혜원,이용신,김채하",89,0.0,0,2016,141025.0,1 [1],1,0,4060556
258,제 5침공,J 블레이크슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/25/2016,winter,개봉영화,장편,미국,312,1041049900.0,135874,199429800,25028,액션,12세이상관람가,일반영화,0.0,"클로이 모레츠,닉 로빈슨,알렉스 로",112,6.350574712999999,174,2016,135874.0,1 [1],1,0,20010932
259,대니쉬 걸,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/17/2016,winter,개봉영화,장편,미국,246,1074763884.0,134029,628018484,76402,드라마,청소년관람불가,독립/예술영화,6.97,"에디 레드메인,알리시아 비칸데르,앰버 허드",119,8.899497487,199,2016,996403.0,2 [2],1,0,71060068
260,극장판 꼬마버스 타요의 에이스 구출작전,류정우,"(주)아이코닉스,(주)스튜디오게일",,(주)아이코닉스,C,1/21/2016,winter,개봉영화,장편,한국,200,896765500.0,133736,188779400,27574,애니메이션,전체관람가,일반영화,0.0,"문남숙,정혜옥,최하나",48,9.111111111,18,2016,133736.0,1 [1],1,0,74430
261,헤이트풀8,쿠엔틴 타란티노,,(주)누리픽쳐스,(주)누리픽쳐스,D,1/7/2016,winter,개봉영화,장편,미국,167,996168400.0,120352,457137100,54514,액션,청소년관람불가,독립/예술영화,8.5,"사무엘 L. 잭슨,커트 러셀,제니퍼 제이슨 리",167,8.166666667000001,6,2016,778167.0,2 [2],0,0,246328373
262,최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,D,2/4/2016,winter,개봉영화,장편,한국,349,866704200.0,115704,172514300,22357,애니메이션,전체관람가,일반영화,0.0,-,68,8.469387755,196,2016,907833.0,3 [3],1,0,0
263,다이노소어 어드벤처 : 백악기 공룡대백과,"닐 나이팅게일,베리 쿡,앤드류 코헨",,(주)박수엔터테인먼트,"(주)박수엔터테인먼트,(주)애니플러스",D,5/4/2016,spring,개봉영화,장편,영국,325,852031000.0,111902,169617200,21158,다큐멘터리,전체관람가,독립/예술영화,5.0,-,84,7.244131455,213,2016,3207232.0,"3 [1, 1, 1]",0,0,0
264,다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,,(유)조이앤시네마,씨네그루(주)키다리이엔티,B,5/12/2016,spring,개봉영화,장편,미국,393,818823545.0,103542,280500645,34199,액션,12세이상관람가,일반영화,4.5,"쉐일린 우들리,테오 제임스,마일즈 텔러",121,8.335766422999999,137,2016,871786.0,2 [2],1,1,29249641
265,무서운 이야기 3 : 화성에서 온 소녀,"백승빈,김선,김곡,민규동",(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,A,6/1/2016,summer,개봉영화,옴니버스,한국,317,760730500.0,94926,164623500,19541,공포,15세이상관람가,일반영화,6.0,"임슬옹,경수진,박정민",94,5.647058824,136,2016,10301714.0,"6 [1, 1, 1, 3]",0,1,103966179
266,일사각오,"권혁만,고문안",KBS,,파이오니아21,D,3/17/2016,spring,개봉영화,장편,한국,51,670010000.0,92821,232264700,32658,드라마,12세이상관람가,일반영화,0.0,"이지형,설지윤,최원",115,9.6,5,2016,320199.0,"2 [1, 1]",1,0,464105
267,크리미널,아리엘 브로멘,,(유)조이앤시네마,(주)영화사 빅,D,6/22/2016,summer,개봉영화,장편,영국,351,723939881.0,90577,249604081,30450,액션,15세이상관람가,독립/예술영화,4.0,"라이언 레이놀즈,케빈 코스트너,게리 올드만",111,8.395348837,86,2016,101419.0,1 [1],0,0,70179080
268,유스,파올로 소렌티노,,그린나래미디어(주),그린나래미디어(주),D,1/7/2016,winter,개봉영화,장편,기타,65,661767600.0,85166,449133200,55637,드라마,15세이상관람가,독립/예술영화,7.34,"마이클 케인,하비 케이틀,레이첼 와이즈",124,8.533333333,105,2016,114081.0,1 [1],1,0,28405359
269,오베라는 남자,하네스 홀름,,(주)싸이더스,"(주)싸이더스,(주)디스테이션",D,5/25/2016,spring,개봉영화,장편,기타,255,650784888.0,82210,299064888,36802,드라마,12세이상관람가,독립/예술영화,6.86,"롤프 라스가드,바하르 파르스,필립 버그",116,9.130952381,84,2016,82210.0,1 [1],1,0,493260
270,다이노X 탐험대,이동희,(주)MBC,,(주)이수C&E,B,5/4/2016,spring,개봉영화,장편,한국,348,634339900.0,82148,122013400,15164,애니메이션,전체관람가,독립/예술영화,0.0,"정준하,하하",70,7.15483871,310,2016,82148.0,1 [1],0,0,164296
271,오 마이 그랜파,댄 마저,,(주)수키픽쳐스,판씨네마(주),D,3/17/2016,spring,개봉영화,장편,미국,396,632806532.0,79701,222196232,27230,코미디,청소년관람불가,일반영화,4.65,"로버트 드 니로,잭 에프론,줄리안 허프",100,8.201754386000001,114,2016,86013.0,1 [1],0,0,54857983
272,룸,레니 에이브러햄슨,,(주)콘텐츠게이트,(주)영화사 빅,D,3/3/2016,spring,개봉영화,장편,기타,333,621606700.0,78253,270557400,33076,드라마,15세이상관람가,독립/예술영화,7.53,"브리 라슨,제이콥 트렘블레이,조안 알렌",118,9.143835616,146,2016,130713.0,1 [1],1,0,32722781
273,엽기적인 그녀 2,조근식,(주)신씨네,,(주)리틀빅픽쳐스,D,5/12/2016,spring,개봉영화,장편,한국,387,588233900.0,76321,143965300,18030,멜로/로맨스,15세이상관람가,일반영화,3.5,"차태현,빅토리아",99,5.87037037,54,2016,76321.0,1 [1],1,1,58784517
274,본 투 비 블루,로버트 뷔드로,,그린나래미디어(주),그린나래미디어(주),D,6/9/2016,summer,개봉영화,장편,기타,147,598992000.0,74977,338099700,40984,드라마,청소년관람불가,독립/예술영화,7.13,"에단 호크,카르멘 에조고,칼럼 키스 레니",97,8.595505617999999,89,2016,74977.0,1 [1],0,0,1877569
275,번개맨,조근현,"(주)드림써치C&C,한국교육방송공사 EBS",,씨네그루(주)키다리이엔티,B,2/11/2016,winter,개봉영화,장편,한국,393,516736500.0,69303,112271800,13839,판타지,전체관람가,일반영화,5.5,"정현진,루나",72,7.152941176000001,170,2016,554909.0,2 [2],1,0,207909
276,스티브 잡스,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2016,winter,개봉영화,장편,미국,384,535351276.0,68815,263409778,32834,드라마,12세이상관람가,일반영화,6.4,"마이클 패스벤더,케이트 윈슬렛,세스 로건",122,7.865853659,82,2016,443134.0,2 [2],1,0,93180611
277,레터스 투 갓,데이빗 닉슨,,(재)CBS,(주)모멘텀엔터테인먼트,D,2/25/2016,winter,개봉영화,장편,미국,119,430338300.0,65887,75632500,10510,드라마,전체관람가,독립/예술영화,3.0,"태너 맥과이어,제프리 존슨,로빈 리블리",114,9.3,10,2016,65887.0,1 [1],1,0,0
278,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,2/25/2016,winter,개봉영화,장편,영국,155,361596000.0,60977,91880000,15434,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현(페이소,트래커 목소리)",58,7.7758620689999995,232,2016,1206342.0,5 [5],1,1,4183631
279,트럼보,제이 로치,,그린나래미디어(주),"그린나래미디어(주),(주)프레인글로벌",D,4/7/2016,spring,개봉영화,장편,미국,310,462652100.0,58784,235668600,29659,드라마,15세이상관람가,독립/예술영화,7.6,"브라이언 크랜스톤,다이안 레인,헬렌 미렌",124,8.641025641,39,2016,58784.0,1 [1],1,0,20169203
280,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,6/2/2016,summer,개봉영화,장편,영국,162,340299000.0,56866,72469500,11999,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",68,8.451612903,155,2016,1206342.0,5 [5],1,1,26048880
281,극장판 프랭키와 친구들: 생명의 나무,박정오,프랭키영화문화산업전문(주),,예지림엔터테인먼트,D,4/13/2016,spring,개봉영화,장편,한국,258,408723600.0,56476,103400500,13068,애니메이션,전체관람가,일반영화,0.0,"이소은,안영미,김민정",72,8.782608696,69,2016,56476.0,1 [1],1,0,149823
282,더 보이,윌리엄 브렌트 벨,,(주)컴퍼니엘,(주)리틀빅픽쳐스,D,6/1/2016,summer,개봉영화,장편,미국,186,440944821.0,55765,84467821,10054,공포,15세이상관람가,독립/예술영화,5.17,"로렌 코핸,루퍼트 에반스",97,7.66,100,2016,55819.0,1 [1],0,0,2551234
283,드레스메이커,조셀린 무어하우스,,브릿지웍스 엔터테인먼트(주),(주)리틀빅픽쳐스,D,2/11/2016,winter,개봉영화,장편,기타,176,440059500.0,55330,144520800,17846,드라마,15세이상관람가,독립/예술영화,6.4,"케이트 윈슬렛,주디 데이비스,리암 헴스워스",118,8.0,1,2016,55330.0,1 [1],1,0,35816549
284,파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,,(주)다자인소프트,(주)박수엔터테인먼트,D,4/21/2016,spring,개봉영화,장편,미국,353,454055200.0,54972,129982200,15254,미스터리,15세이상관람가,일반영화,3.0,"크리스 J. 머레이,브릿 쇼,아이비 조지",88,6.55,40,2016,54972.0,1 [1],0,1,329832
285,잡아야 산다,오인천,더퀸디앤엠 주식회사,,오퍼스픽쳐스(유),D,1/7/2016,winter,개봉영화,장편,한국,219,410361400.0,54450,91032800,11245,코미디,15세이상관람가,일반영화,3.0,"김승우,김정태,혁",96,6.977777777999999,45,2016,535159.0,1 [1],0,0,10517175
286,부산행,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),C,7/20/2016,summer,개봉영화,장편,한국,1788,93175877048.0,11565078,23020827248,2754686,액션,15세이상관람가,일반영화,7.1,"공유,정유미,마동석",118,8.546636279,11847,2016,35729066.0,3 [3],1,0,424744528
287,밀정,김지운,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",,워너브러더스 코리아(주),B,9/7/2016,autumn,개봉영화,장편,한국,1444,61158644831.0,7487545,15436298021,1827424,액션,15세이상관람가,일반영화,7.5,"송강호,공유",140,8.57884929,4293,2016,15041788.0,2 [2],1,0,248695427
288,터널,김성훈B,"(주)어나더썬데이,(주)비에이엔터테인먼트",,(주)쇼박스,C,8/10/2016,summer,개봉영화,장편,한국,1105,57510324417.0,7118592,14121558017,1675010,드라마,12세이상관람가,일반영화,7.21,"하정우,배두나,오달수",126,8.66082965,5882,2016,10247082.0,1 [1],1,0,768530405
289,인천상륙작전,이재한,(주)태원엔터테인먼트,,씨제이이앤엠(주),A,7/27/2016,summer,개봉영화,장편,한국,1049,55101410303.0,7049643,11459996563,1427944,드라마,12세이상관람가,일반영화,3.41,"이정재,이범수,리암 니슨",110,8.57027739,6453,2016,7084821.0,1 [1],1,0,200650475
290,럭키,이계벽,(주)용필름,,(주)쇼박스,C,10/13/2016,autumn,개봉영화,장편,한국,1158,56361435256.0,6965706,13812629836,1640015,코미디,15세이상관람가,일반영화,5.68,"유해진,이준,조윤희",112,8.826053443,3892,2016,1176076.0,2 [2],1,0,598305879
