title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original
미스컨덕트,시모사와 신타로,,㈜코리아스크린,"(주)박수엔터테인먼트,㈜코리아스크린",D,3/30/2016,spring,개봉영화,장편,미국,470,1133511038,148512,343296538,43994,범죄,15세이상관람가,일반영화,3.67,"알 파치노(애브람스), 안소니 홉킨스(데닝), 조쉬 더하멜(벤)",105,6.344444444,90,2016,148512,1 [1],0,0
레전드 오브 타잔,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,6/29/2016,summer,개봉영화,장편,미국,593,1057174400,146338,332185100,43575,액션,12세이상관람가,일반영화,5.25,"알렉산더 스카스가드(타잔/존 클레이튼), 사무엘 L. 잭슨(윌리엄스), 마고 로비(제인 포터)",109,8.108219178,730,2016,16840678,3 [3],1,0
13시간,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,3/3/2016,spring,개봉영화,장편,미국,380,1160889514,144827,331939114,39831,액션,15세이상관람가,일반영화,5.5,"존 크래신스키(잭 실바), 제임스 뱃지 데일(타이론 론 우즈), 맥스 마티니(마크 오즈 자이스트)",144,8.658227848,79,2016,8062889,2 [2],1,0
극장판 아이엠스타 : 꿈의 오디션!,키무라 류이치,,씨제이이앤엠(주),씨제이이앤엠(주),A,2/11/2016,winter,개봉영화,장편,일본,254,1045638100,141025,210890800,28342,애니메이션,전체관람가,일반영화,0,"정혜원, 이용신, 김채하",89,0,0,2016,141025,1 [1],1,0
제 5침공,J 블레이크슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/25/2016,winter,개봉영화,장편,미국,312,1041049900,135874,199429800,25028,액션,12세이상관람가,일반영화,0,"클로이 모레츠, 닉 로빈슨, 알렉스 로",112,6.350574713,174,2016,135874,1 [1],1,0
대니쉬 걸,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/17/2016,winter,개봉영화,장편,미국,246,1074763884,134029,628018484,76402,드라마,청소년관람불가,독립/예술영화,6.97,"에디 레드메인(에이나르 베게너 / 릴리 엘베), 알리시아 비칸데르(게르다 베게너), 앰버 허드(울라 폴슨)",119,8.899497487,199,2016,996403,2 [2],1,0
극장판 꼬마버스 타요의 에이스 구출작전,류정우,"(주)아이코닉스,(주)스튜디오게일",,(주)아이코닉스,C,1/21/2016,winter,개봉영화,장편,한국,200,896765500,133736,188779400,27574,애니메이션,전체관람가,일반영화,0,"문남숙(타요 목소리), 정혜옥(두리 목소리), 최하나(하나 목소리)",48,9.111111111,18,2016,133736,1 [1],1,0
헤이트풀8,쿠엔틴 타란티노,,(주)누리픽쳐스,(주)누리픽쳐스,D,1/7/2016,winter,개봉영화,장편,미국,167,996168400,120352,457137100,54514,액션,청소년관람불가,독립/예술영화,8.5,"사무엘 L. 잭슨(현상금 사냥꾼), 커트 러셀(교수형 집행인), 제니퍼 제이슨 리(여죄수)",167,8.166666667,6,2016,778167,2 [2],0,0
최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,D,2/4/2016,winter,개봉영화,장편,한국,349,866704200,115704,172514300,22357,애니메이션,전체관람가,일반영화,0,[국내] 전체 관람가,68,8.469387755,196,2016,907833,3 [3],1,0
다이노소어 어드벤처 : 백악기 공룡대백과,"닐 나이팅게일,베리 쿡,앤드류 코헨",,(주)박수엔터테인먼트,"(주)박수엔터테인먼트,(주)애니플러스",D,5/4/2016,spring,개봉영화,장편,영국,325,852031000,111902,169617200,21158,다큐멘터리,전체관람가,독립/예술영화,5,[국내] 전체 관람가,84,7.244131455,213,2016,3207232,"3 [1, 1, 1]",0,0
다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,,(유)조이앤시네마,씨네그루(주)키다리이엔티,B,5/12/2016,spring,개봉영화,장편,미국,393,818823545,103542,280500645,34199,액션,12세이상관람가,일반영화,4.5,"쉐일린 우들리(트리스), 테오 제임스(포), 마일즈 텔러(피터)",121,8.335766423,137,2016,871786,2 [2],1,1
무서운 이야기 3 : 화성에서 온 소녀,"백승빈,김선,김곡,민규동",(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,A,6/1/2016,summer,개봉영화,옴니버스,한국,317,760730500,94926,164623500,19541,공포,15세이상관람가,일반영화,6,"임슬옹(이생), 경수진(수진), 박정민(동근)",94,5.647058824,136,2016,10301714,"6 [1, 1, 1, 3]",0,1
일사각오,"권혁만,고문안",KBS,,파이오니아21,D,3/17/2016,spring,개봉영화,장편,한국,51,670010000,92821,232264700,32658,드라마,12세이상관람가,일반영화,0,"이지형(주기철), 설지윤(오정모), 최원(소년 주광조)",115,9.6,5,2016,320199,"2 [1, 1]",1,0
크리미널,아리엘 브로멘,,(유)조이앤시네마,(주)영화사 빅,D,6/22/2016,summer,개봉영화,장편,영국,351,723939881,90577,249604081,30450,액션,15세이상관람가,독립/예술영화,4,"라이언 레이놀즈, 케빈 코스트너, 게리 올드만",111,8.395348837,86,2016,101419,1 [1],0,0
유스,파올로 소렌티노,,그린나래미디어(주),그린나래미디어(주),D,1/7/2016,winter,개봉영화,장편,기타,65,661767600,85166,449133200,55637,드라마,15세이상관람가,독립/예술영화,7.34,"마이클 케인(프레드 밸린저), 하비 케이틀(믹 보일), 레이첼 와이즈(레나 벨린저)",124,8.533333333,105,2016,114081,1 [1],1,0
오베라는 남자,하네스 홀름,,(주)싸이더스,"(주)싸이더스,(주)디스테이션",D,5/25/2016,spring,개봉영화,장편,기타,255,650784888,82210,299064888,36802,드라마,12세이상관람가,독립/예술영화,6.86,"롤프 라스가드(오베), 바하르 파르스(파르바네), 필립 버그(젊은 오베)",116,9.130952381,84,2016,82210,1 [1],1,0
다이노X 탐험대,이동희,(주)MBC,,(주)이수C&E,B,5/4/2016,spring,개봉영화,장편,한국,348,634339900,82148,122013400,15164,애니메이션,전체관람가,독립/예술영화,0,"정준하(공룡 타르보), 하하(탐험대 가이드)",70,7.15483871,310,2016,82148,1 [1],0,0
오 마이 그랜파,댄 마저,,(주)수키픽쳐스,판씨네마(주),D,3/17/2016,spring,개봉영화,장편,미국,396,632806532,79701,222196232,27230,코미디,청소년관람불가,일반영화,4.65,"로버트 드 니로(딕 켈리), 잭 에프론(제이슨 켈리), 줄리안 허프(메러디스)",100,8.201754386,114,2016,86013,1 [1],0,0
룸,레니 에이브러햄슨,,(주)콘텐츠게이트,(주)영화사 빅,D,3/3/2016,spring,개봉영화,장편,기타,333,621606700,78253,270557400,33076,드라마,15세이상관람가,독립/예술영화,7.53,"브리 라슨, 제이콥 트렘블레이, 조안 알렌",118,9.143835616,146,2016,130713,1 [1],1,0
엽기적인 그녀 2,조근식,(주)신씨네,,(주)리틀빅픽쳐스,D,5/12/2016,spring,개봉영화,장편,한국,387,588233900,76321,143965300,18030,멜로/로맨스,15세이상관람가,일반영화,3.5,"차태현(견우), 빅토리아(그녀)",99,5.87037037,54,2016,76321,1 [1],1,1
본 투 비 블루,로버트 뷔드로,,그린나래미디어(주),그린나래미디어(주),D,6/9/2016,summer,개봉영화,장편,기타,147,598992000,74977,338099700,40984,드라마,청소년관람불가,독립/예술영화,7.13,"에단 호크(쳇 베이커), 카르멘 에조고(제인/일레인), 칼럼 키스 레니(딕)",97,8.595505618,89,2016,74977,1 [1],0,0
번개맨,조근현,"(주)드림써치C&C,한국교육방송공사 EBS",,씨네그루(주)키다리이엔티,B,2/11/2016,winter,개봉영화,장편,한국,393,516736500,69303,112271800,13839,판타지,전체관람가,일반영화,5.5,"정현진, 루나",72,7.152941176,170,2016,554909,2 [2],1,0
스티브 잡스,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2016,winter,개봉영화,장편,미국,384,535351276,68815,263409778,32834,드라마,12세이상관람가,일반영화,6.4,"마이클 패스벤더(스티브 잡스), 케이트 윈슬렛(조안나 호프만), 세스 로건(스티브 워즈니악)",122,7.865853659,82,2016,443134,2 [2],1,0
레터스 투 갓,데이빗 닉슨,,(재)CBS,(주)모멘텀엔터테인먼트,D,2/25/2016,winter,개봉영화,장편,미국,119,430338300,65887,75632500,10510,드라마,전체관람가,독립/예술영화,3,"태너 맥과이어(타일러), 제프리 존슨(브래디 맥다니엘스), 로빈 리블리(매디 도허티)",114,9.3,10,2016,65887,1 [1],1,0
바다 탐험대 옥토넛 시즌4: 빙하탐험선S,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,2/25/2016,winter,개봉영화,장편,영국,155,361596000,60977,91880000,15434,애니메이션,전체관람가,독립/예술영화,0,"하성용(바나클 목소리), 정재헌(콰지 목소리), 엄상현(페이소, 트래커 목소리)",58,7.775862069,232,2016,1206342,5 [5],1,1
트럼보,제이 로치,,그린나래미디어(주),"그린나래미디어(주),(주)프레인글로벌",D,4/7/2016,spring,개봉영화,장편,미국,310,462652100,58784,235668600,29659,드라마,15세이상관람가,독립/예술영화,7.6,"브라이언 크랜스톤(달튼 트럼보), 다이안 레인(클레오 트럼보), 헬렌 미렌(헤다 호퍼)",124,8.641025641,39,2016,58784,1 [1],1,0
바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,6/2/2016,summer,개봉영화,장편,영국,162,340299000,56866,72469500,11999,애니메이션,전체관람가,독립/예술영화,0,"하성용(바나클), 정재헌(콰지), 엄상현(페이소)",68,8.451612903,155,2016,1206342,5 [5],1,1
극장판 프랭키와 친구들: 생명의 나무,박정오,프랭키영화문화산업전문(주),,예지림엔터테인먼트,D,4/13/2016,spring,개봉영화,장편,한국,258,408723600,56476,103400500,13068,애니메이션,전체관람가,일반영화,0,"이소은, 안영미, 김민정",72,8.782608696,69,2016,56476,1 [1],1,0
더 보이,윌리엄 브렌트 벨,,(주)컴퍼니엘,(주)리틀빅픽쳐스,D,6/1/2016,summer,개봉영화,장편,미국,186,440944821,55765,84467821,10054,공포,15세이상관람가,독립/예술영화,5.17,"로렌 코핸, 루퍼트 에반스",97,7.66,100,2016,55819,1 [1],0,0
드레스메이커,조셀린 무어하우스,,브릿지웍스 엔터테인먼트(주),(주)리틀빅픽쳐스,D,2/11/2016,winter,개봉영화,장편,기타,176,440059500,55330,144520800,17846,드라마,15세이상관람가,독립/예술영화,6.4,"케이트 윈슬렛(틸리), 주디 데이비스(몰리), 리암 헴스워스(테디)",118,8,1,2016,55330,1 [1],1,0
파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,,(주)다자인소프트,(주)박수엔터테인먼트,D,4/21/2016,spring,개봉영화,장편,미국,353,454055200,54972,129982200,15254,미스터리,15세이상관람가,일반영화,3,"크리스 J. 머레이(라이언), 브릿 쇼(에밀리), 아이비 조지(레일라)",88,6.55,40,2016,54972,1 [1],0,1
잡아야 산다,오인천,더퀸디앤엠 주식회사,,오퍼스픽쳐스(유),D,1/7/2016,winter,개봉영화,장편,한국,219,410361400,54450,91032800,11245,코미디,15세이상관람가,일반영화,3,"김승우(김승주), 김정태(도정택), 혁(한원태)",96,6.977777778,45,2016,535159,1 [1],0,0
부산행,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),C,7/20/2016,summer,개봉영화,장편,한국,1788,93175877048,11565078,23020827248,2754686,액션,15세이상관람가,일반영화,7.1,"공유(석우), 정유미(성경), 마동석(상화)",118,8.546636279,11847,2016,35729066,3 [3],1,0
밀정,김지운,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",,워너브러더스 코리아(주),B,9/7/2016,autumn,개봉영화,장편,한국,1444,61158644831,7487545,15436298021,1827424,액션,15세이상관람가,일반영화,7.5,"송강호(이정출), 공유(김우진)",140,8.57884929,4293,2016,15041788,2 [2],1,0
터널,김성훈B,"(주)어나더썬데이,(주)비에이엔터테인먼트",,(주)쇼박스,C,8/10/2016,summer,개봉영화,장편,한국,1105,57510324417,7118592,14121558017,1675010,드라마,12세이상관람가,일반영화,7.21,"하정우(정수), 배두나(세현), 오달수(대경)",126,8.66082965,5882,2016,10247082,1 [1],1,0
인천상륙작전,이재한,(주)태원엔터테인먼트,,씨제이이앤엠(주),A,7/27/2016,summer,개봉영화,장편,한국,1049,55101410303,7049643,11459996563,1427944,드라마,12세이상관람가,일반영화,3.41,"이정재(장학수), 이범수(림계진), 리암 니슨(맥아더 장군)",110,8.57027739,6453,2016,7084821,1 [1],1,0
럭키,이계벽,(주)용필름,,(주)쇼박스,C,10/13/2016,autumn,개봉영화,장편,한국,1158,56361435256,6965706,13812629836,1640015,코미디,15세이상관람가,일반영화,5.68,"유해진(형욱), 이준(재성), 조윤희(리나)",112,8.826053443,3892,2016,1176076,2 [2],1,0
덕혜옹주,허진호,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,A,8/3/2016,summer,개봉영화,장편,한국,964,44344141109,5593551,10625578869,1304324,사극,12세이상관람가,일반영화,5.95,"손예진(덕혜옹주), 박해일(김장한)",127,8.859929078,3948,2016,12152726,2 [2],1,0
닥터 스트레인지,스콧 데릭슨,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,10/26/2016,autumn,개봉영화,장편,미국,1503,47481830396,5446239,15364372146,1657683,액션,12세이상관람가,일반영화,7.03,"베네딕트 컴버배치(닥터 스트레인지), 레이첼 맥아담스(크리스틴 팔머), 틸다 스윈튼(에인션트 원)",115,8.949522227,4814,2016,5516025,1 [1],1,1
마스터,조의석,영화사 집,,씨제이이앤엠(주),A,12/21/2016,winter,개봉영화,장편,한국,1501,39784641065,4935320,10109128465,1211837,액션,15세이상관람가,일반영화,5.77,"이병헌(진회장), 강동원(김재명), 김우빈(박장군)",143,8.686219739,5370,2016,5496547,1 [1],0,0
신비한 동물사전,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,11/16/2016,autumn,개봉영화,장편,미국,1431,39300515858,4662534,12612776458,1422215,어드벤처,12세이상관람가,일반영화,7.08,"에디 레드메인(뉴트 스캐맨더), 콜린 파렐(퍼시발 그레이브스), 캐서린 워터스턴(티나 골드스틴)",132,8.768924303,3263,2016,16840678,3 [3],1,1
판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),C,12/7/2016,winter,개봉영화,장편,한국,1166,33856670164,4301361,6940555164,846789,드라마,12세이상관람가,일반영화,5.92,"김남길(재혁), 김주현(연주), 정진영(평섭)",136,8.914615771,1991,2016,0,1 [1],0,0
나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,7/13/2016,summer,개봉영화,장편,미국,1200,25116690113,3100113,7162588413,850601,범죄,12세이상관람가,일반영화,5.34,"제시 아이젠버그(J. 다니엘 아틀라스), 마크 러팔로(딜런 로즈), 우디 해럴슨(메리트 맥키니)",129,8.588807786,2055,2016,8210440,2 [2],0,1
형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),A,11/23/2016,autumn,개봉영화,장편,한국,993,23113768293,2979659,5470616143,673565,코미디,12세이상관람가,일반영화,4.55,"조정석(고두식), 디오(고두영), 박신혜(이수현)",110,9.011034483,1450,2016,2979659,1 [1],0,0
미스 페레그린과 이상한 아이들의 집,팀 버튼,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/28/2016,autumn,개봉영화,장편,미국,904,21841214586,2718158,6220296286,737280,미스터리,12세이상관람가,일반영화,7.08,"에바 그린(페레그린), 에이사 버터필드(제이크), 사무엘 L. 잭슨(바론)",127,8.592145015,1655,2016,6578341,3 [3],1,0
제이슨 본,폴 그린그래스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/27/2016,summer,개봉영화,장편,미국,827,21253434663,2611966,6707397843,797790,액션,15세이상관람가,일반영화,5.97,"맷 데이먼(제이슨 본), 알리시아 비칸데르(헤더 리), 뱅상 카셀",123,8.41109995,3982,2016,2853480,1 [1],1,1
도리를 찾아서,앤드류 스탠튼,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,7/6/2016,summer,개봉영화,장편,미국,1091,20703899933,2601734,6199961913,724706,애니메이션,전체관람가,일반영화,6.52,"엘런 드제너러스(도리 목소리), 앨버트 브룩스(말린 목소리), 에드 오닐(행크 목소리)",97,8.691922006,1795,2016,2601734,1 [1],0,1
아수라,김성수,(주)사나이픽처스,,씨제이이앤엠(주),A,9/28/2016,autumn,개봉영화,장편,한국,1278,20576226662,2594028,5577412282,676676,범죄,청소년관람불가,일반영화,6.56,"정우성(한도경), 황정민(박성배), 주지훈(문선모)",132,6.558953033,4088,2016,3122222,1 [1],0,0
마이펫의 이중생활,크리스 리노드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/3/2016,summer,개봉영화,장편,미국,726,19379904655,2517805,5360235715,656542,애니메이션,전체관람가,일반영화,6.67,"루이스 C.K., 에릭 스톤스트릿, 케빈 하트",90,8.703752469,3038,2016,7075659,2 [2],0,0
라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),D,12/7/2016,winter,개봉영화,장편,미국,727,19993531232,2384782,8520674132,987682,드라마,12세이상관람가,일반영화,8.34,"라이언 고슬링(세바스찬), 엠마 스톤(미아)",127,8.868760064,1242,2016,10113218,3 [3],0,0
봉이 김선달,박대민,"(주)엠픽처스,(주)에스엔케이픽처스",,씨제이이앤엠(주),A,7/6/2016,summer,개봉영화,장편,한국,942,16172133642,2044564,3545320462,432216,사극,12세이상관람가,일반영화,5.14,"유승호(김인홍), 조재현(성대련), 고창석(보원)",121,8.317815577,1117,2016,2044564,1 [1],1,0
수어사이드 스쿼드,데이비드 에이어,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,8/3/2016,summer,개봉영화,장편,미국,823,15873106188,1898121,4616155428,521174,액션,15세이상관람가,일반영화,5.15,"윌 스미스(플로이드 로턴 / 데드샷), 자레드 레토(조커), 마고 로비(할린 퀸젤 / 할리퀸)",122,7.615583743,3863,2016,3266826,1 [1],1,1
벤허,티무르 베크맘베토브,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,9/14/2016,autumn,개봉영화,장편,미국,717,11405870395,1399771,2957265515,356087,어드벤처,12세이상관람가,일반영화,8.75,"찰톤 헤스톤(유다 벤허), 잭 호킨스(퀸투스 아리우스), 하야 하라릿(에스더)",222,9,1,2016,0,1 [1],1,0
스타트렉 비욘드,저스틴 린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,8/17/2016,summer,개봉영화,장편,미국,716,10190375820,1157156,3556973400,380899,액션,12세이상관람가,일반영화,7.1,"크리스 파인(커크), 사이먼 페그(스코티), 조 샐다나(우후라)",122,8.413407821,895,2016,2947429,1 [1],1,1
미씽: 사라진 여자,이언희,다이스필름(주),,메가박스중앙(주)플러스엠,A,11/30/2016,autumn,개봉영화,장편,한국,790,8881616256,1153109,2457671256,307997,미스터리,15세이상관람가,일반영화,6.72,"엄지원(지선), 공효진(한매)",100,8.590727418,1251,2016,4978770,2 [2],0,0
"당신, 거기 있어줄래요",홍지영,(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,A,12/14/2016,winter,개봉영화,장편,한국,767,8999085248,1124815,2552055748,305990,판타지,12세이상관람가,일반영화,5.44,"김윤석(수현), 변요한(젊은수현), 채서진(젊은연아)",111,8.872954764,1039,2016,2335092,1 [1],1,0
라이트 아웃,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,8/24/2016,summer,개봉영화,장편,미국,659,8892177975,1111158,2086096975,248265,공포,15세이상관람가,일반영화,0,"테레사 팔머(레베카), 앨리시아 벨라 베일리(다이애나), 가브리엘 베이트먼(마틴)",81,7.713203463,924,2016,7858350,3 [3],1,0
씽,가스 제닝스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/21/2016,winter,개봉영화,장편,미국,795,8196285789,1061913,2230472589,274530,애니메이션,전체관람가,일반영화,6.71,"매튜 맥커너히, 리즈 위더스푼, 스칼렛 요한슨",108,9.039348711,1474,2016,1061913,1 [1],0,0
맨 인 더 다크,페드 알바레즈,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/5/2016,autumn,개봉영화,장편,미국,671,8445645672,999047,2347738772,267646,스릴러,청소년관람불가,일반영화,7.04,"제인 레비(록키), 딜런 미네트(알렉스), 스티븐 랭(눈 먼 노인)",88,8.461838006,1284,2016,999047,1 [1],0,0
"고산자, 대동여지도",강우석,(주)시네마서비스,,씨제이이앤엠(주),A,9/7/2016,autumn,개봉영화,장편,한국,765,7777473258,971194,1911829638,230579,사극,전체관람가,일반영화,5.78,"차승원(김정호), 유준상(흥선대원군)",129,8.239467849,451,2016,2708447,1 [1],1,0
매그니피센트 7,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2016,autumn,개봉영화,장편,미국,579,7633490421,921317,2113986651,247071,액션,15세이상관람가,일반영화,5.79,"덴젤 워싱턴(샘 치좀), 크리스 프랫(조슈아 패러데이), 이병헌(빌리 락스)",133,8.081967213,1525,2016,1966151,3 [3],1,0
브리짓 존스의 베이비,샤론 맥과이어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/28/2016,autumn,개봉영화,장편,미국,509,6678585874,820995,2641542374,314889,코미디,15세이상관람가,일반영화,5.63,"르네 젤위거(브리짓 존스), 콜린 퍼스(마크 다시), 패트릭 뎀시(잭 퀀트)",123,9.161118509,751,2016,820995,1 [1],1,1
스플릿,최국희,오퍼스픽쳐스(유),,오퍼스픽쳐스(유),D,11/9/2016,autumn,개봉영화,장편,한국,702,6097721539,757430,1497661939,177946,드라마,15세이상관람가,일반영화,6.38,"유지태(철종), 이정현(희진), 이다윗(영훈)",121,9.247206704,716,2016,5262812,2 [2],0,0
국가대표 2,김종현,케이엠컬쳐㈜,,메가박스중앙(주)플러스엠,A,8/10/2016,summer,개봉영화,장편,한국,562,5424324942,703024,1319827542,166219,드라마,12세이상관람가,일반영화,5.5,"수애(리지원), 오달수(강대웅), 오연서(박채경)",126,8.880952381,882,2016,703024,1 [1],1,1
인페르노,론 하워드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/19/2016,autumn,개봉영화,장편,미국,754,5656281303,689071,1920944703,224942,미스터리,15세이상관람가,일반영화,4.67,"톰 행크스(로버트 랭던), 펠리시티 존스(시에나 브룩스), 벤 포스터(베르트랑 조브리스트)",121,8.2,610,2016,4302393,3 [3],1,1
설리: 허드슨강의 기적,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/28/2016,autumn,개봉영화,장편,미국,573,5234170754,627102,1679863954,192870,드라마,12세이상관람가,일반영화,7.75,"톰 행크스(체슬리 설리 설렌버거 ), 로라 리니(로리 설렌버거), 아론 에크하트(제프 스카일스)",96,8.907035176,398,2016,1943736,3 [3],1,0
잭 리처: 네버 고 백,에드워드 즈윅,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,11/30/2016,autumn,개봉영화,장편,미국,667,4638072258,611097,1375085358,175136,액션,15세이상관람가,일반영화,4.88,"톰 크루즈(잭 리처), 코비 스멀더스(수잔 터너)",118,8.190140845,426,2016,631545,1 [1],1,1
로그 원: 스타워즈 스토리,가렛 에드워즈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,12/28/2016,winter,개봉영화,장편,미국,907,5127537094,596487,1796959744,196714,액션,12세이상관람가,일반영화,7.16,"펠리시티 존스(진 어소), 디에고 루나(카시안 안도르), 매즈 미켈슨(겔렌 어소)",133,8.381078691,1131,2016,1307301,1 [1],0,1
아이스 에이지: 지구 대충돌,마이크 트메이어,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,7/20/2016,summer,개봉영화,장편,미국,580,4092484600,553760,920145300,116487,애니메이션,전체관람가,일반영화,6,"존 레귀자모(시드 목소리), 레이 로마노(매니 목소리), 제니퍼 로페즈(쉬라 목소리)",94,8.163934426,610,2016,553760,1 [1],0,1
메카닉: 리크루트,데니스 간젤,,(유)조이앤시네마,(주)제이앤씨미디어그룹,D,8/31/2016,summer,개봉영화,장편,미국,320,4458200800,551897,1177943300,142121,액션,15세이상관람가,일반영화,5.25,"제이슨 스타뎀(비숍), 제시카 알바(지나), 토미 리 존스(아담스)",98,7.5,8,2016,552142,1 [1],1,1
고스트버스터즈,폴 페이그,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/25/2016,summer,개봉영화,장편,미국,511,4116292075,515522,1376002875,165403,액션,12세이상관람가,일반영화,6.58,"멜리사 맥카시(애비), 크리스틴 위그(에린), 케이트 맥키넌(홀츠먼)",116,8.416058394,685,2016,2023958,4 [4],1,0
거울나라의 앨리스,제임스 보빈,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,9/7/2016,autumn,개봉영화,장편,미국,515,4145733267,513202,1251835067,146759,어드벤처,12세이상관람가,일반영화,5.75,"조니 뎁(모자 장수), 앤 해서웨이(하얀 여왕), 미아 와시코브스카(앨리스)",112,8.622535211,355,2016,513202,1 [1],1,1
가려진 시간,엄태화,(주)바른손이앤에이,,(주)쇼박스,C,11/16/2016,autumn,개봉영화,장편,한국,884,3946462400,510878,1183297400,144193,드라마,12세이상관람가,일반영화,6.68,"강동원(성민), 신은수(수린), 이효제(어린 성민)",129,8.191629956,454,2016,527611,1 [1],0,0
명탐정 코난: 순흑의 악몽,시즈노 코분,,씨제이이앤엠(주),씨제이이앤엠(주),A,8/3/2016,summer,개봉영화,장편,일본,447,3754104500,507508,717455600,93719,애니메이션,12세이상관람가,일반영화,7,"김선혜(코난 한국어 목소리), 강수진(남도일 한국어 목소리), 이정구(유명한 한국어 목소리)",112,9.042639594,985,2016,5748553,4 [4],1,1
언더 워터,자움 콜렛 세라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/13/2016,summer,개봉영화,장편,미국,518,3111772391,384789,722677691,87120,공포,15세이상관람가,일반영화,7.25,블레이크 라이블리,86,8.227513228,378,2016,6093136,3 [3],0,0
위자: 저주의 시작,마이크 플래너건,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/9/2016,autumn,개봉영화,장편,미국,467,2637517406,331877,558041806,67022,공포,12세이상관람가,일반영화,4.5,"엘리자베스 리저(앨리스 잰더), 애너리즈 바쏘(리나 잰더), 룰루 윌슨(도리스 잰더)",99,7.777292576,229,2016,1027700,2 [2],1,1
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,타카하시 시게하루,,씨제이이앤엠(주),씨제이이앤엠(주),A,7/20/2016,summer,개봉영화,장편,일본,403,2466913080,330665,441346600,56343,애니메이션,전체관람가,일반영화,6,"박경혜(민호 한국어 목소리), 홍범기(위스퍼 한국어 목소리), 김현지(지바냥 한국어 목소리)",94,8.569124424,434,2016,1432121,2 [2],1,1
