title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original
롱 리브 더 킹: 목포 영웅,강윤성,"(주)영화사 필름몬스터,(주)비에이엔터테인먼트",,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",A,6/19/2019,summer,개봉영화,장편,한국,965,8679242160,1022790,1556881260,180353,액션,15세이상관람가,일반영화,5,"김래원(장세출), 원진아(강소현), 진선규(조광춘)",118,8.774712644,435,2019,1022790,2 [2],0,1
엑스맨: 다크 피닉스,사이먼 킨버그,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,6/5/2019,summer,개봉영화,장편,미국,991,7644198640,862203,2170299420,227023,액션,12세이상관람가,일반영화,5.67,"제임스 맥어보이(찰스 자비에 / 프로페서 X), 마이클 패스벤더(에릭 랜셔 / 매그니토), 제니퍼 로렌스(레이븐 다크홈 / 미스틱)",114,7.934210526,456,2019,862203,1 [1],1,1
맨 인 블랙: 인터내셔널,F. 게리 그레이,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,A,6/12/2019,summer,개봉영화,장편,미국,1151,7406282720,843703,2154318570,234952,액션,12세이상관람가,일반영화,4.86,"크리스 헴스워스(에이전트 H), 테사 톰슨(에이전트 M)",115,7.008333333,240,2019,8247867,3 [3],1,0
뽀로로 극장판 보물섬 대모험,"김현호,윤창섭,김현호",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),C,4/25/2019,spring,개봉영화,장편,한국,736,5879651200,765595,1015766870,126750,애니메이션,전체관람가,일반영화,7,"이선(뽀로로 목소리), 이미자(크롱 목소리), 김현지(에디 목소리)",79,9.384236453,1421,2019,14593159,"7 [3, 1, 3]",1,1
명탐정 피카츄,롭 레터맨,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,5/9/2019,spring,개봉영화,장편,미국,817,5730788546,686809,1767248906,201613,액션,전체관람가,일반영화,5.5,"라이언 레이놀즈(명탐정 피카츄), 저스티스 스미스(팀 굿맨)",104,8.777777778,216,2019,1281521,2 [2],0,1
존 윅 3: 파라벨룸,채드 스타헬스키,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",D,6/26/2019,summer,개봉영화,장편,미국,849,5789036442,676161,1763992132,201523,액션,청소년관람불가,일반영화,6.88,키아누 리브스(존 윅),131,8.647260274,584,2019,1577296,3 [3],1,0
샤잠!,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,4/3/2019,spring,개봉영화,장편,미국,1148,5730673797,656492,1794508367,196571,액션,12세이상관람가,일반영화,5.71,"제커리 레비(샤잠), 애셔 앤젤(빌리 뱃슨)",132,7.795144158,659,2019,7858350,3 [3],0,1
극장판 헬로카봇: 옴파로스 섬의 비밀,"최신규,김진철",(주)초이락컨텐츠팩토리,,(주)넥스트엔터테인먼트월드(NEW),C,1/31/2019,winter,개봉영화,장편,한국,752,4485905140,575353,724293890,88888,애니메이션,전체관람가,일반영화,7,"이지현(차탄 목소리), 김용준(차산/코어 목소리)",78,9.02443609,1064,2019,18942522,"7 [4, 3]",1,1
이스케이프 룸,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,3/14/2019,spring,개봉영화,장편,미국,850,5007420664,563114,1360092834,149452,액션,15세이상관람가,일반영화,5.33,"테일러 러셀(조이 데이비스), 로건 밀러(벤 밀러), 제이 엘리스(제이슨 워커)",100,7.986870897,457,2019,1672226,2 [2],0,0
글래스,M. 나이트 샤말란,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,1/17/2019,winter,개봉영화,장편,미국,837,4277452982,466475,1422916782,148074,드라마,15세이상관람가,일반영화,6.33,"제임스 맥어보이, 브루스 윌리스, 사무엘L.잭슨",129,8.128630705,482,2019,4460383,3 [3],1,0
그린 북,피터 패럴리,,씨제이이앤엠(주),CGV아트하우스,A,1/9/2019,winter,개봉영화,장편,미국,398,3603142560,429719,1945517390,229889,드라마,12세이상관람가,독립/예술영화,7.29,"비고 모텐슨(토니 발레롱가), 마허샬라 알리(돈 셜리 박사)",130,9.523364486,214,2019,429719,1 [1],0,0
장난스런 키스,프랭키 첸,,오드,"오드,(주)홈초이스",D,3/27/2019,spring,개봉영화,장편,기타,532,3501463050,428009,955732990,112053,멜로/로맨스,12세이상관람가,독립/예술영화,4.75,"왕대륙(장즈수), 임윤(위안샹친)",122,8.566666667,240,2019,1239593,2 [2],0,0
해피 데스데이 2 유,크리스토퍼 랜던,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/14/2019,winter,개봉영화,장편,미국,657,3437809200,412850,942294620,110636,공포,15세이상관람가,일반영화,6,"제시카 로테(트리 겔브먼), 이스라엘 브로우사드(카터 데이비스), 피 부(라이언)",100,8.399491094,393,2019,3177810,2 [2],1,0
극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)초이락컨텐츠팩토리,,(주)넥스트엔터테인먼트월드(NEW),C,1/10/2019,winter,개봉영화,장편,한국,763,3140214420,410131,535720640,66881,애니메이션,전체관람가,일반영화,5,"김서영(트리케라 목소리), 엄상현(티라노 목소리), 안현서(나용찬 목소리)",70,9.18728223,1148,2019,11078174,"5 [4, 1]",0,1
고질라: 킹 오브 몬스터,마이클 도허티,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,5/29/2019,spring,개봉영화,장편,미국,923,3074785318,357902,859461348,87659,액션,12세이상관람가,일반영화,5.2,"밀리 바비 브라운(매디슨 러셀), 베라 파미가(엠마 러셀), 카일 챈들러(마크 러셀)",132,8.111111111,288,2019,357902,1 [1],1,1
덤보,팀 버튼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,3/27/2019,spring,개봉영화,장편,미국,797,2775096512,345521,907932642,105909,판타지,전체관람가,일반영화,6,"콜린 파렐(홀트 패리어), 마이클 키튼(V. A. 반데비어), 대니 드비토(맥스 메디치)",111,9.252129472,587,2019,6578341,3 [3],0,1
러브 유어셀프 인 서울,,"빅히트 엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",,씨제이 씨지브이(CJ CGV)(주),A,1/26/2019,winter,개봉영화,장편,한국,224,3209682900,342366,1090468000,112697,다큐멘터리,전체관람가,일반영화,0,[국내] 전체 관람가,113,0,0,2019,,,0,1
헬보이,닐 마샬,,(주)우성엔터테인먼트,메가박스중앙(주)플러스엠,A,4/10/2019,spring,개봉영화,장편,미국,726,2776406321,323098,767125181,86763,액션,청소년관람불가,일반영화,5.4,"데이빗 하버(헬보이), 밀라 요보비치(피의 여왕 니무에)",121,7.951807229,415,2019,323098,1 [1],0,1
미성년,김윤석,"(주)영화사레드피터,(주)화이브라더스코리아",,(주)쇼박스,C,4/11/2019,spring,개봉영화,장편,한국,673,2493769950,293258,856799740,98387,드라마,15세이상관람가,일반영화,7.15,"염정아(영주), 김소진(미희), 김혜준(주리)",96,8.418181818,220,2019,0,1 [1],0,0
애나벨 집으로,게리 도버먼,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,6/26/2019,summer,개봉영화,장편,미국,653,2439165690,291328,585053120,67500,공포,15세이상관람가,일반영화,4,"패트릭 윌슨(에드 워렌), 베라 파미가(로랭 워렌), 맥케나 그레이스(주디 워렌)",106,7.5,166,2019,291328,1 [1],1,0
배심원들,홍승완,반짝반짝영화사(주),,CGV아트하우스,A,5/15/2019,spring,개봉영화,장편,한국,784,2296829090,287141,724211930,86835,드라마,12세이상관람가,일반영화,6.67,"문소리(재판장 김준겸), 박형식(권남우)",114,9.25,96,2019,287141,1 [1],0,0
신데렐라:마법 반지의 비밀,린 사우더랜드,,예지림엔터테인먼트,예지림엔터테인먼트,D,2/20/2019,winter,개봉영화,장편,미국,575,2113630240,284755,367881020,47386,애니메이션,전체관람가,일반영화,4,"사문영(엘라 목소리), 김혜성(알렉스 목소리), 남도형(매니 목소리)",87,7.67755102,245,2019,284755,1 [1],0,1
악질경찰,이정범,"청년필름(주),다이스필름(주)",,워너브러더스 코리아(주),B,3/20/2019,spring,개봉영화,장편,한국,833,2256615278,262233,543947088,61930,범죄,청소년관람불가,일반영화,4.29,"이선균(조필호), 전소니(미나), 박해준(권태주)",127,7.281081081,185,2019,262233,1 [1],0,0
기묘한 가족,이민재,씨네주 유한회사,,메가박스중앙(주)플러스엠,A,2/13/2019,winter,개봉영화,장편,한국,625,2062904275,256202,465060345,56391,코미디,12세이상관람가,일반영화,5.71,"정재영(준걸), 김남길(민걸), 엄지원(남주)",112,7.695431472,197,2019,256202,1 [1],0,0
메리 포핀스 리턴즈,롭 마샬,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,2/14/2019,winter,개봉영화,장편,미국,573,1816281960,224160,816286900,97070,판타지,전체관람가,일반영화,6.67,"에밀리 블런트(메리 포핀스), 린-마누엘 미란다(잭), 벤 위쇼(마이클 뱅크스)",130,8.70212766,282,2019,224160,1 [1],1,1
요로나의 저주,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,4/17/2019,spring,개봉영화,장편,미국,620,1784935221,202756,488301731,53881,공포,15세이상관람가,일반영화,4,린다 카델리니(애나),93,7.94,200,2019,202756,1 [1],0,0
어린 의뢰인,장규성,이스트드림시노펙스(주),,롯데컬처웍스(주)롯데엔터테인먼트,A,5/22/2019,spring,개봉영화,장편,한국,671,1627412600,197612,384417140,44966,드라마,12세이상관람가,일반영화,5.25,"이동휘(정엽), 유선(지숙), 최명빈(다빈)",114,9.232876712,73,2019,197612,1 [1],0,1
언니,임경택,"필름에이픽쳐스,(유)조이앤시네마",,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,1/1/2019,winter,개봉영화,장편,한국,530,1746373250,197134,360066100,40427,액션,청소년관람불가,일반영화,4,"이시영(박인애), 박세완(박은혜), 이준혁(한정우)",94,7.344537815,119,2019,197134,1 [1],0,0
언더독,"오성윤,이춘백",(주)오돌또기,,(주)넥스트엔터테인먼트월드(NEW),C,1/16/2019,winter,개봉영화,장편,한국,612,1485934830,193484,420191450,50913,애니메이션,전체관람가,일반영화,7,"디오(뭉치 목소리), 박소담(밤이 목소리), 박철민(짱아 목소리)",102,9.472222222,216,2019,0,"2 [1, 1]",0,0
천로역정: 천국을 찾아서,로버트 페르난데스,,(재)CBS,"(재)CBS,주식회사 마운틴픽쳐스",C,6/13/2019,summer,개봉영화,장편,미국,381,1463645360,191580,278003110,34518,애니메이션,전체관람가,독립/예술영화,5,"존 라이스 데이비스, 벤 프라이스",113,9.551020408,49,2019,191580,1 [1],0,1
우상,이수진,"리 공동체 영화사,(주)바른손",,CGV아트하우스,A,3/20/2019,spring,개봉영화,장편,한국,900,1581839728,183784,534386118,59765,스릴러,15세이상관람가,일반영화,5.63,"한석규(명회), 설경구(중식), 천우희(련화)",144,6.683823529,136,2019,183784,1 [1],0,0
비스트,이정호,(주)스튜디오앤뉴,,(주)넥스트엔터테인먼트월드(NEW),C,6/26/2019,summer,개봉영화,장편,한국,737,1400766040,177340,342474410,41565,범죄,15세이상관람가,일반영화,4.57,"이성민(정한수), 유재명(한민태), 전혜진(춘배)",130,8.491150442,226,2019,0,1 [1],0,1
자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,,(주)셀트리온엔터테인먼트,B,2/27/2019,winter,개봉영화,장편,한국,624,1304861670,172212,349815310,44630,드라마,12세이상관람가,일반영화,4.17,"비(엄복동), 강소라(김형신), 이범수(황재호)",116,7.547169811,159,2019,172212,1 [1],0,1
더 페이버릿: 여왕의 여자,요르고스 란티모스,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/21/2019,winter,개봉영화,장편,미국,83,1380191276,164372,831098346,97482,드라마,15세이상관람가,독립/예술영화,8.2,"올리비아 콜맨(앤 여왕), 엠마 스톤(애비게일 힐), 레이첼 와이즈(사라 제닝스)",119,8.874193548,310,2019,392466,3 [3],0,0
가버나움,나딘 라바키,,그린나래미디어(주),"그린나래미디어(주),플레이리스트(주)",D,1/24/2019,winter,개봉영화,장편,기타,111,1179372219,142065,685177439,79905,드라마,15세이상관람가,독립/예술영화,7.33,"자인 알 라피아(자인), 요르다노스 시프로우(라힐)",126,9.568181818,220,2019,142065,1 [1],0,0
0.0MHz,유선동,(주)제이엠컬쳐스,,(주)스마일이엔티,D,5/29/2019,spring,개봉영화,장편,한국,446,1088258860,137294,213889040,25604,공포,15세이상관람가,일반영화,3.33,"정은지(소희), 이성열(상엽), 최윤영(윤정)",102,7.423728814,59,2019,137294,1 [1],0,0
바이스,아담 맥케이,,(주)콘텐츠판다,(주)콘텐츠판다,D,4/11/2019,spring,개봉영화,장편,미국,241,1144142384,134925,540292584,63132,드라마,15세이상관람가,독립/예술영화,7,크리스찬 베일(딕 체니),132,8.921052632,38,2019,1028253,2 [2],0,1
명탐정 코난:전율의 악보,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),A,2/14/2019,winter,개봉영화,장편,일본,213,890692400,116059,172835800,22143,애니메이션,12세이상관람가,일반영화,6,"타카야마 미나미, 야마자키 와카나, 쿠와시마 호우코",116,0,0,2019,3213932,4 [4],1,1
미래의 미라이,호소다 마모루,,(주)얼리버드픽쳐스,메가박스중앙(주)플러스엠,A,1/16/2019,winter,개봉영화,장편,일본,508,850022957,104950,287591737,34117,애니메이션,전체관람가,일반영화,6.5,"카미시라이시 모카, 쿠로키 하루",98,7.4,135,2019,658845,2 [2],0,0
로켓맨,덱스터 플레처,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,A,6/5/2019,summer,개봉영화,장편,영국,640,898067163,104408,412628773,46681,드라마,15세이상관람가,일반영화,6.8,태런 에저튼(엘튼 존),121,9.315217391,92,2019,559404,2 [2],0,1
공포의 묘지,"케빈 콜쉬,데니스 위드미어",,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,A,4/10/2019,spring,개봉영화,장편,미국,564,894409836,102826,229300496,25629,공포,15세이상관람가,일반영화,6,"제이슨 클락, 존 리스고, 에이미 세이메츠",101,6.355555556,90,2019,308478,"2 [1, 1]",1,0
크게 될 놈,강지은,밀짚모자영화사(주),,(주)영화사오원,D,4/18/2019,spring,개봉영화,장편,한국,447,780915420,102223,146506530,18392,드라마,15세이상관람가,일반영화,4.5,"김해숙(순옥), 손호준(기강)",108,9.176923077,130,2019,102223,1 [1],0,0
콜드 체이싱,한스 페터 몰란트,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,2/20/2019,winter,개봉영화,장편,영국,480,777401607,101694,247473807,30216,액션,15세이상관람가,독립/예술영화,7.5,"리암 니슨(넬스 콕스맨), 톰 베이트먼(바이킹)",118,7.278688525,61,2019,101694,1 [1],0,0
라스트 미션,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,3/14/2019,spring,개봉영화,장편,미국,472,835560639,101293,309786489,37554,드라마,15세이상관람가,일반영화,7.2,"클린트 이스트우드(얼 스톤), 타이사 파미가(지니), 브래들리 쿠퍼(콜린 베이츠)",116,8.966666667,120,2019,1943736,3 [3],0,0
아이 엠 마더,피에르 모렐,,(주)퍼스트런,"(주)삼백상회,(주)팬엔터테인먼트",D,4/11/2019,spring,개봉영화,장편,미국,213,774580700,94119,264289600,32731,액션,15세이상관람가,일반영화,5.25,제니퍼 가너(라일리 노스),102,8.492537313,67,2019,201594,2 [2],0,0
파이브 피트,저스틴 밸도니,,(주)누리픽쳐스,"(주)누리픽쳐스,케이티하이텔(주)",D,4/10/2019,spring,개봉영화,장편,미국,457,805051420,92713,318561630,35861,드라마,15세이상관람가,일반영화,5,"헤일리 루 리차드슨(스텔라), 콜 스프로즈(윌)",116,9.013333333,75,2019,92713,1 [1],0,0
교회오빠,이호경,"KBS,커넥트픽쳐스(주)",,커넥트픽쳐스(주),D,5/16/2019,spring,개봉영화,장편,한국,200,741940650,92043,245446220,29474,다큐멘터리,전체관람가,독립/예술영화,0,"이관희(본인), 오은주(본인), 이소연(본인)",85,9.894736842,38,2019,92043,1 [1],0,0
구스 베이비,크리스토퍼 젠킨스,,(주)머스트씨무비릴리징컴퍼니,(주)이수C&E,B,1/16/2019,winter,개봉영화,장편,미국,424,652090360,91430,110715900,14539,애니메이션,전체관람가,일반영화,5,"전현무(잭 한국어 목소리), 유아(오키 한국어 목소리), 박성광(칼 한국어 목소리)",89,9.05952381,84,2019,91430,1 [1],0,0
레고 무비2,마이크 미첼,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,2/6/2019,winter,개봉영화,장편,미국,442,680374040,88105,182185020,22018,애니메이션,전체관람가,일반영화,6.25,"크리스 프랫(에밋/터프가이 렉스 목소리), 엘리자베스 뱅크스(루시 목소리), 윌 아넷(배트맨 목소리)",107,8.767295597,159,2019,1440037,2 [2],1,1
그대 이름은 장미,조석현,(주)엠씨엠씨,,(주)리틀빅픽쳐스,D,1/16/2019,winter,개봉영화,장편,한국,540,735782970,88054,231834480,26485,코미디,12세이상관람가,일반영화,6.5,"유호정(장미), 박성웅(명환), 오정세(순철)",126,7.847457627,59,2019,88054,1 [1],0,0
"어쩌다, 결혼","박호찬,박수진",(주)비에이엔터테인먼트,,CGV아트하우스,A,2/27/2019,winter,개봉영화,장편,한국,529,586584249,76746,183109419,22596,멜로/로맨스,12세이상관람가,독립/예술영화,4.5,"김동욱(정성석), 고성희(박해주)",87,7.578947368,76,2019,230238,"2 [1, 1]",0,0
호텔 뭄바이,앤소니 마라스,,(주)에스와이코마드,"글뫼 주식회사,(주)에스와이코마드",D,5/8/2019,spring,개봉영화,장편,기타,207,599904700,72950,242021000,29325,스릴러,15세이상관람가,독립/예술영화,6.2,"데브 파텔(아르준), 아미 해머(데이빗), 나자닌 보니아디(자흐라)",123,9,26,2019,72950,1 [1],0,1
로망,이창근,"(주)제이지픽쳐스,(주)메이스엔터테인먼트",,(주)메리크리스마스,D,4/3/2019,spring,개봉영화,장편,한국,405,525645400,72412,134919660,18197,멜로/로맨스,전체관람가,독립/예술영화,5.5,"이순재(조남봉), 정영숙(이매자), 조한철(조진수)",112,8.960784314,51,2019,72412,1 [1],0,0
사탄의 인형,라스 클리브버그,,주식회사 더쿱,(주)이수C&E,B,6/20/2019,summer,개봉영화,장편,미국,465,540507290,58221,158649500,16706,공포,청소년관람불가,일반영화,4,"가브리엘 베이트먼, 마크 해밀, 오브리 플라자",90,6.75862069,29,2019,58221,1 [1],1,0
1919 유관순,신상민,유관순문화산업전문유한회사,,"주식회사 마운틴픽쳐스,케이티하이텔(주)",D,3/14/2019,spring,개봉영화,장편,한국,269,476403410,57509,149568860,17413,다큐멘터리,12세이상관람가,독립/예술영화,3,"이새봄(유관순), 양윤희(어윤희), 김나니(권애라)",79,8.3125,16,2019,62985,1 [1],0,1
왓칭,김성기,(주)스토리공감,,(주)리틀빅픽쳐스,D,4/17/2019,spring,개봉영화,장편,한국,488,456558262,54410,100830552,11564,공포,15세이상관람가,일반영화,4,"강예원(영우), 이학주(준호)",97,8.348623853,109,2019,54410,1 [1],0,1
콜레트,워시 웨스트모어랜드,,(주)퍼스트런,"(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트",C,3/27/2019,spring,개봉영화,장편,영국,169,409004989,51149,248891499,30789,드라마,15세이상관람가,독립/예술영화,6,"키이라 나이틀리(콜레트), 도미닉 웨스트(윌리)",112,8.773109244,119,2019,273159,2 [2],0,0
빅샤크2: 해저2만리,신우,,(주)히스토리필름,와이드 릴리즈(주),D,6/6/2019,summer,개봉영화,장편,기타,344,368207920,51065,41575060,5105,애니메이션,전체관람가,일반영화,6,"장병관(빅샤크 한국어 목소리), 김소희(메이 한국어 목소리)",75,7.958333333,24,2019,65922,1 [1],1,0
어글리 돌,캘리 애스버리,,판씨네마(주),판씨네마(주),D,5/1/2019,spring,개봉영화,장편,미국,353,357110870,49509,82282540,10570,애니메이션,전체관람가,독립/예술영화,6,"켈리 클락슨(모씨 목소리), 닉 조나스(루 목소리), 자넬 모네(맨디 목소리)",87,8.942307692,52,2019,905037,2 [2],0,0
슈퍼미니 2,"토마스 자보,헬레네 지라드",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,D,2/27/2019,winter,개봉영화,장편,프랑스,345,374780620,48942,96127960,11784,애니메이션,전체관람가,일반영화,7.67,"브루노 살로몬, 티에리 프레몽",92,7.5,38,2019,146826,"2 [1, 1]",1,0
페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,스도 토모노리,,(주)애니플러스,(주)애니플러스,C,3/21/2019,spring,개봉영화,장편,일본,94,397411880,45157,179118880,19707,애니메이션,15세이상관람가,독립/예술영화,0,"스기야마 노리아키(에미야 시로 목소리), 시타야 노리코(마토 사쿠라 목소리), 카미야 히로시(마토 신지 목소리)",117,9.460843373,332,2019,87570,1 [1],1,1
업사이드,닐 버거,,(주)퍼스트런,(주)디스테이션,D,6/13/2019,summer,개봉영화,장편,미국,188,361435100,42727,143507900,16962,코미디,12세이상관람가,독립/예술영화,5.8,"브라이언 크랜스톤(필립), 케빈 하트(델), 니콜 키드먼(이본)",126,9.772727273,22,2019,42727,1 [1],0,1
쿠르스크,토마스 빈터베르그,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,1/16/2019,winter,개봉영화,장편,기타,192,355683500,42484,173141000,21029,드라마,15세이상관람가,일반영화,6.2,"마티아스 쇼에나에츠(미하일 카레코프), 콜린 퍼스(데이빗 러셀), 레아 세이두(타냐 카레코프)",118,9.6,5,2019,46792,1 [1],0,1
일일시호일,오오모리 타츠시,,(주)영화사 진진,(주)영화사 진진,D,1/17/2019,winter,개봉영화,장편,일본,55,331259019,41931,201538669,23841,드라마,12세이상관람가,독립/예술영화,7,"키키 키린(다케타), 쿠로키 하루(노리코), 타베 미카코(미치코)",100,8.913580247,162,2019,41931,1 [1],0,0
더 와이프,비욘 룬게,,그린나래미디어(주),(주)팝엔터테인먼트,D,2/27/2019,winter,개봉영화,장편,영국,106,319839451,41525,190560061,23941,드라마,15세이상관람가,독립/예술영화,6.75,"글렌 클로즈(조안 캐슬먼), 조나단 프라이스(조셉 캐슬먼)",100,8.453488372,86,2019,41525,1 [1],0,0
칠곡 가시나들,김재환,주식회사 단유필름,,"(주)인디플러그,(주)더 피플",D,2/27/2019,winter,개봉영화,장편,한국,138,334601400,41448,108432500,12980,다큐멘터리,전체관람가,독립/예술영화,6.6,"박금분(본인), 곽두조(본인), 강금연(본인)",100,9.283018868,53,2019,47053,1 [1],0,0
몬스터 파크,안드레스 코투리어,,(주)일레븐엔터테인먼트,(주)박수엔터테인먼트,D,1/23/2019,winter,개봉영화,장편,영국,344,275767940,38262,45619200,5733,애니메이션,전체관람가,독립/예술영화,6,"릴리 콜린스(새벽 공주 목소리), 토비 켑벨(테리 목소리), 이안 맥쉐인(그럼프 목소리)",86,7.58490566,53,2019,38262,1 [1],0,0
세상을 바꾼 변호인,미미 레더,,씨제이이앤엠(주),CGV아트하우스,A,6/13/2019,summer,개봉영화,장편,미국,185,301963650,38217,159145480,19719,드라마,12세이상관람가,독립/예술영화,5.75,"펠리시티 존스(루스 베이더 긴즈버그), 아미 해머(마틴 긴즈버그)",120,8.846153846,13,2019,38217,1 [1],0,1
겨울왕국 2,"크리스 벅,제니퍼 리",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,11/21/2019,autumn,개봉영화,장편,미국,2648,1.11596E+11,13369087,27828512460,3113579,애니메이션,전체관람가,일반영화,6.75,"크리스틴 벨(안나 목소리), 이디나 멘젤(엘사 목소리)",103,8.954081633,1764,2019,40107261,"2 [1, 1]",1,0
엑시트,이상근,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),A,7/31/2019,summer,개봉영화,장편,한국,1660,79232012162,9426011,18533549352,2132869,코미디,12세이상관람가,일반영화,7.23,"조정석(용남), 윤아(의주)",103,9.086271568,1333,2019,9426011,1 [1],0,0
스파이더맨: 파 프롬 홈,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,7/2/2019,summer,개봉영화,장편,미국,2142,69000711100,8020208,18515112400,2051196,액션,12세이상관람가,일반영화,6.56,"톰 홀랜드(피터 파커 / 스파이더맨 ), 사무엘 L. 잭슨(닉 퓨리), 젠다야 콜맨(미쉘 존스)",129,9.073556231,1645,2019,22537735,2 [2],1,1
백두산,"이해준,김병서","주식회사 덱스터 픽쳐스,(주)퍼펙트스톰필름,씨제이이앤엠(주)",,"씨제이이앤엠(주),(주)덱스터스튜디오",A,12/19/2019,winter,개봉영화,장편,한국,1971,52908739070,6290806,11465502430,1318194,어드벤처,12세이상관람가,일반영화,5.67,"이병헌(리준평), 하정우(조인창), 마동석(강봉래)",128,7.844660194,1133,2019,18872418,"2 [1, 1]",0,0
조커,토드 필립스,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,10/2/2019,autumn,개봉영화,장편,미국,1418,45380235450,5247794,14670413840,1634834,액션,15세이상관람가,일반영화,7.64,호아킨 피닉스(아서 플렉 / 조커),123,9.094818082,1814,2019,5247794,1 [1],0,1
봉오동 전투,"원신연,이영용","(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",,(주)쇼박스,C,8/7/2019,summer,개봉영화,장편,한국,1476,40514276538,4779501,7782799628,891383,사극,15세이상관람가,일반영화,5.3,"유해진(황해철), 류준열(이장하), 조우진(마병구)",135,9.229327453,907,2019,22317650,"3 [2, 1]",0,1
라이온 킹,존 파브로,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,7/17/2019,summer,개봉영화,장편,미국,1936,41518977430,4743184,11620751790,1218042,어드벤처,전체관람가,일반영화,6,"도날드 글로버(심바 목소리), 비욘세(날라 목소리), 제임스 얼 존스(무파사 목소리)",118,8.668552036,884,2019,4889524,3 [3],0,1
나쁜 녀석들: 더 무비,손용호,"씨제이이앤엠(주),(주)영화사비단길",,씨제이이앤엠(주),A,9/11/2019,autumn,개봉영화,장편,한국,1511,39560195124,4573902,8008441184,905239,범죄,15세이상관람가,일반영화,4.83,"마동석(박웅철), 김상중(오구탁), 김아중(곽노순)",114,8.485527544,1071,2019,5429882,2 [2],0,1
82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,A,10/23/2019,autumn,개봉영화,장편,한국,1486,30298542310,3678156,8396050370,994663,드라마,12세이상관람가,일반영화,6.79,"정유미(지영), 공유(대현)",118,9.485499463,931,2019,3678156,1 [1],0,1
분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/14/2019,summer,개봉영화,장편,미국,1311,32241767793,3657536,7717831533,839251,액션,12세이상관람가,일반영화,6,"드웨인 존슨(루크 홉스), 제이슨 스타뎀(데카드 쇼), 이드리스 엘바(브릭스턴)",136,9.019567456,971,2019,12043900,4 [4],1,0
가장 보통의 연애,김한결,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),C,10/2/2019,autumn,개봉영화,장편,한국,1073,24822316930,2917213,6614922790,753953,멜로/로맨스,15세이상관람가,일반영화,6.33,"김래원(재훈), 공효진(선영)",109,8.914076782,547,2019,2917213,1 [1],0,0
