,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,before_news,after_news,holiday,dist_cat
3,쥬라기 월드,콜린 트레보로우,유니버설픽쳐스인터내셔널 코리아(유),B,20150611,summer,개봉영화,장편,미국,1290,40130812071.0,11510753371,1243034,액션,12세이상관람가,일반영화,6.63,"크리스 프랫,브라이스 달라스 하워드,빈센트 도노프리오",125,8.337789203,1945,2015,23,0,1,1472533,1,1,3,209,668,0,B
784,애나벨 집으로,게리 도버먼,워너브러더스 코리아(주),B,20190626,summer,개봉영화,장편,미국,653,2439165690.0,585053120,67500,공포,15세이상관람가,일반영화,4.0,"패트릭 윌슨,베라 파미가,맥케나 그레이스",106,7.5,166,2019,0,1,0,7547746,1,0,7,59,312,0,B
130,특종: 량첸살인기,노덕,롯데쇼핑㈜롯데엔터테인먼트,A,20151022,autumn,개봉영화,장편,한국,776,4754763118.0,1319649718,165767,스릴러,15세이상관람가,일반영화,6.57,"조정석,이미숙,이하나",125,8.255125285,439,2015,1865195,0,0,16553863,1,1,6,757,523,0,A
582,오션스8,게리 로스,워너브러더스 코리아(주),B,20180613,summer,개봉영화,장편,미국,837,10972422166.0,4116090166,457824,액션,12세이상관람가,일반영화,5.8,"산드라 블록,케이트 블란쳇,앤 해서웨이",110,8.625824694,1061,2018,0,1,1,12031986,1,0,10,126,414,1,B
342,플로렌스,스티븐 프리어스,(주)이수C&E,B,20160824,summer,개봉영화,장편,영국,382,1079970100.0,460420100,58672,드라마,15세이상관람가,독립/예술영화,6.64,"메릴 스트립,휴 그랜트,사이몬 헬버그",111,8.869565217,184,2016,40802,0,1,1194021,1,2,9,36,71,0,B
773,극장판 헬로카봇: 옴파로스 섬의 비밀,"최신규,김진철",(주)넥스트엔터테인먼트월드(NEW),C,20190131,winter,개봉영화,장편,한국,752,4485905140.0,724293890,88888,애니메이션,전체관람가,일반영화,7.0,"이지현,김용준",78,9.02443609,1064,2019,1749934,1,1,2360055,2,2,9,24,163,0,A
878,기방도령,남대중,판씨네마(주),D,20190710,summer,개봉영화,장편,한국,625,2327760190.0,546588070,65509,코미디,15세이상관람가,일반영화,4.4,"준호,정소민,최귀화",110,7.87962963,108,2019,308180,0,0,2306848,1,1,4,510,520,0,C
321,로그 원: 스타워즈 스토리,가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,B,20161228,winter,개봉영화,장편,미국,907,5127537094.0,1796959744,196714,액션,12세이상관람가,일반영화,7.16,"펠리시티 존스,디에고 루나,매즈 미켈슨",133,8.381078691,1131,2016,710814,1,0,41546,1,2,2,134,318,0,B
222,앵그리버드 더 무비,"퍼갈 레일리,클레이 케이티스",유니버설픽쳐스인터내셔널 코리아(유),B,20160519,spring,개봉영화,장편,미국,661,5200133544.0,1145113344,139631,애니메이션,전체관람가,일반영화,6.0,"신동엽,신용우,정영웅",97,8.435855262999999,608,2016,0,1,0,375094,2,0,2,100,107,0,B
328,언더 워터,자움 콜렛 세라,유니버설픽쳐스인터내셔널 코리아(유),B,20160713,summer,개봉영화,장편,미국,518,3111772391.0,722677691,87120,공포,15세이상관람가,일반영화,7.25,블레이크 라이블리,86,8.227513228,378,2016,2373991,0,0,40096,1,2,1,14,73,0,B
910,안녕 베일리,게일 맨쿠소,CGV아트하우스,A,20190905,autumn,개봉영화,장편,미국,184,486987900.0,178685300,21522,드라마,전체관람가,일반영화,5.5,"조시 게드,데니스 퀘이드,캐서린 프레스콧",109,10.0,3,2019,0,0,0,1088109,1,0,5,47,143,0,A
441,눈길,이나정,"(주)엣나인필름,CGV아트하우스",D,20170301,spring,개봉영화,장편,한국,495,946705100.0,227150700,29161,드라마,15세이상관람가,독립/예술영화,6.0,"김영옥,김향기,김새론",121,9.046511628,129,2017,0,0,1,3692343,1,0,7,1507,1568,1,C
113,메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아(주),B,20150916,autumn,개봉영화,장편,미국,804,21596946349.0,5743724849,697898,액션,12세이상관람가,일반영화,6.56,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",132,8.467128028,867,2015,2812427,1,1,8514347,1,1,5,45,408,0,B
48,인서전트,로베르트 슈벤트케,롯데쇼핑㈜롯데엔터테인먼트,A,20150325,spring,개봉영화,장편,미국,480,2158449889.0,650066489,81654,SF,15세이상관람가,일반영화,5.0,"쉐일린 우들리,테오 제임스,케이트 윈슬렛",119,7.433962264,159,2015,101460,1,1,2251229,1,1,7,80,172,0,A
289,인천상륙작전,이재한,씨제이이앤엠(주),A,20160727,summer,개봉영화,장편,한국,1049,55101410303.0,11459996563,1427944,드라마,12세이상관람가,일반영화,3.41,"이정재,이범수,리암 니슨",110,8.57027739,6453,2016,0,0,1,38214166,1,0,16,2681,1871,0,A
803,미래의 미라이,호소다 마모루,메가박스중앙(주)플러스엠,A,20190116,winter,개봉영화,장편,일본,508,850022957.0,287591737,34117,애니메이션,전체관람가,일반영화,6.5,"카미시라이시 모카,쿠로키 하루",98,7.4,135,2019,0,0,0,0,1,0,0,40,222,0,A
206,레버넌트: 죽음에서 돌아온 자,알레한드로 곤잘레스 이냐리투,이십세기폭스코리아(주),B,20160114,winter,개봉영화,장편,미국,967,16107288130.0,5111304509,613536,어드벤처,15세이상관람가,일반영화,7.46,"레오나르도 디카프리오,톰 하디,도널 글리슨",156,8.009656652,932,2016,204742,1,0,12344291,1,1,11,270,432,0,B
578,골든슬럼버,노동석,씨제이이앤엠(주),A,20180214,winter,개봉영화,장편,한국,833,11412768798.0,2666693198,315506,범죄,15세이상관람가,일반영화,5.0,"강동원,김의성,한효주",108,6.530805687000001,422,2018,0,0,1,73499560,1,0,21,1241,760,0,A
285,잡아야 산다,오인천,오퍼스픽쳐스(유),D,20160107,winter,개봉영화,장편,한국,219,410361400.0,91032800,11245,코미디,15세이상관람가,일반영화,3.0,"김승우,김정태,혁",96,6.977777777999999,45,2016,480709,0,0,15403931,1,2,7,640,311,0,C
691,메가로돈,존 터틀타웁,워너브러더스 코리아(주),B,20180815,summer,개봉영화,장편,미국,601,4510731497.0,996870197,111268,액션,12세이상관람가,일반영화,4.4,"제이슨 스타뎀,레인 윌슨",113,7.575682382,403,2018,0,0,1,7883566,1,0,5,39,382,1,B
225,싱 스트리트,존 카니,(주)이수C&E,B,20160519,spring,개봉영화,장편,기타,494,4445416672.0,1888931472,231611,드라마,15세이상관람가,독립/예술영화,6.81,"페리다 월시-필로,루시 보인턴,잭 레이너",106,9.097664544,471,2016,3426679,0,0,2823641,1,1,1,312,209,0,B
612,콜 미 바이 유어 네임,루카 구아다니노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180322,spring,개봉영화,장편,기타,192,1655414700.0,940932000,110111,드라마,청소년관람불가,독립/예술영화,7.8,"티모시 샬라메,아미 해머",132,9.42519685,127,2018,0,0,0,631745,1,0,4,42,158,0,B
120,성난 변호사,허종호,씨제이이앤엠(주),A,20151008,autumn,개봉영화,장편,한국,607,8697174039.0,2126132839,263369,범죄,15세이상관람가,일반영화,6.65,"이선균,김고은,임원희",117,8.564612326,503,2015,0,1,0,12142724,1,0,7,521,382,0,A
476,킹스맨: 골든 서클,매튜 본,이십세기폭스코리아(주),B,20170927,autumn,개봉영화,장편,미국,1687,40987484736.0,12306638886,1419759,액션,청소년관람불가,일반영화,5.0,"콜린 퍼스,줄리안 무어,태런 에저튼",141,8.748452265,3069,2017,6125154,1,1,17498236,1,1,17,2279,965,0,B
391,원더 우먼,팻티 젠킨스,워너브러더스 코리아(주),B,20170531,spring,개봉영화,장편,미국,1034,17378566986.0,5302201586,631826,액션,12세이상관람가,일반영화,6.7,"갤 가돗,크리스 파인",141,8.388947928,941,2017,0,1,1,4232518,1,0,7,165,801,0,B
556,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,"(주)이수C&E,(주)에이원엔터테인먼트",B,20171214,winter,개봉영화,장편,일본,207,424665700.0,92383400,11757,애니메이션,전체관람가,일반영화,0.0,"조경이,이재현,이지현",65,0.0,0,2017,0,0,1,53984,1,0,2,1,15,0,B
221,런던 해즈 폴른,바박 나자피,메가박스중앙(주)플러스엠,A,20160310,spring,개봉영화,장편,미국,523,5908203979.0,1743777879,207959,액션,15세이상관람가,일반영화,4.0,"제라드 버틀러,아론 에크하트,모건 프리먼",98,8.8125,272,2016,0,0,1,11038008,1,0,16,38,110,0,A
893,좀비랜드: 더블 탭,루벤 플레셔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20191113,autumn,개봉영화,장편,미국,585,1176173880.0,391265590,44122,액션,15세이상관람가,일반영화,6.5,"우디 해럴슨,제시 아이젠버그,아비게일 브레스린",99,8.549019608,51,2019,3888096,1,0,10881099,1,1,9,17,187,0,B
171,갤로우즈,"트래비스 클러프,크리스 로핑",워너브러더스 코리아(주),B,20150903,autumn,개봉영화,장편,미국,299,674767406.0,144252106,17990,공포,15세이상관람가,일반영화,3.33,"캐시디 지포드,파이퍼 브라운,라이언 슈즈",81,6.607142857,56,2015,0,0,0,0,2,0,0,8,17,0,B
716,크레이지 리치 아시안,존 추,워너브러더스 코리아(주),B,20181025,autumn,개봉영화,장편,미국,531,1333313141.0,606690591,68552,멜로/로맨스,12세이상관람가,일반영화,6.5,"콘스탄스 우,헨리 골딩,양자경",120,7.906403941000001,203,2018,3100113,0,1,551897,1,1,1,54,279,0,B
711,극장판 도라에몽: 진구의 보물섬,이마이 카즈아키,(주)이수C&E,B,20180815,summer,개봉영화,장편,일본,463,1368372400.0,212102900,26827,애니메이션,전체관람가,일반영화,6.0,"윤아영,김정아,조현정",108,8.996078431,255,2018,0,1,1,700949,1,0,7,9,127,1,B
815,"어쩌다, 결혼","박호찬,박수진",CGV아트하우스,A,20190227,winter,개봉영화,장편,한국,529,586584249.0,183109419,22596,멜로/로맨스,12세이상관람가,독립/예술영화,4.5,"김동욱,고성희",87,7.578947368,76,2019,0,0,0,23465294,2,0,3,158,287,0,A
849,변신,김홍선,(주)에이스메이커무비웍스,D,20190821,summer,개봉영화,장편,한국,975,15417922925.0,3329066895,375676,공포,15세이상관람가,일반영화,4.5,"배성우,성동일,장영남",113,8.124497992,498,2019,475673,0,0,29620714,1,2,21,1010,1588,0,C
726,마일22,피터 버그,(주)팝엔터테인먼트,D,20180823,summer,개봉영화,장편,미국,203,600495500.0,188969000,21466,액션,15세이상관람가,일반영화,4.0,"마크 월버그,로렌 코핸,이코 우웨이스",95,7.917647059,85,2018,166095,0,0,2411566,1,2,4,34,138,0,C
536,저수지 게임,최진성,(주)스마일이엔티,D,20170907,autumn,개봉영화,장편,한국,289,984605100.0,390376200,47721,다큐멘터리,15세이상관람가,독립/예술영화,6.67,"주진우,조미래,정재호",100,9.777108434,166,2017,0,0,1,0,1,0,0,84,99,0,C
748,알라딘,가이 리치,월트디즈니컴퍼니코리아 유한책임회사,B,20190523,spring,개봉영화,장편,미국,1311,70606442339.0,20103879849,2239684,어드벤처,전체관람가,일반영화,6.0,"메나 마수드,윌 스미스,나오미 스콧",128,9.495961227999999,619,2019,412843,0,1,1970692,1,1,3,267,828,0,B
123,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),B,20151224,winter,개봉영화,장편,미국,686,7029012585.0,1640267600,217074,애니메이션,전체관람가,일반영화,6.0,"아담 샌들러,셀레나 고메즈,케빈 제임스",89,8.669312169,1890,2015,884885,0,1,884885,1,1,1,37,248,0,B
386,보안관,김형주,롯데쇼핑㈜롯데엔터테인먼트,A,20170503,spring,개봉영화,장편,한국,1091,20693290509.0,4093422209,491530,범죄,15세이상관람가,일반영화,5.89,"이성민,조진웅,김성균",115,8.391095591000001,2291,2017,2097,0,0,66981724,1,1,20,842,649,1,A
180,주온: 더 파이널,오치아이 마사유키,유니버설픽쳐스인터내셔널 코리아(유),B,20151001,autumn,개봉영화,장편,일본,318,461765400.0,101256000,13046,공포,15세이상관람가,일반영화,0.0,"타이라 아이리,키리야마 렌",90,5.155555556,45,2015,410644,0,1,0,1,1,0,10,24,0,B
161,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,(주)와우픽쳐스,D,20150917,autumn,개봉영화,장편,일본,351,816868100.0,155568500,20865,애니메이션,전체관람가,일반영화,5.67,"미즈타 와사비,오오하라 메구미,카카즈 유미",100,8.666666667000001,48,2015,0,1,1,496920,1,0,3,10,21,0,C
654,신과함께-인과 연,김용화,롯데컬처웍스(주)롯데엔터테인먼트,A,20180801,summer,개봉영화,장편,한국,2235,102477000000.0,22905551759,2636542,판타지,12세이상관람가,일반영화,6.31,"하정우,주지훈,김향기",141,8.671614712,6063,2018,8539495,1,1,50676747,1,1,10,1642,1921,0,A
453,사일런스,마틴 스코세이지,씨네그루(주)키다리이엔티,B,20170228,winter,개봉영화,장편,미국,342,700818300.0,298799600,38435,드라마,15세이상관람가,독립/예술영화,7.0,"앤드류 가필드,리암 니슨,아담 드라이버",159,8.890909091000001,110,2017,585082,0,1,9212576,1,1,13,25,57,0,B
117,007 스펙터,샘 멘데스,유니버설픽쳐스인터내셔널 코리아(유),B,20151111,autumn,개봉영화,장편,영국,1105,14301476030.0,4497382930,548003,액션,15세이상관람가,일반영화,5.69,"다니엘 크레이그,레아 세이두,크리스토프 왈츠",148,7.6290143960000005,903,2015,2376145,0,1,4467437,1,1,8,249,584,0,B
599,피터 래빗,윌 글럭,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180516,spring,개봉영화,장편,미국,599,3002378600.0,598104900,74021,애니메이션,전체관람가,일반영화,5.5,"제임스 코든,도널 글리슨,로즈 번",95,9.202635914,607,2018,0,0,1,8099753,1,0,7,25,96,0,B
889,벌새,김보라,"(주)엣나인필름,(주)콘텐츠판다",D,20190829,summer,개봉영화,장편,한국,145,1169896574.0,759988614,88602,드라마,15세이상관람가,독립/예술영화,8.38,"박지후,김새벽",138,10.0,2,2019,0,0,0,3603380,1,0,8,122,181,0,C
707,속닥속닥,최상훈,(주)그노스,D,20180713,summer,개봉영화,장편,한국,314,1900914300.0,342387100,36960,공포,15세이상관람가,일반영화,3.5,"소주연,김민규",91,9.620689655,29,2018,0,0,0,54450,1,0,1,209,74,0,C
827,쿠르스크,토마스 빈터베르그,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,20190116,winter,개봉영화,장편,기타,192,355683500.0,173141000,21029,드라마,15세이상관람가,일반영화,6.2,"마티아스 쇼에나에츠,콜린 퍼스,레아 세이두",118,9.6,5,2019,4308,0,1,8201844,1,1,6,45,22,0,C
669,신비한 동물들과 그린델왈드의 범죄,데이빗 예이츠,워너브러더스 코리아(주),B,20181114,autumn,개봉영화,장편,미국,1601,20816583118.0,6579253518,721713,판타지,12세이상관람가,일반영화,5.33,"에디 레드메인,조니 뎁,캐서린 워터스턴",134,7.4865168539999996,890,2018,4808872,1,1,15266021,1,2,9,373,830,0,B
462,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,와이드 릴리즈(주),D,20170125,winter,개봉영화,장편,영국,145,404919500.0,109442000,16138,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",68,8.287234043,188,2017,187724,1,1,19937900,1,3,23,3,15,0,C
524,미옥,이안규,씨네그루(주)키다리이엔티,B,20171109,autumn,개봉영화,장편,한국,635,1897705564.0,520190864,63596,범죄,청소년관람불가,일반영화,4.33,"김혜수,이선균",91,7.375,216,2017,0,0,0,3384525,1,0,2,258,541,0,B
240,극장판 안녕 자두야,손석우,씨제이이앤엠(주),A,20160504,spring,개봉영화,장편,한국,523,2124832300.0,377332100,46697,애니메이션,전체관람가,일반영화,0.0,"여민정,양정화",75,8.120155039,516,2016,0,1,0,72540,1,0,4,31,103,0,A
134,"협녀, 칼의 기억",박흥식,롯데쇼핑㈜롯데엔터테인먼트,A,20150813,summer,개봉영화,장편,한국,572,3360045489.0,999537689,123013,사극,15세이상관람가,일반영화,6.12,"이병헌,전도연,김고은",121,6.151515152000001,264,2015,2106,0,0,20289459,1,1,5,1387,488,0,A
155,내부자들: 디 오리지널,우민호,(주)쇼박스,C,20151231,winter,개봉영화,장편,한국,838,1236787715.0,354754600,45551,범죄,청소년관람불가,일반영화,0.0,"이병헌,조승우,백윤식",180,9.052407069,1641,2015,1310895,0,0,28282876,1,1,7,358,443,0,A
353,나의 산티아고,줄리아 폰 하인츠,(주)영화사 진진,D,20160714,summer,개봉영화,장편,기타,88,721244232.0,404870932,51590,코미디,12세이상관람가,독립/예술영화,6.0,"데비드 스트리에소브,마르티나 게덱,카롤리네 슈허",92,8.393258427000001,89,2016,0,0,1,44842,1,0,2,14,30,0,C
139,치외법권,신동엽,판씨네마(주),D,20150827,summer,개봉영화,장편,한국,446,2664941005.0,586388005,72126,액션,15세이상관람가,일반영화,4.83,"임창정,최다니엘",104,7.247058824,170,2015,211916,0,0,6404177,1,2,6,318,568,0,C
860,나랏말싸미,조철현,메가박스중앙(주)플러스엠,A,20190724,summer,개봉영화,장편,한국,1211,7871240823.0,1862210553,222884,사극,전체관람가,일반영화,6.45,"송강호,박해일,전미선",110,7.311239193,347,2019,0,0,1,19050874,1,0,7,354,1083,0,A
418,원라인,양경모,(주)넥스트엔터테인먼트월드(NEW),C,20170329,spring,개봉영화,장편,한국,613,3310122433.0,807184333,101624,범죄,15세이상관람가,일반영화,5.71,"임시완,진구,박병은",131,8.794642857000001,560,2017,0,0,0,38420762,1,0,9,986,472,0,A
60,버드맨,알레한드로 곤잘레스 이냐리투,이십세기폭스코리아(주),B,20150305,spring,개봉영화,장편,미국,380,1653103800.0,855370200,103328,코미디,청소년관람불가,일반영화,8.1,"마이클 키튼,에드워드 노튼,엠마 스톤",119,8.532051282000001,156,2015,0,0,0,8099449,1,0,6,165,279,0,B
858,쥬만지: 넥스트 레벨,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20191211,winter,개봉영화,장편,미국,1195,8774705410.0,2201988140,252836,액션,12세이상관람가,일반영화,6.0,"드웨인 존슨,잭 블랙,케빈 하트",122,8.176724137999999,232,2019,1708672,1,1,18000731,1,1,11,38,349,0,B
558,매혹당한 사람들,소피아 코폴라,유니버설픽쳐스인터내셔널 코리아(유),B,20170906,autumn,개봉영화,장편,미국,395,393548500.0,187653600,23621,스릴러,15세이상관람가,독립/예술영화,7.0,"니콜 키드먼,커스틴 던스트,엘르 패닝",94,8.376811594,69,2017,0,0,1,730412,1,0,11,32,59,0,B
165,프리덤,피터 쿠센스,주식회사 마운틴픽쳐스,D,20151119,autumn,개봉영화,장편,미국,117,736220100.0,141849400,18198,드라마,12세이상관람가,독립/예술영화,0.0,"쿠바 구딩 쥬니어,베르나르드 포처,윌리암 새들러",95,8.545454545,11,2015,0,1,0,0,1,0,0,24,47,0,C
658,안시성,김광식,(주)넥스트엔터테인먼트월드(NEW),C,20180919,autumn,개봉영화,장편,한국,1540,46335334026.0,10028662426,1146191,사극,12세이상관람가,일반영화,6.22,"조인성,남주혁,박성웅",135,8.667371847,6145,2018,0,0,1,17250055,1,0,8,2833,1466,0,A
300,도리를 찾아서,앤드류 스탠튼,월트디즈니컴퍼니코리아(주),B,20160706,summer,개봉영화,장편,미국,1091,20703899933.0,6199961913,724706,애니메이션,전체관람가,일반영화,6.52,"엘런 드제너러스,앨버트 브룩스,에드 오닐",97,8.691922006,1795,2016,0,1,0,0,1,0,0,195,371,0,B
214,워크래프트: 전쟁의 서막,던칸 존스,유니버설픽쳐스인터내셔널 코리아(유),B,20160609,summer,개봉영화,장편,미국,736,10087718005.0,2980332505,320325,액션,12세이상관람가,일반영화,5.96,"트래비스 핌멜,벤 포스터,폴라 패튼",122,8.683649289,1688,2016,0,1,1,204718,1,0,4,114,329,0,B
407,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,롯데쇼핑㈜롯데엔터테인먼트,A,20170329,spring,개봉영화,장편,미국,807,6285970884.0,1900110084,222563,SF,15세이상관람가,일반영화,5.14,스칼렛 요한슨,107,7.406067677999999,857,2017,0,0,1,27597419,1,0,8,88,295,0,A
468,미스 슬로운,존 매든,(주)메인타이틀픽쳐스,D,20170329,spring,개봉영화,장편,미국,104,381394300.0,199557400,24714,드라마,15세이상관람가,독립/예술영화,6.83,제시카 차스테인,132,9.2,5,2017,0,0,1,5413503,1,0,4,18,52,0,C
297,형,권수경,씨제이이앤엠(주),A,20161123,autumn,개봉영화,장편,한국,993,23113768293.0,5470616143,673565,코미디,12세이상관람가,일반영화,4.55,"조정석,디오,박신혜",110,9.011034483,1450,2016,0,0,0,30595374,1,0,6,487,1059,0,A
394,로건,제임스 맨골드,이십세기폭스코리아(주),B,20170301,spring,개봉영화,장편,미국,954,17590962723.0,5779445923,655286,액션,청소년관람불가,일반영화,7.55,휴 잭맨,137,8.946745562,2366,2017,0,1,1,5284688,1,0,4,223,480,1,B
131,서부전선,천성일,롯데쇼핑㈜롯데엔터테인먼트,A,20150924,autumn,개봉영화,장편,한국,509,4751661400.0,1045890400,128610,드라마,12세이상관람가,일반영화,5.83,"설경구,여진구",112,7.386533666,401,2015,0,0,0,13720896,1,0,6,1014,775,0,A
314,매그니피센트 7,안톤 후쿠아,유니버설픽쳐스인터내셔널 코리아(유),B,20160914,autumn,개봉영화,장편,미국,579,7633490421.0,2113986651,247071,액션,15세이상관람가,일반영화,5.79,"덴젤 워싱턴,크리스 프랫,이병헌",133,8.081967212999999,1525,2016,348278,0,1,21673771,1,4,10,1557,323,1,B
843,가장 보통의 연애,김한결,(주)넥스트엔터테인먼트월드(NEW),C,20191002,autumn,개봉영화,장편,한국,1073,24822316930.0,6614922790,753953,멜로/로맨스,15세이상관람가,일반영화,6.33,"김래원,공효진",109,8.914076782,547,2019,0,0,0,4485603,1,0,4,490,771,0,A
684,극장판 헬로카봇 : 백악기 시대,"최신규,김진철",(주)넥스트엔터테인먼트월드(NEW),C,20180801,summer,개봉영화,장편,한국,758,6542619500.0,1092117400,140632,애니메이션,전체관람가,일반영화,6.0,"이지현,김용준,양정화",84,9.2885212,967,2018,0,1,1,1256436,2,0,9,28,275,0,A
678,PMC: 더 벙커,김병우,씨제이이앤엠(주),A,20181226,winter,개봉영화,장편,한국,1081,9704247367.0,2436217967,285716,액션,15세이상관람가,일반영화,6.9,"하정우,이선균",124,6.906976744,774,2018,0,0,0,33134029,1,0,7,954,934,0,A
804,로켓맨,덱스터 플레처,롯데컬처웍스(주)롯데엔터테인먼트,A,20190605,summer,개봉영화,장편,영국,640,898067163.0,412628773,46681,드라마,15세이상관람가,일반영화,6.8,태런 에저튼,121,9.315217391000001,92,2019,214003,0,1,5444088,1,1,3,137,370,0,A
526,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",씨제이이앤엠(주),A,20170927,autumn,개봉영화,장편,일본,486,1581375300.0,302166700,39494,애니메이션,전체관람가,일반영화,5.0,"박경혜,홍범기,김현지",90,8.566371681,226,2017,550728,1,1,1730038,2,1,4,10,102,0,A
38,홈,팀 존슨,씨제이이앤엠(주),A,20150521,spring,개봉영화,장편,미국,532,2691338791.0,649663691,83379,애니메이션,전체관람가,일반영화,6.56,"짐 파슨스,리아나,제니퍼 로페즈",94,8.260869565,207,2015,0,0,0,1648070,1,0,1,0,1,0,A
249,글로리데이,최정열,(주)엣나인필름,D,20160324,spring,개봉영화,장편,한국,494,1484010868.0,451492668,54491,드라마,15세이상관람가,독립/예술영화,5.75,"지수,수호,류준열",93,8.285714286000001,168,2016,0,0,0,472568,1,0,2,1293,417,0,C
436,더 큐어,고어 버빈스키,이십세기폭스코리아(주),B,20170215,winter,개봉영화,장편,미국,419,1331883200.0,484137700,56699,미스터리,청소년관람불가,일반영화,6.2,"데인 드한,미아 고스,제이슨 아이삭스",146,7.56377551,392,2017,0,0,1,4194648,1,0,4,41,86,0,B
402,악녀,정병길,(주)넥스트엔터테인먼트월드(NEW),C,20170608,summer,개봉영화,장편,한국,685,9493804744.0,2478368444,296311,액션,청소년관람불가,일반영화,5.4,"김옥빈,신하균,성준",123,7.808153477,417,2017,0,0,0,1978068,1,0,4,831,935,0,A
53,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,야마모토 야스이치로,씨제이이앤엠(주),A,20150212,winter,개봉영화,장편,일본,187,1885543600.0,356320500,48679,애니메이션,12세이상관람가,일반영화,5.0,"김선혜,강수진,이현진",92,8.571428571,7,2015,1273318,1,1,2174394,1,4,7,11,38,0,A
194,크림슨 피크,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),B,20151125,autumn,개봉영화,장편,미국,255,377338400.0,182899400,22408,판타지,청소년관람불가,일반영화,6.29,"톰 히들스턴,제시카 차스테인,미아 와시코브스카",118,7.239130435,92,2015,2539114,0,0,3602788,1,1,7,19,41,0,B
136,오피스,홍원찬,(주)리틀빅픽쳐스,D,20150903,autumn,개봉영화,장편,한국,425,3354086230.0,801709530,97876,스릴러,15세이상관람가,일반영화,6.31,"고아성,박성웅",111,7.033613445,238,2015,0,0,0,23624896,1,0,10,309,229,0,C
444,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,(주)넥스트엔터테인먼트월드(NEW),C,20170125,winter,개봉영화,장편,일본,334,905611600.0,147031700,18053,애니메이션,전체관람가,일반영화,0.0,"야지마 아키코,나라하시 미키,후지와라 케이지",96,8.816964286000001,224,2017,150226,1,1,0,1,1,0,4,21,0,A
795,우상,이수진,CGV아트하우스,A,20190320,spring,개봉영화,장편,한국,900,1581839728.0,534386118,59765,스릴러,15세이상관람가,일반영화,5.63,"한석규,설경구,천우희",144,6.683823529,136,2019,0,0,0,13630605,1,0,9,311,777,0,A
281,극장판 프랭키와 친구들: 생명의 나무,박정오,예지림엔터테인먼트,D,20160413,spring,개봉영화,장편,한국,258,408723600.0,103400500,13068,애니메이션,전체관람가,일반영화,0.0,"이소은,안영미,김민정",72,8.782608696,69,2016,0,1,0,1680236,1,0,3,5,11,1,C
35,무뢰한,오승욱,CGV아트하우스,A,20150527,spring,개봉영화,장편,한국,482,3253854931.0,1111717431,136411,멜로/로맨스,청소년관람불가,일반영화,7.21,"전도연,김남길,박성웅",118,7.502283105,219,2015,0,0,0,23523340,1,0,10,1493,544,0,A
512,아메리칸 메이드,더그 라이만,유니버설픽쳐스인터내셔널 코리아(유),B,20170914,autumn,개봉영화,장편,미국,691,3175539145.0,932267045,114257,범죄,15세이상관람가,일반영화,6.67,"톰 크루즈,도널 글리슨,사라 라이트",115,8.115,200,2017,4389009,0,1,14316812,1,1,7,36,223,0,B
575,레디 플레이어 원,스티븐 스필버그,워너브러더스 코리아(주),B,20180328,spring,개봉영화,장편,미국,1079,19924623571.0,7255307121,762933,액션,12세이상관람가,일반영화,8.36,"마크 라이런스,사이먼 페그,올리비아 쿡",140,8.930516954,1799,2018,386318,0,1,13930282,1,2,10,135,406,0,B
797,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,B,20190227,winter,개봉영화,장편,한국,624,1304861670.0,349815310,44630,드라마,12세이상관람가,일반영화,4.17,"비,강소라,이범수",116,7.547169811,159,2019,0,0,1,108829,1,0,3,967,581,0,B
378,더 킹,한재림,(주)넥스트엔터테인먼트월드(NEW),C,20170118,winter,개봉영화,장편,한국,1310,43486078535.0,11144618435,1318493,범죄,15세이상관람가,일반영화,6.83,"조인성,정우성,배성우",134,8.511759172,3189,2017,0,0,0,36041631,1,0,18,2836,1540,0,A
