,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,before_news,after_news,holiday,dist_cat
290,럭키,이계벽,(주)쇼박스,C,20161013,autumn,개봉영화,장편,한국,1158,56361435256.0,13812629836,1640015,코미디,15세이상관람가,일반영화,5.68,"유해진,이준,조윤희",112,8.826053443,3892,2016,0,0,1,32679526,1,0,11,909,755,0,A
415,트리플 엑스 리턴즈,D.J. 카루소,롯데쇼핑㈜롯데엔터테인먼트,A,20170208,winter,개봉영화,장편,미국,590,3967335095.0,1022502995,116855,액션,15세이상관람가,일반영화,0.0,"빈 디젤,사무엘 L. 잭슨,루비 로즈",106,8.291071429,560,2017,1,1,0,28188685,1,1,12,29,180,0,A
313,"고산자, 대동여지도",강우석,씨제이이앤엠(주),A,20160907,autumn,개봉영화,장편,한국,765,7777473258.0,1911829638,230579,사극,전체관람가,일반영화,5.78,"차승원,유준상",129,8.239467849,451,2016,1737253,0,1,5038378,1,1,7,1380,877,0,A
421,킹 아서: 제왕의 검,가이 리치,워너브러더스 코리아(주),B,20170517,spring,개봉영화,장편,영국,588,3348220655.0,953887855,113292,판타지,12세이상관람가,일반영화,5.25,"찰리 허냄,주드 로",126,8.327044025,159,2017,108551,0,1,817545,1,1,2,45,208,0,B
657,앤트맨과 와스프,페이튼 리드,월트디즈니컴퍼니코리아 유한책임회사,B,20180704,summer,개봉영화,장편,미국,1775,47465443185.0,13821594585,1503229,액션,12세이상관람가,일반영화,6.13,"폴 러드,에반젤린 릴리,마이클 더글라스",118,8.975738985,3586,2018,2839921,1,1,8519763,1,1,3,202,886,0,B
122,미쓰 와이프,강효진,메가박스중앙(주)플러스엠,A,20150813,summer,개봉영화,장편,한국,437,7357162869.0,1676810469,221861,코미디,15세이상관람가,일반영화,6.17,"엄정화,송승헌",125,8.727659574,470,2015,1008,0,0,8405740,1,1,5,660,268,0,A
779,극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)넥스트엔터테인먼트월드(NEW),C,20190110,winter,개봉영화,장편,한국,763,3140214420.0,535720640,66881,애니메이션,전체관람가,일반영화,5.0,"김서영,엄상현,안현서",70,9.18728223,1148,2019,874967,0,1,5043092,2,1,26,27,183,0,A
757,내안의 그놈,강효진,"(주)메리크리스마스,TCO(주)더콘텐츠온",D,20190109,winter,개봉영화,장편,한국,1041,16293580567.0,3159829257,357691,판타지,15세이상관람가,일반영화,4.0,"진영,박성웅,라미란",122,8.974522293,628,2019,1052,0,0,20005180,1,2,10,387,762,0,C
361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,와이드 릴리즈(주),D,20160928,autumn,개봉영화,장편,영국,164,420233500.0,101644500,16874,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",57,8.575268817000001,186,2016,0,1,1,25150865,1,0,19,0,7,0,C
336,아이 엠 어 히어로,사토 신스케,(주)영화사 빅,D,20160921,autumn,개봉영화,장편,일본,263,1806714900.0,510901800,59348,액션,청소년관람불가,독립/예술영화,5.83,"오오이즈미 요,나가사와 마사미,아리무라 카스미",127,7.473684211,19,2016,314,0,1,54372,1,1,2,24,102,0,C
135,어린왕자,마크 오스본,씨네그루(주)다우기술,B,20151223,winter,개봉영화,장편,프랑스,494,3195586794.0,990648100,126883,애니메이션,전체관람가,독립/예술영화,7.25,"제프 브리지스,레이첼 맥아담스,매켄지 포이",106,8.180925666,713,2015,0,1,0,3400901,1,0,5,191,185,0,B
787,악질경찰,이정범,워너브러더스 코리아(주),B,20190320,spring,개봉영화,장편,한국,833,2256615278.0,543947088,61930,범죄,청소년관람불가,일반영화,4.29,"이선균,전소니,박해준",127,7.281081081,185,2019,0,0,0,9107127,1,0,7,619,696,0,B
709,업그레이드,리 워넬,유니버설픽쳐스인터내셔널 코리아(유),B,20180906,autumn,개봉영화,장편,미국,220,1740245800.0,518659400,55677,액션,15세이상관람가,일반영화,6.67,로건 마샬 그린,100,0.0,0,2018,825517,0,0,0,1,1,0,13,20,0,B
651,벅스 프렌즈,딩 스,(주)스톰픽쳐스코리아,D,20180606,summer,개봉영화,장편,기타,262,275901700.0,50122200,6065,애니메이션,전체관람가,독립/예술영화,0.0,"김소희,윤세웅,석승훈",75,8.179487179,78,2018,0,0,0,591781,1,0,13,10,24,1,C
367,리틀메딕: 몸속탐험대,피터 클라릿지,(주)팝엔터테인먼트,D,20161124,autumn,개봉영화,장편,기타,291,515053700.0,96544900,11585,애니메이션,전체관람가,독립/예술영화,0.0,-,75,8.173913042999999,69,2016,0,0,1,0,1,0,0,3,17,0,C
888,진범,고정욱,(주)리틀빅픽쳐스,D,20190710,summer,개봉영화,장편,한국,224,1424601000.0,298936100,34223,스릴러,15세이상관람가,일반영화,6.33,"송새벽,유선",100,7.829268292999999,82,2019,0,0,0,703896,1,0,2,165,53,0,C
837,조커,토드 필립스,워너브러더스 코리아(주),B,20191002,autumn,개봉영화,장편,미국,1418,45380235450.0,14670413840,1634834,액션,15세이상관람가,일반영화,7.64,호아킨 피닉스,123,9.094818082,1814,2019,0,0,1,64450,1,0,3,299,931,0,B
619,나를 기억해,이한욱,씨네그루(주)키다리이엔티,B,20180419,spring,개봉영화,장편,한국,545,1227953892.0,289799692,32322,미스터리,청소년관람불가,일반영화,3.67,"이유영,김희원",102,8.064220183,109,2018,0,0,0,7881716,1,0,9,1163,704,0,B
8,빅 히어로,"돈 홀,크리스 윌리암스",월트디즈니컴퍼니코리아(주),B,20150121,winter,개봉영화,장편,미국,825,21993119765.0,6512949165,772249,애니메이션,전체관람가,일반영화,7.16,"다니엘 헤니,라이언 포터,스콧 애짓",108,9.359840954,1006,2015,0,1,0,3490818,2,0,3,678,449,0,B
97,송 원,케이트 베커-플로이랜드,(주)박수엔터테인먼트,D,20150401,spring,개봉영화,장편,미국,365,343444743.0,130271143,16646,드라마,15세이상관람가,독립/예술영화,5.56,"앤 해서웨이,자니 플린,메리 스틴버겐",88,6.148148148,27,2015,0,0,0,10366311,1,0,3,15,64,0,C
896,윤희에게,임대형,(주)리틀빅픽쳐스,D,20191114,autumn,개봉영화,장편,한국,317,931873501.0,541648751,66197,멜로/로맨스,12세이상관람가,독립/예술영화,6.71,"김희애,김소혜,성유빈",105,9.428571429,77,2019,2820,0,0,13313047,1,1,5,268,371,0,C
348,감바의 대모험,"카와무라 토모히로,코모리 요시히로",(주)영화사 빅,D,20161110,autumn,개봉영화,장편,일본,400,873677700.0,164212900,20534,애니메이션,전체관람가,독립/예술영화,5.0,"카지 유우키,칸다 사야카,타카기 와타루",90,8.738636364,88,2016,0,0,1,0,2,0,0,6,37,0,C
509,반드시 잡는다,김홍선,(주)넥스트엔터테인먼트월드(NEW),C,20171129,autumn,개봉영화,장편,한국,565,3324033772.0,794998472,102380,스릴러,15세이상관람가,일반영화,6.5,"백윤식,성동일",110,8.298630137,365,2017,1778083,0,1,25984966,1,1,6,509,299,0,A
883,"안녕, 티라노: 영원히, 함께",시즈노 코분,(주)넥스트엔터테인먼트월드(NEW),C,20190814,summer,개봉영화,장편,한국,512,1553219230.0,279466440,33262,애니메이션,전체관람가,독립/예술영화,6.0,"시영준,정혜원,이세은",98,8.67,100,2019,955889,1,0,891830,1,2,9,14,180,0,A
703,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,타카하시 와타루,씨제이이앤엠(주),A,20181219,winter,개봉영화,장편,일본,489,2148708050.0,307873700,38316,애니메이션,전체관람가,일반영화,0.0,"박영남,강희선,김환진",104,8.974789916,238,2018,269423,1,1,2541423,1,2,9,7,51,0,A
746,어벤져스: 엔드게임,"안소니 루소,조 루소",월트디즈니컴퍼니코리아 유한책임회사,B,20190424,spring,개봉영화,장편,미국,2835,122049000000.0,33469723220,3585380,액션,12세이상관람가,일반영화,7.62,"로버트 다우니 주니어,크리스 에반스,크리스 헴스워스",181,9.524420967000001,24610,2019,39759338,1,1,57033925,2,4,10,1394,2825,0,B
21,차이나타운,한준희,CGV아트하우스,A,20150429,spring,개봉영화,장편,한국,551,11989400678.0,3327822078,395351,범죄,청소년관람불가,일반영화,6.03,"김혜수,김고은,엄태구",110,7.491289199,574,2015,0,0,0,23495448,1,0,6,1607,607,0,A
482,아이 캔 스피크,김현석,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",A,20170921,autumn,개봉영화,장편,한국,1140,25526451186.0,6406642486,796298,코미디,12세이상관람가,일반영화,7.25,"나문희,이제훈",119,9.257869249,826,2017,1707487,0,1,10082233,1,1,2,722,750,0,A
892,극장판 엉덩이 탐정: 화려한 사건 수첩,히라야마 미호,(주)넥스트엔터테인먼트월드(NEW),C,20190711,summer,개봉영화,장편,일본,561,1094031140.0,234481940,27835,애니메이션,전체관람가,일반영화,6.0,"김은아,소연",68,6.846153846,39,2019,0,0,1,5694290,1,0,7,12,108,0,A
405,대립군,정윤철,이십세기폭스코리아(주),B,20170531,spring,개봉영화,장편,한국,809,6267195402.0,1501558202,190501,드라마,15세이상관람가,일반영화,6.5,"이정재,여진구,김무열",130,7.835025381,394,2017,0,0,0,16787313,1,0,7,1494,695,0,B
912,더 룸,크리스티앙 볼크만,"(주)퍼스트런,(주)팬엔터테인먼트",D,20190925,autumn,개봉영화,장편,프랑스,163,461964100.0,175815300,21429,미스터리,15세이상관람가,독립/예술영화,5.67,"올가 쿠릴렌코,케빈 얀센스",100,9.1,10,2019,0,0,0,8272,1,0,1,17,133,0,C
806,크게 될 놈,강지은,(주)영화사오원,D,20190418,spring,개봉영화,장편,한국,447,780915420.0,146506530,18392,드라마,15세이상관람가,일반영화,4.5,"김해숙,손호준",108,9.176923077,130,2019,0,0,0,11453182,1,0,4,115,332,0,C
478,꾼,장창원,(주)쇼박스,C,20171122,autumn,개봉영화,장편,한국,1314,31312029795.0,7524164445,931841,범죄,15세이상관람가,일반영화,4.4,"현빈,유지태,배성우",117,8.346560847000001,1512,2017,0,0,0,36389348,1,0,20,340,177,0,A
590,인시디어스4: 라스트 키,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180131,winter,개봉영화,장편,미국,769,4301309864.0,985318264,123478,공포,15세이상관람가,일반영화,5.33,"린 샤예,스펜서 로크,조쉬 스튜어트",103,7.3789473679999995,285,2018,35,1,0,825517,1,1,1,24,180,0,B
491,기억의 밤,장항준,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",A,20171129,autumn,개봉영화,장편,한국,751,10646654660.0,2885227160,362625,미스터리,15세이상관람가,일반영화,5.67,"강하늘,김무열",109,8.524390244,738,2017,0,0,0,9586734,1,0,7,1142,686,0,A
46,런 올 나이트,자움 콜렛 세라,워너브러더스 코리아(주),B,20150319,spring,개봉영화,장편,미국,411,2293671495.0,623115595,76106,액션,청소년관람불가,일반영화,5.94,"리암 니슨,조엘 킨나만,에드 해리스",114,8.026086957,115,2015,2084457,0,0,17046553,1,1,10,29,127,0,B
364,이퀄스,드레이크 도리머스,씨네그루(주)키다리이엔티,B,20160831,summer,개봉영화,장편,미국,357,519932300.0,187674000,23942,드라마,15세이상관람가,일반영화,6.79,"크리스틴 스튜어트,니콜라스 홀트",101,8.100628931000001,159,2016,4088,0,1,6314983,1,1,8,22,64,0,B
296,나우 유 씨 미 2,존 추,롯데쇼핑㈜롯데엔터테인먼트,A,20160713,summer,개봉영화,장편,미국,1200,25116690113.0,7162588413,850601,범죄,12세이상관람가,일반영화,5.34,"제시 아이젠버그,마크 러팔로,우디 해럴슨",129,8.588807786,2055,2016,1855917,1,0,26001159,1,1,17,140,366,0,A
49,소수의견,김성제,(주)시네마서비스,D,20150624,summer,개봉영화,장편,한국,398,2015282936.0,692212236,90111,드라마,15세이상관람가,일반영화,7.18,"윤계상,유해진,김옥빈",126,9.085,200,2015,0,1,0,17753412,1,0,9,1522,498,0,C
487,애나벨 : 인형의 주인,데이비드 F. 샌드버그,워너브러더스 코리아(주),B,20170810,summer,개봉영화,장편,미국,1006,15526858738.0,3970570338,472569,공포,15세이상관람가,일반영화,7.0,"스테파니 시그만,탈리타 베이트먼,앨리시아 벨라 베일리",109,7.726762821,1248,2017,1111158,1,1,0,1,1,0,43,437,0,B
224,널 기다리며,모홍진,(주)넥스트엔터테인먼트월드(NEW),C,20160310,spring,개봉영화,장편,한국,551,5232611336.0,1188915987,138898,스릴러,청소년관람불가,일반영화,5.06,"심은경,윤제문,김성오",108,7.894859812999999,428,2016,0,1,0,14125589,1,0,7,357,317,0,A
750,돈,박누리,(주)쇼박스,C,20190320,spring,개봉영화,장편,한국,1431,28869614062.0,7287586982,833513,범죄,15세이상관람가,일반영화,5.5,"류준열,유지태,조우진",115,8.458333332999999,2040,2019,0,0,1,32646054,1,0,19,388,356,0,A
219,좋아해줘,박현진,씨제이이앤엠(주),A,20160217,winter,개봉영화,장편,한국,637,6572774337.0,1904246337,234990,멜로/로맨스,12세이상관람가,일반영화,6.4,"이미연,최지우,김주혁",123,8.771289538,411,2016,0,0,0,2169529,1,0,2,1492,1054,0,A
872,47미터 2,요하네스 로버츠,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",D,20190828,summer,개봉영화,장편,미국,649,3846315153.0,1102624133,130922,공포,15세이상관람가,일반영화,4.0,"소피 넬리스,시스틴 로즈 스탤론,브리안느 쥬",90,8.397321429,224,2019,590036,1,0,2146,1,1,1,29,235,0,C
761,드래곤 길들이기 3,딘 데블로이스,유니버설픽쳐스인터내셔널 코리아(유),B,20190130,winter,개봉영화,장편,미국,971,12340610576.0,3246170416,369678,애니메이션,전체관람가,일반영화,6.71,"제이 바루첼,아메리카 페레라,케이트 블란쳇",104,9.28358209,737,2019,0,1,1,6746558,1,0,8,86,484,0,B
913,우리집,윤가은,롯데컬처웍스(주)롯데엔터테인먼트,A,20190822,summer,개봉영화,장편,한국,147,444391340.0,252210120,29807,드라마,전체관람가,독립/예술영화,6.9,"김나연,김시아,주예림",92,9.14893617,47,2019,19823,0,0,6317659,1,1,3,117,226,0,A
647,정글번치: 최강 악당의 등장,다비드 알로,(주)팝엔터테인먼트,D,20180419,spring,개봉영화,장편,프랑스,331,292593700.0,56514500,6729,애니메이션,전체관람가,독립/예술영화,0.0,"최원형,김민진,박재현",97,7.517241379,29,2018,0,1,0,0,1,0,0,2,13,0,C
201,귀향,조정래,(주)와우픽쳐스,D,20160224,winter,개봉영화,장편,한국,876,27244007990.0,6310471892,801788,드라마,15세이상관람가,일반영화,5.8,"강하나,최리,손숙",127,9.521487351000001,3281,2016,28324,1,0,0,1,1,0,240,1479,0,C
562,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",D,20170719,summer,개봉영화,장편,미국,154,328678600.0,142556300,19450,코미디,12세이상관람가,독립/예술영화,5.33,"셜리 맥클레인,아만다 사이프리드,앤쥴 리 딕슨",108,0.0,0,2017,0,0,0,443002,1,0,5,13,21,0,C
622,얼리맨,닉 파크,(주)이수C&E,B,20180503,spring,개봉영화,장편,영국,597,910471000.0,189895000,23330,애니메이션,전체관람가,독립/예술영화,6.0,"에디 레드메인,톰 히들스턴,메이지 윌리암스",89,8.583333332999999,36,2018,0,0,0,11409312,1,0,8,39,145,0,B
917,파비안느에 관한 진실,고레에다 히로카즈,(주)티캐스트,B,20191205,winter,개봉영화,장편,프랑스,109,269114940.0,183436660,27636,드라마,12세이상관람가,독립/예술영화,6.86,"까뜨린느 드뇌브,줄리엣 비노쉬,에단 호크",107,7.75,12,2019,310932,0,0,1009095,1,4,8,24,88,0,B
63,최강전사 미니특공대 : 새로운 악당의 습격,이영준,에이원엔터테인먼트,D,20150205,winter,개봉영화,장편,한국,318,1163431200.0,220766300,27906,애니메이션,전체관람가,일반영화,0.0,"엄상현,전태열,신용우",60,7.558252427,206,2015,0,1,0,211248,1,0,6,5,13,0,C
604,명탐정 코난:감벽의 관,야마모토 야스이치로,씨제이이앤엠(주),A,20180214,winter,개봉영화,장편,일본,487,1800316000.0,310023800,40693,애니메이션,12세이상관람가,일반영화,5.0,"김선혜,강수진,이현진",107,8.526315789,76,2018,385853,1,1,31805,1,2,1,11,71,0,A
245,순정,이은희,(주)리틀빅픽쳐스,D,20160224,winter,개봉영화,장편,한국,467,1643792033.0,507428633,65385,드라마,12세이상관람가,일반영화,5.5,"디오,김소현,연준석",113,9.085714286,175,2016,0,1,0,10141,1,0,1,1182,449,0,C
442,시간위의 집,임대웅,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",D,20170405,spring,개봉영화,장편,한국,454,987958600.0,247386600,29576,미스터리,15세이상관람가,일반영화,4.71,"김윤진,택연,조재윤",100,8.642105263,190,2017,0,0,1,14628653,1,0,6,481,397,0,C
810,파이브 피트,저스틴 밸도니,"(주)누리픽쳐스,케이티하이텔(주)",D,20190410,spring,개봉영화,장편,미국,457,805051420.0,318561630,35861,드라마,15세이상관람가,일반영화,5.0,"헤일리 루 리차드슨,콜 스프로즈",116,9.013333333,75,2019,0,0,0,1695798,1,0,2,22,168,0,C
574,메이즈 러너: 데스 큐어,웨스 볼,이십세기폭스코리아(주),B,20180117,winter,개봉영화,장편,미국,1090,18902873104.0,5015312604,582686,액션,12세이상관람가,일반영화,5.0,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",143,8.50989011,910,2018,2744413,1,1,11582365,1,1,7,1491,552,0,B
0,어벤져스: 에이지 오브 울트론,조스 웨던,월트디즈니컴퍼니코리아(주),B,20150423,spring,개봉영화,장편,미국,1843,88582586366.0,25001906266,2823388,액션,12세이상관람가,일반영화,6.92,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로",141,8.612376614,5268,2015,7073037,1,0,33074337,1,1,11,4120,1940,0,B
539,더 테이블,김종관,(주)엣나인필름,D,20170824,summer,개봉영화,장편,한국,272,830762100.0,473573400,56654,드라마,12세이상관람가,독립/예술영화,5.5,"정유미,한예리,정은채",70,8.317073171,328,2017,80818,0,0,27393676,1,2,13,989,181,0,C
767,엑스맨: 다크 피닉스,사이먼 킨버그,이십세기폭스코리아(주),B,20190605,summer,개봉영화,장편,미국,991,7644198640.0,2170299420,227023,액션,12세이상관람가,일반영화,5.67,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스",114,7.934210526,456,2019,0,1,1,12893666,1,0,17,155,643,0,B
762,어스,조던 필,유니버설픽쳐스인터내셔널 코리아(유),B,20190327,spring,개봉영화,장편,미국,1132,12586771104.0,4105738924,463806,공포,15세이상관람가,일반영화,7.22,"루피타 뇽,윈스턴 듀크,엘리자베스 모스",116,7.808024378,1969,2019,2128572,0,0,14056779,1,1,5,174,766,0,B
689,퍼스트맨,데이미언 셔젤,유니버설픽쳐스인터내셔널 코리아(유),B,20181018,autumn,개봉영화,장편,미국,1190,6094765639.0,2286908439,234728,SF,12세이상관람가,일반영화,7.44,"라이언 고슬링,클레어 포이",141,8.102857143,350,2018,3944212,0,1,3176732,1,2,4,197,608,0,B
187,더 비지트,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),B,20151015,autumn,개봉영화,장편,미국,279,403435581.0,125714081,15652,스릴러,15세이상관람가,일반영화,6.7,"올리비아 데종,에드 옥슨볼드",94,6.6829268289999995,41,2015,537918,0,0,0,1,1,0,20,45,0,B
406,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,유니버설픽쳐스인터내셔널 코리아(유),B,20170125,winter,개봉영화,장편,미국,599,6422202365.0,1676603015,193951,액션,청소년관람불가,일반영화,6.0,"밀라 요보비치,알리 라터,이아인 글렌",106,8.607060629,1303,2017,1373873,1,1,16555,1,1,2,74,238,0,B
148,괴물의 아이,호소다 마모루,"CGV아트하우스,(주)리틀빅픽쳐스",A,20151125,autumn,개봉영화,장편,일본,363,1652580816.0,541973716,70050,애니메이션,12세이상관람가,일반영화,7.2,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타",119,8.893203883,103,2015,330679,1,0,16234,1,1,6,39,96,0,A
751,악인전,이원태,"(주)에이스메이커무비웍스,(주)키위미디어그룹",D,20190515,spring,개봉영화,장편,한국,1307,29116066670.0,6401126560,721472,범죄,청소년관람불가,일반영화,5.71,"마동석,김무열,김성규",110,8.780757097999999,634,2019,380581,0,0,44555146,1,1,15,725,1299,0,C
26,"님아, 그 강을 건너지 마오",진모영,"CGV아트하우스,(주)대명문화공장",A,20141127,autumn,개봉영화,장편,한국,206,7509448200.0,1833419900,228599,다큐멘터리,전체관람가,독립/예술영화,6.0,"조병만,강계열",86,9.67,100,2014,0,1,0,0,1,0,0,31,59,0,A
461,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,(주)박수엔터테인먼트,D,20170427,spring,개봉영화,장편,일본,96,460086500.0,211241000,27602,애니메이션,12세이상관람가,일반영화,0.0,"오노 켄쇼,오노 유우키,사이토 치와",91,9.663636364,110,2017,0,0,1,0,1,0,0,10,10,0,C
670,맘마미아!2,올 파커,유니버설픽쳐스인터내셔널 코리아(유),B,20180808,summer,개봉영화,장편,미국,750,19532365003.0,6377571153,732343,코미디,12세이상관람가,일반영화,6.2,"아만다 사이프리드,릴리 제임스,메릴 스트립",114,9.082278481,1106,2018,0,1,1,1317471,1,0,8,155,505,0,B
655,보헤미안 랩소디,브라이언 싱어,이십세기폭스코리아(주),B,20181031,autumn,개봉영화,장편,미국,936,80010440345.0,25921653295,2878878,드라마,12세이상관람가,일반영화,6.14,"라미 말렉,루시 보인턴,귈림 리",134,9.555923778,1207,2018,2937941,0,1,0,1,1,0,203,753,0,B
785,배심원들,홍승완,CGV아트하우스,A,20190515,spring,개봉영화,장편,한국,784,2296829090.0,724211930,86835,드라마,12세이상관람가,일반영화,6.67,"문소리,박형식",114,9.25,96,2019,0,0,0,5516923,1,0,6,577,800,0,A
59,연애의 맛,김아론,"(주)와우픽쳐스,(주)쇼박스",D,20150507,spring,개봉영화,장편,한국,398,1706805153.0,382376253,45698,멜로/로맨스,청소년관람불가,일반영화,5.0,"오지호,강예원",101,8.14953271,107,2015,0,0,0,527136,1,0,2,1418,344,0,C
714,극장판 포켓몬스터 모두의 이야기,야지마 테츠오,(주)이수C&E,B,20181219,winter,개봉영화,장편,일본,493,1314100400.0,273834050,34037,애니메이션,전체관람가,일반영화,7.0,"마츠모토 리카,오오타니 이쿠에",98,9.240143369,279,2018,0,1,1,215159,1,0,1,10,79,0,B
326,가려진 시간,엄태화,(주)쇼박스,C,20161116,autumn,개봉영화,장편,한국,884,3946462400.0,1183297400,144193,드라마,12세이상관람가,일반영화,6.68,"강동원,신은수,이효제",129,8.191629956,454,2016,16733,0,0,13516601,1,1,4,955,453,0,A
424,어쌔신 크리드,저스틴 커젤,이십세기폭스코리아(주),B,20170111,winter,개봉영화,장편,미국,566,2899784921.0,763791621,90313,액션,15세이상관람가,일반영화,5.67,"마이클 패스벤더,마리옹 꼬띠아르,제레미 아이언스",115,7.36173913,575,2017,0,0,1,10169408,1,0,11,50,148,0,B
720,빅샤크: 매직체인지,헤 질리,와이드 릴리즈(주),D,20180627,summer,개봉영화,장편,기타,414,774362200.0,100414400,12500,애니메이션,전체관람가,일반영화,4.0,"이제인,장병관,김사라",74,7.793103447999999,58,2018,0,1,0,55355,1,0,1,2,34,0,C
477,토르: 라그나로크,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,B,20171025,autumn,개봉영화,장편,미국,1640,39227691395.0,12078816595,1417791,액션,12세이상관람가,일반영화,6.13,"크리스 헴스워스,마크 러팔로,톰 히들스턴",130,9.030628946,4277,2017,0,1,1,29719383,1,0,15,225,559,0,B
43,주피터 어센딩,"라나 워쇼스키,릴리 워쇼스키",워너브러더스 코리아(주),B,20150205,winter,개봉영화,장편,미국,561,2685741879.0,832233679,89787,SF,12세이상관람가,일반영화,4.75,"밀라 쿠니스,채닝 테이텀,숀 빈",127,6.739495797999999,119,2015,898142,0,0,2583354,2,2,8,64,186,0,B
661,베놈,루벤 플레셔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20181003,autumn,개봉영화,장편,미국,1308,34100211207.0,9452036857,1026909,액션,15세이상관람가,일반영화,4.6,"톰 하디,미셸 윌리엄스",107,8.305248227,3525,2018,0,0,1,6819068,1,0,4,357,725,1,B
635,레오나르도 다 빈치,세르지오 맨피오,(주)스마일이엔티,D,20180426,spring,개봉영화,장편,기타,150,509942200.0,129135000,15703,애니메이션,전체관람가,독립/예술영화,0.0,김명준,82,9.090909091,44,2018,23084,0,1,927467,1,1,3,6,48,0,C
528,채비,조영준,오퍼스픽쳐스(유),D,20171109,autumn,개봉영화,장편,한국,480,1249977864.0,320185164,43533,드라마,12세이상관람가,일반영화,5.0,"고두심,김성균",114,9.168,125,2017,0,0,0,9155305,1,0,7,140,242,0,C
736,타샤 튜더,마츠타니 미츠에,(주)마노엔터테인먼트,D,20180913,autumn,개봉영화,장편,일본,28,363170850.0,227891450,26942,다큐멘터리,전체관람가,독립/예술영화,6.0,타샤 튜더,104,9.452380952,42,2018,0,0,0,0,1,0,0,7,30,0,C
483,덩케르크,크리스토퍼 놀란,워너브러더스 코리아(주),B,20170720,summer,개봉영화,장편,미국,1252,24550541348.0,9437670298,986967,액션,12세이상관람가,일반영화,8.55,"핀 화이트헤드,마크 라이런스,톰 하디",106,8.561823802000001,1294,2017,10103568,0,1,4524095,1,1,6,309,650,0,B
218,갓 오브 이집트,알렉스 프로야스,"(주)시네마서비스,(주)나이너스엔터테인먼트",D,20160303,spring,개봉영화,장편,미국,618,7610472624.0,2186618975,251912,어드벤처,12세이상관람가,일반영화,3.5,"제라드 버틀러,니콜라이 코스터 왈도,브렌튼 스웨이츠",126,8.185185185,567,2016,0,0,0,3306534,1,0,7,23,205,0,C
741,이별의 아침에 약속의 꽃을 장식하자,오카다 마리,(주)미디어캐슬,D,20180719,summer,개봉영화,장편,일본,121,321863500.0,108319700,12465,애니메이션,12세이상관람가,독립/예술영화,6.6,"이와미 마나카,이리노 미유,카야노 아이",115,9.0,19,2018,0,0,0,272736,1,0,1,10,47,0,C
820,왓칭,김성기,(주)리틀빅픽쳐스,D,20190417,spring,개봉영화,장편,한국,488,456558262.0,100830552,11564,공포,15세이상관람가,일반영화,4.0,"강예원,이학주",97,8.348623853,109,2019,0,0,1,3927753,1,0,7,349,287,0,C
919,메기,이옥섭,"(주)엣나인필름,CGV아트하우스",D,20190926,autumn,개봉영화,장편,한국,155,322021828.0,218618708,24401,미스터리,15세이상관람가,독립/예술영화,6.83,"이주영,문소리,구교환",89,8.853658537000001,41,2019,0,0,0,17143512,1,0,15,67,150,0,C
853,포드 V 페라리,제임스 맨골드,월트디즈니컴퍼니코리아 유한책임회사,B,20191204,winter,개봉영화,장편,미국,986,10552197680.0,3815040750,416331,액션,12세이상관람가,일반영화,7.63,"맷 데이먼,크리스찬 베일",152,9.344036697,218,2019,2070084,0,1,3752198,1,1,6,77,399,0,B
609,50가지 그림자: 해방,제임스 폴리,유니버설픽쳐스인터내셔널 코리아(유),B,20180221,winter,개봉영화,장편,미국,213,1866384500.0,650566700,75135,드라마,청소년관람불가,일반영화,2.67,"다코타 존슨,제이미 도넌",105,8.440092166,434,2018,189620,1,1,747802,1,1,5,24,65,0,B
485,혹성탈출: 종의 전쟁,맷 리브스,이십세기폭스코리아(주),B,20170815,summer,개봉영화,장편,미국,1017,16851234778.0,4721118278,538479,액션,12세이상관람가,일반영화,7.75,"앤디 서키스,우디 해럴슨,스티브 잔",140,8.210034014,1176,2017,4002134,1,1,8766280,1,1,6,161,568,1,B
