,aud_nationwide,log_aud
647,37343,10.527900756664334
201,3586346,15.092644414828458
562,44839,10.71083357542091
622,118612,11.683612940865814
917,40647,10.612680311514538
63,154342,11.94692619833116
604,242164,12.397370461563805
245,229059,12.341734891273791
442,124601,11.732871910985468
810,92713,11.437263979046314
574,2299732,14.648303152371065
0,10494499,16.166361773079796
539,103054,11.543008401673966
767,862203,13.667246020760238
762,1475087,14.204227529067476
689,665364,13.408089538307593
187,52197,10.862780300954826
406,765259,13.547969617600966
148,223216,12.31589519150789
751,3361851,15.028002273110767
26,955149,13.769622628235275
461,62033,11.035421780492664
670,2285143,14.64193916240916
655,9224582,16.037382435211143
785,287141,12.567728663297338
59,212154,12.265067705036746
714,169677,12.041651908742802
326,510878,13.143886093127293
424,355913,12.782441597945542
720,107087,11.581396867182374
477,4853778,15.395267928746893
43,309729,12.643453000582928
661,3888096,15.173430135615664
635,64405,11.072946548830187
528,175889,12.077608393238672
736,45764,10.731253034820835
483,2788732,14.841097570203342
218,918678,13.730690959091365
741,37764,10.539111546852409
820,54410,10.90430323947997
919,38108,10.548179512826671
853,1202394,13.999825127388492
609,217785,12.291263616585898
485,2050909,14.53379366746952
125,825517,13.623765135709924
836,6290806,15.654599760372017
61,186184,12.1344907110245
81,85200,11.352756712817405
680,1072006,13.885042217612147
324,515522,13.152935258541124
385,2735719,14.821904847771725
918,39980,10.596134608054392
56,233347,12.360281895070765
19,1559430,14.259830927841113
885,184796,12.127007792933819
86,78049,11.265092113561693
758,1826714,14.418029282329128
649,36737,10.511539700563102
316,757430,13.53768640285474
34,465492,13.050850189729884
808,101293,11.525772586170962
138,391760,12.878404686376195
766,1022790,13.838044745268855
588,765813,13.54869329359292
498,863567,13.66882676475744
538,110834,11.61578886542944
800,137294,11.829879890874025
555,55110,10.91708646687728
96,46589,10.749119740747053
83,82779,11.323929685017145
446,116851,11.6686548979107
474,6592151,15.701390256862492
764,1186283,13.986335447275927
366,66883,11.110700103211892
697,459020,13.036849061078154
585,1077235,13.889908131036744
866,645082,13.377132719480295
760,1624364,14.300626912519641
401,1201576,13.999144586423695
759,1754375,14.377623226098285
392,2128572,14.570961890316713
867,637021,13.364557901043868
745,16263360,16.60442528280283
271,79701,11.286037411751034
506,487897,13.097859596984039
922,32684,10.394640940504598
434,177601,12.087294740154984
648,37300,10.526748605631909
807,101694,11.52972358324611
561,46469,10.746540702587746
207,1724927,14.36069528871155
319,627102,13.348864485810035
906,73305,11.202384098372365
132,550728,13.218996318337922
50,266389,12.492712925504572
238,294320,12.592422889778655
564,5519169,15.52373786344221
592,540410,13.20008338970822
450,100021,11.513135442923314
31,519983,13.161551397715511
121,1046015,13.860498263848353
211,1202842,14.000197648010321
351,96305,11.475275517518325
454,82177,11.316630736538654
302,2517805,14.738898048172992
708,215029,12.27852818173474
88,75598,11.233185106791227
325,513202,13.148424808832159
323,551897,13.22111671364547
255,146338,11.893674293541295
570,2675559,14.79966888844326
545,82863,11.324943920624065
550,63279,11.055308799535382
359,75704,11.234586278188068
51,265744,12.49028871833878
875,336074,12.725086652791731
772,656492,13.394665786816773
102,7055074,15.769257632228925
195,9699092,16.08754283084466
679,1167150,13.970075437713184
805,102826,11.540793518312702
628,97777,11.490444654541076
124,827918,13.626669394646802
404,930866,13.743870614643393
730,57331,10.95659676862489
287,7487545,15.828751531404475
831,38262,10.552212515543326
47,283292,12.554233446803586
725,77794,11.261819586369898
587,903175,13.713671612072242
607,223740,12.318239942400922
433,189620,12.152777348471947
674,1599290,14.285070338723841
263,111902,11.625378767241278
360,72071,11.185407023221142
75,111005,11.617330524325018
466,53779,10.892638335377017
299,2611966,14.775613752448411
534,137052,11.828115694838607
584,1125238,13.933505126801494
493,1373316,14.132738811218724
527,203045,12.221182908334525
168,93534,11.446080285540733
