,audience_rating,rating_audiences
691,9.278207109737249,647
692,7.575682382133995,403
693,8.25,60
694,8.932584269662922,356
695,8.592783505154639,1164
696,9.24795081967213,488
697,8.38,200
698,7.507317073170731,410
699,8.281767955801104,181
700,9.312621359223302,1030
701,9.183864915572233,533
702,-,-
703,8.297101449275363,276
704,8.974789915966387,238
705,7.185430463576159,151
706,9.439655172413794,116
707,8.375,16
708,9.620689655172415,29
709,8.204419889502763,181
710,-,-
711,7.547550432276657,347
712,8.996078431372549,255
713,7.639130434782609,230
714,9.263691683569979,493
715,9.240143369175627,279
716,8.858267716535433,127
717,7.906403940886699,203
718,8.64006139677667,1303
719,7.842105263157895,95
720,7.299435028248587,177
721,7.793103448275862,58
722,9.442553191489361,235
723,8.675,200
724,8.276785714285714,112
725,8.9375,48
726,9.31578947368421,152
727,7.18,50
728,7.91764705882353,85
729,5.75,4
730,7.90625,32
731,6.782608695652174,69
732,8.98360655737705,61
733,8.90566037735849,53
734,8.721153846153847,104
735,9.635294117647058,85
736,-,-
737,-,-
738,9.452380952380953,42
739,8.166666666666666,66
740,5.2439024390243905,82
741,8.035714285714286,28
742,8.484536082474227,97
743,9.0,19
744,8.590909090909092,22
745,8.283783783783784,74
746,7.266666666666667,45
747,9.346142116498932,3279
748,9.52442096708655,24610
749,9.116782675947409,2586
750,9.495961227786752,619
751,8.304741833508956,4745
752,8.458333333333334,2040
753,8.780757097791797,634
754,9.29086389061529,1609
755,9.216358839050132,758
756,7.795226130653266,796
757,9.277322404371585,732
758,8.889075630252101,1190
759,8.97452229299363,628
760,7.299155609167672,829
761,8.977810650887575,676
762,9.164383561643836,365
763,9.283582089552239,737
764,7.80802437785678,1969
765,9.287037037037036,432
766,9.017738359201774,451
767,9.429969879518072,1328
768,8.77471264367816,435
769,7.934210526315789,456
770,7.008333333333334,240
771,9.38423645320197,1421
772,8.777777777777779,216
773,8.647260273972602,584
774,7.795144157814871,659
775,9.024436090225564,1064
776,7.986870897155361,457
777,8.12863070539419,482
778,9.523364485981308,214
779,8.566666666666666,240
780,8.399491094147583,393
781,9.187282229965156,1148
782,8.11111111111111,288
783,9.25212947189097,587
784,-,-
785,7.951807228915663,415
786,8.418181818181818,220
787,7.5,166
788,9.25,96
789,7.677551020408163,245
790,7.281081081081081,185
791,7.695431472081219,197
792,8.702127659574469,282
793,7.94,200
794,9.232876712328768,73
795,7.34453781512605,119
796,9.472222222222221,216
797,9.551020408163266,49
798,6.6838235294117645,136
799,8.491150442477876,226
800,7.547169811320755,159
801,8.874193548387098,310
802,9.568181818181818,220
803,7.423728813559322,59
804,8.921052631578947,38
805,-,-
806,7.4,135
807,9.315217391304348,92
808,6.355555555555555,90
809,9.176923076923076,130
810,7.278688524590164,61
811,8.966666666666667,120
812,8.492537313432836,67
813,9.013333333333334,75
814,9.894736842105264,38
815,9.05952380952381,84
816,8.767295597484276,159
817,7.8474576271186445,59
818,7.578947368421052,76
819,9.0,26
820,8.96078431372549,51
821,6.758620689655173,29
822,8.3125,16
823,8.34862385321101,109
824,8.77310924369748,119
825,7.958333333333333,24
826,8.942307692307692,52
827,7.5,38
828,9.460843373493976,332
829,9.772727272727273,22
830,9.6,5
831,8.91358024691358,162
832,8.453488372093023,86
833,9.283018867924529,53
834,7.584905660377358,53
835,8.846153846153847,13
836,8.954081632653061,1764
837,9.086271567891973,1333
838,9.073556231003039,1645
839,7.844660194174757,1133
840,9.094818081587652,1814
841,9.229327453142227,907
842,8.668552036199095,884
843,8.485527544351074,1071
844,9.485499462943071,931
845,9.019567456230691,971
846,8.914076782449726,547
847,8.91994750656168,762
848,9.109154929577464,284
849,8.695592286501377,726
850,7.076327433628318,904
851,8.993224932249323,738
852,8.124497991967871,498
853,8.244784422809458,719
854,8.996296296296297,270
855,8.095132743362832,452
856,9.344036697247706,218
857,8.467213114754099,366
858,8.858757062146893,177
859,8.503472222222221,288
860,9.080555555555556,360
861,8.176724137931034,232
862,9.022116903633492,633
863,7.311239193083574,347
864,9.267543859649123,228
865,6.825991189427313,454
866,8.762626262626263,198
867,8.893333333333333,75
868,8.290909090909091,275
869,8.244736842105263,380
870,8.127272727272727,165
871,8.112612612612613,222
872,7.5,146
873,8.615384615384615,221
874,8.4640522875817,306
875,8.397321428571429,224
876,9.047619047619047,126
877,8.935483870967742,186
878,9.737113402061855,194
879,8.526315789473685,57
880,8.60625,160
881,7.87962962962963,108
882,8.068441064638783,263
883,7.666666666666667,30
884,8.444444444444445,63
885,6.5,6
886,8.67,100
887,9.1125,80
888,9.293103448275861,116
889,9.256410256410257,78
890,8.046875,64
891,7.829268292682927,82
892,10.0,2
893,9.246153846153845,65
894,8.366197183098592,71
895,6.846153846153846,39
896,8.549019607843137,51
897,8.766129032258064,248
898,9.3625,80
899,9.428571428571429,77
900,8.277777777777779,54
901,8.583333333333334,36
902,-,-
903,5.482758620689655,29
904,5.217391304347826,23
905,10.0,2
906,8.666666666666666,48
907,7.625,80
908,9.9,50
909,-,-
910,9.333333333333334,9
911,9.0,1
912,8.923076923076923,52
913,10.0,3
914,8.03448275862069,29
915,9.1,10
916,9.148936170212766,47
917,8.0,19
918,5.5,10
919,8.512820512820513,39
920,7.75,12
921,9.782608695652174,46
922,8.853658536585366,41
923,9.6,10
924,8.870588235294118,85
925,6.5,4
926,8.428571428571429,63
927,8.962962962962964,27
