,aud_nationwide,log_aud
730,57331,10.95659676862489
708,215029,12.27852818173474
584,1125238,13.933505126801494
743,34897,10.46015614461037
872,501934,13.126223915926802
336,212599,12.26716304121006
183,55619,10.926280148482137
15,1860934,14.436589070191626
863,672130,13.418207053176738
116,2053085,14.53485409796913
134,431310,12.974582368084748
695,482952,13.087672548814313
862,728345,13.498530116022062
735,46386,10.744752968548529
601,310695,12.646567002557733
258,135874,11.819483264690813
248,202538,12.21868280224485
223,652453,13.388494384933312
201,3586346,15.092644414828458
313,971194,13.78628152134407
733,48462,10.788535264670351
868,591043,13.289644051778724
16,1743774,14.371562287897953
19,1559430,14.259830927841113
579,1385511,14.141579582625722
811,92043,11.430011138142232
796,177340,12.085824072933994
604,242164,12.397370461563805
268,85166,11.3523575721385
271,79701,11.286037411751034
358,79812,11.28742914807242
177,63954,11.065919353917193
818,58221,10.972001393380204
834,9426011,16.05898355345007
662,3772620,15.143280278263369
781,345521,12.752808701818864
261,120352,11.698176061270065
605,229346,12.342987059280247
310,1111158,13.920913272731704
191,49558,10.810898979803689
84,78336,11.268762546431944
663,3747952,15.136720115428133
924,31866,10.369294889650456
167,100026,11.513185431176085
78,92598,11.436022822128887
608,217803,12.291346263490816
343,135094,11.813726111415065
197,6862438,15.741573330150732
617,151708,11.92971289960864
827,42484,10.656882813441431
90,62071,11.036034170120518
637,58340,10.974043243421711
345,126439,11.747515257408686
360,72071,11.185407023221142
284,54972,10.914579243674742
73,116119,11.662370806320569
832,38217,10.551035721777897
539,103054,11.543008401673966
453,94750,11.458997122944671
857,1114941,13.924312046678114
573,2424330,14.701065755519185
436,159948,11.982604041392019
428,276379,12.529528391144115
383,3045449,14.929158903099744
236,297726,12.603928879434822
524,238587,12.382489302668743
307,1157156,13.961475828547545
794,191580,12.163060754936886
583,1183959,13.984374465448134
396,1685933,14.337829677727036
270,82148,11.316277777459984
858,1054968,13.869020992678733
274,74977,11.224936678819942
776,429719,12.970886785681055
79,91164,11.42041536129122
715,157689,11.968380017823307
873,436207,12.985872180305453
342,139717,11.847374227175797
13,1891993,14.453141328798536
896,117019,11.670091593757947
816,72950,11.197529553950933
883,199240,12.202265407187221
61,186184,12.1344907110245
353,94243,11.453631831995034
888,167333,12.0277411179719
885,184796,12.127007792933819
399,1362634,14.12493014930748
121,1046015,13.860498263848353
593,533776,13.187731554282378
378,5316325,15.486292833139156
152,179738,12.09925551396675
492,1382480,14.139389545727873
180,60981,11.018317619227073
311,1061913,13.875582556524366
713,170743,12.047914780985082
642,48279,10.784751962486602
518,333347,12.716939268455686
169,89358,11.400406052113922
669,2414062,14.696821363822641
53,257381,12.45831275634588
529,175367,12.0746361998283
131,609063,13.319676989617493
494,1305145,14.08182470367766
570,2675559,14.79966888844326
806,102223,11.53491198035571
154,161245,11.990680226425333
441,126384,11.747080170404198
871,513375,13.14876185125886
22,1160935,13.964736272893965
25,955175,13.769649848748655
585,1077235,13.889908131036744
901,96495,11.47724647251321
211,1202842,14.000197648010321
812,91430,11.423328931158473
100,13395400,16.410421922403753
823,49509,10.809909750211675
488,1786383,14.395703463117082
681,1011580,13.827024022922163
312,999047,13.81455710357106
481,3324861,15.01693842668698
687,720292,13.487411964332368
764,1186283,13.986335447275927
640,52618,10.870813545510108
636,59923,11.000815683693476
751,3361851,15.028002273110767
368,66314,11.102156315270157
914,43809,10.687594554708582
634,67602,11.12139284739222
739,41054,10.622643552277122
838,4779501,15.37984670571284
42,325016,12.691629690869313
82,83334,11.330611908144276
221,731551,13.502922216765935
633,86406,11.366812396825438
825,45157,10.717900585587556
54,256475,12.454786472955911
769,765595,13.54840858827406
109,3610564,15.099374550792987
602,305582,12.629973434016238
126,809327,13.603958317092124
419,429569,12.970537659424147
124,827918,13.626669394646802
205,2256913,14.629508508313265
784,291328,12.58220505916584
376,53018,10.878386757517054
355,89510,11.402105629864984
86,78049,11.265092113561693
148,223216,12.31589519150789
558,51867,10.856438028772883
826,42727,10.662586317888774
831,38262,10.552212515543326
60,204742,12.22950592891291
48,282662,12.552007116535686
290,6965706,15.756509524021736
9,2330813,14.661727691719628
711,182256,12.113167571139693
779,410131,12.92423189984246
555,55110,10.91708646687728
158,139767,11.847732029415159
478,4018035,15.206303535120473
387,2512572,14.736817487655289
55,248215,12.422050585059473
574,2299732,14.648303152371064
83,82779,11.323929685017145
80,90416,11.412176521869625
324,515522,13.152935258541124
469,47668,10.772015592210696
917,40647,10.612680311514538
468,48051,10.780018225836406
703,277206,12.532516191085278
661,3888096,15.173430135615664
729,57579,10.960913196873989
535,134827,11.811747754139535
919,38108,10.548179512826671
491,1386611,14.142373198532765
406,765259,13.547969617600966
666,2949944,14.897296745084974
828,41931,10.643780689153015
526,215203,12.279337047693046
582,1251725,14.040033157953602
41,326887,12.697369824408552
746,13918759,16.448748056597395
23,1110214,13.920063347499168
326,510878,13.143886093127293
32,503516,13.129370768192956
364,68897,11.1403679146895
245,229059,12.341734891273791
596,526073,13.173195265360302
550,63279,11.055308799535382
194,46411,10.745291779083457
543,90643,11.414683993124154
678,1179031,13.980203472642884
754,2397792,14.690058871858433
359,75704,11.234586278188068
330,330665,12.708861057263615
446,116851,11.6686548979107
567,3783341,15.146118039653238
839,4743184,15.372219198119481
836,6290806,15.654599760372017
575,2253717,14.62809141112957
554,55784,10.929242368900844
146,238257,12.381105201987252
5,3828994,15.158112663469431
641,49682,10.813397973445998
462,60935,11.017563001257603
684,874967,13.681941450342837
95,51884,10.856765736460565
17,1712142,14.353255776169403
36,387409,12.867236261486935
848,2146766,14.579473081633775
706,264766,12.486601696009616
683,897548,13.707421879808614
143,317505,12.66824884522238
557,52144,10.861764401077345
128,681945,13.432704288412314
103,6246849,15.6475877345812
599,387794,12.868229549778269
495,1028384,13.84349919610426
607,223740,12.318239942400922
628,97777,11.490444654541076
918,39980,10.596134608054392
552,62454,11.042185564743523
382,3616250,15.100948135272482
303,2384782,14.684618273514767
516,347790,12.759354128332555
650,36335,10.500536743050736
598,416303,12.939168639498682
798,164372,12.009887430797045
572,2601529,14.771609907065315
799,142065,11.86403997832831
434,177601,12.087294740154984
717,137775,11.833377198751435
354,93005,11.440408534131052
882,210945,12.259352714972458
212,1202058,13.999545645824972
28,786257,13.575038989977825
181,58487,10.976559786302706
24,1101678,13.912345029990167
398,1634403,14.30678815801984
891,140396,11.852222280139511
64,151833,11.930536511621947
780,357902,12.788014484891619
349,109137,11.600359252731865
875,336074,12.725086652791731
38,360445,12.795094658187061
443,124112,11.728939662730653
892,138118,11.835863671236913
6,3247558,14.993413887259631
401,1201576,13.999144586423695
424,355913,12.782441597945542
696,474137,13.069251588452088
415,475309,13.071720397832046
184,55396,10.922262667962608
225,554784,13.226334127785616
203,2937941,14.893219553826096
714,169677,12.041651908742802
175,76343,11.242991623404992
763,1437648,14.178519002875724
532,155368,11.953551775505288
123,962770,13.777569825286365
655,9224582,16.037382435211143
394,2070084,14.543099744128362
465,56108,10.935033683839562
422,383336,12.856667168168864
141,320166,12.676594890271645
288,7118592,15.778220511023505
527,203045,12.221182908334525
727,67368,11.117925406709828
853,1202394,13.999825127388492
864,662874,13.404340205858245
228,476665,13.074569217058373
629,97079,11.483280359004624
744,34795,10.457228977278948
325,513202,13.148424808832159
272,78253,11.267702446325641
819,57509,10.959696736276324
72,116444,11.665165749725725
171,87301,11.377117196515814
700,375312,12.835512959032405
657,5447826,15.510727187975455
332,288016,12.570771313130484
531,166252,12.021259988520928
282,55765,10.928901711428637
627,99952,11.512445349733353
899,102715,11.539713441726613
894,133373,11.800904993177657
96,46589,10.749119740747052
59,212154,12.265067705036746
723,86784,11.371177551860011
209,1328394,14.099481251762695
694,485056,13.092019627171702
300,2601734,14.771688703774268
500,814587,13.610436515316346
174,77621,11.259593288117413
851,1444952,14.18358666098386
616,169330,12.039604752659384
774,563114,13.241237373302676
874,387342,12.867063302690706
698,450374,13.017833627676016
385,2735719,14.821904847771725
533,154966,11.950961017000882
102,7055074,15.769257632228925
520,323628,12.687349986999285
49,268255,12.49969329964822
606,229005,12.341499116359152
301,2594028,14.768722437940594
122,984265,13.799650448720335
920,37282,10.526265915429189
89,73549,11.205707129744088
759,1754375,14.377623226098285
14,1872677,14.44287951594092
615,174223,12.06809136683202
720,107087,11.581396867182374
923,31888,10.369985042452576
900,101913,11.531874787128642
31,519983,13.161551397715511
479,4012889,15.205021988761844
232,405792,12.913595992034626
913,56087,10.934659335602202
589,661965,13.40296796343084
824,48942,10.798391202528636
253,169257,12.039173548855748
600,335906,12.724586637899918
132,550728,13.218996318337922
451,98660,11.499434874787731
560,47088,10.759773470473254
623,111541,11.622147515296936
716,154297,11.946634595518043
47,283292,12.554233446803586
475,5636259,15.544731105522544
361,69881,11.15454907439174
104,6126488,15.628132223665727
568,3510017,15.071131438735163
489,1721757,14.358855839029578
807,101694,11.52972358324611
202,3317196,15.014630405722214
447,115561,11.657553808056054
502,590036,13.287938830969596
898,103199,11.544414442060173
897,114796,11.65091191905499
490,1468301,14.199616508010529
457,72849,11.196144084693172
250,175146,12.073375190797053
466,53779,10.892638335377017
450,100021,11.513135442923314
496,946547,13.760575905028356
178,63073,11.05204806472275
137,399667,12.898386979369553
409,668576,13.412905356421973
797,172212,12.056481554958932
420,427764,12.966326920616858
921,34723,10.455157570571496
793,193484,12.172950100694687
515,354601,12.778748492697229
427,324420,12.689794251604106
339,151360,11.927416384285705
504,511931,13.145945129314942
701,315010,12.660359663335619
493,1373316,14.132738811218724
91,61664,11.029455571214092
772,656492,13.394665786816773
859,965624,13.780529803469006
860,958775,13.773411706942936
432,201365,12.212874460649102
788,256202,12.45372147481555
803,104950,11.56123932524878
369,65145,11.084370833637033
50,266389,12.492712925504572
57,219678,12.299918116808861
707,217444,12.289696625095091
790,202756,12.219758564634738
164,108551,11.594975387608544
239,289645,12.57641131416276
377,7817446,15.871868460711127
309,1124815,13.933129135653743
410,646195,13.378856594800045
571,2672552,14.7985443791289
455,78930,11.276316662702449
26,955149,13.769622628235275
656,6584915,15.700291984951685
449,102170,11.534393371585471
537,118985,11.686752713728476
845,2464978,14.71769344046981
886,181400,12.108459816663173
815,76746,11.248256546827447
653,35436,10.475483531531925
328,384789,12.860450411086507
315,820995,13.618272298282035
668,2524086,14.74138957496293
81,85200,11.352756712817405
130,616481,13.331782781971306
915,42914,10.666953392005027
809,94119,11.452315218050476
173,79840,11.287779910985346
217,1061412,13.87511065513452
431,232016,12.354561613787675
597,506182,13.13465156739336
256,144827,11.883295205639884
773,575353,13.262739044455445
659,5293435,15.481977931479829
734,46913,10.756050101526633
190,50196,10.823690621230199
829,41525,10.634050934481495
278,60977,11.018252022874208
365,67027,11.112850802271053
506,487897,13.097859596984039
792,197134,12.191638979532572
138,391760,12.878404686376197
503,535084,13.19017902289926
467,49479,10.809303616116262
166,100523,11.518141836019185
854,1176076,13.977694031202885
463,58384,10.974797158676227
499,821419,13.618788611476418
243,234746,12.366259357521715
879,277319,12.532923747107331
262,115704,11.658790484753569
635,64405,11.072946548830187
327,507508,13.137267753320634
429,272736,12.516259573322024
625,108344,11.593066629335205
255,146338,11.893674293541295
536,125402,11.739279856017092
305,1898121,14.456375007437158
213,1168268,13.97103286810501
344,129774,11.773549755021355
691,527331,13.175583713853072
120,1124918,13.933220702075243
389,2420729,14.699579292438733
483,2788732,14.841097570203342
487,1934192,14.475200226179517
373,55355,10.921522268293566
692,513767,13.14952513426945
802,116059,11.661853961474495
534,137052,11.828115694838607
314,921317,13.73355944711391
844,2526118,14.742194294974105
296,3100113,14.946949120403936
11,2192172,14.600403391124942
412,536597,13.193002626201416
280,56866,10.948452901973463
658,5440186,15.50932380942409
1,8911437,16.002846065904137
75,111005,11.617330524325018
470,12099614,16.30868410923168
139,346483,12.755589034359453
403,1085087,13.897170726073902
149,214284,12.275057516985125
160,120802,11.701908120637189
770,686809,13.439811512171199
820,54410,10.90430323947997
843,2917213,14.886139266410275
841,3678156,15.117922097602568
586,990104,13.805565267098405
229,446664,13.00956191309191
438,148760,11.910089548039007
638,55804,10.929600830388
244,234539,12.36537716434092
748,8271797,15.928362334810267
153,161382,11.991529504435134
756,1949372,14.483017827388228
866,645082,13.377132719480295
742,37241,10.525165583876873
528,175889,12.077608393238672
74,113526,11.639787164559815
176,66075,11.09854573947249
338,160860,11.988289700458061
