,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud,before_news,after_news,holiday,dist_cat
499,베이비 드라이버,에드가 라이트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170914,autumn,개봉영화,장편,영국,778,6688509214,821419,2396693714,284626,액션,15세이상관람가,일반영화,7.67,"안셀 엘고트,케빈 스페이시,릴리 제임스",113,8.642105263,285,2017,0,0,0,1060116,1,0,4,13.61878861,58,277,0,B
500,위대한 쇼맨,마이클 그레이시,이십세기폭스코리아(주),B,20171220,winter,개봉영화,장편,미국,702,6657039200,814587,2679793600,319709,드라마,12세이상관람가,일반영화,6.6,"휴 잭맨,잭 에프론,미셸 윌리엄스",104,9.330445545,808,2017,0,0,1,5284688,1,0,4,13.61043652,95,605,0,B
501,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)넥스트엔터테인먼트월드(NEW),C,20171207,winter,개봉영화,장편,한국,803,5826048600,770801,1029801100,129546,애니메이션,전체관람가,일반영화,0,"이선,이미자,함수정",79,9.276190476,945,2017,0,1,1,1317209,2,0,5,13.55518551,11,93,0,A
502,47 미터,요하네스 로버츠,씨네그루(주)키다리이엔티,B,20170719,summer,개봉영화,장편,영국,733,4686022657,590036,1043910157,125764,스릴러,15세이상관람가,일반영화,4,"맨디 무어,클레어 홀트",89,7.56928839,267,2017,0,0,0,0,1,0,0,13.28793883,24,172,0,B
503,메리와 마녀의 꽃,요네바야시 히로마사,CGV아트하우스,A,20171207,winter,개봉영화,장편,일본,751,4062304239,535084,1100013439,137829,애니메이션,전체관람가,일반영화,5.83,"스기사키 하나,카미키 류노스케",103,8.017361111,288,2017,37182,0,1,2966,1,1,2,13.19017902,35,213,0,A
504,발레리안: 천 개 행성의 도시,뤽 베송,판씨네마(주),D,20170830,summer,개봉영화,장편,프랑스,629,4047756408,511931,1318056208,157111,액션,12세이상관람가,일반영화,5.56,"데인 드한,카라 델레바인",137,8.035911602,362,2017,2050432,0,1,4187947,1,4,3,13.14594513,127,186,0,C
505,카3: 새로운 도전,브라이언 피,월트디즈니컴퍼니코리아 유한책임회사,B,20170713,summer,개봉영화,장편,미국,800,3599544501,487916,854573801,108150,애니메이션,전체관람가,일반영화,5.5,"오웬 윌슨,크리스텔라 알론조,아미 해머",109,8.725,360,2017,0,1,0,1264863,1,0,4,13.09789854,54,156,0,B
506,침묵,정지우,씨제이이앤엠(주),A,20171102,autumn,개봉영화,장편,한국,634,3873542364,487897,1140873764,139002,드라마,15세이상관람가,일반영화,6.09,"최민식,박신혜,류준열",125,8.224669604,454,2017,37420,0,1,27601677,1,1,10,13.0978596,298,385,0,A
507,너의 췌장을 먹고 싶어,츠키카와 쇼,(주)넥스트엔터테인먼트월드(NEW),C,20171025,autumn,개봉영화,장편,일본,218,3703660800,465265,1046559800,128333,드라마,12세이상관람가,독립/예술영화,7.33,"타카스기 마히로,린",109,8.538461538,65,2017,0,0,1,0,1,0,0,13.05036241,62,256,0,A
508,명탐정 코난:진홍의 연가,시즈노 코분,씨제이이앤엠(주),A,20170802,summer,개봉영화,장편,일본,582,3255598200,448381,770592800,102460,애니메이션,12세이상관람가,일반영화,6,"타카야마 미나미,야마자키 와카나,코야마 리키야",113,9.12195122,410,2017,1375879,1,1,1778306,1,3,5,13.0133986,17,109,0,A
509,반드시 잡는다,김홍선,(주)넥스트엔터테인먼트월드(NEW),C,20171129,autumn,개봉영화,장편,한국,565,3324033772,446379,794998472,102380,스릴러,15세이상관람가,일반영화,6.5,"백윤식,성동일",110,8.298630137,365,2017,1778083,0,1,25984966,1,1,6,13.00892365,509,299,0,A
510,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,(주)이수C&E,B,20171221,winter,개봉영화,장편,일본,626,3117529700,415255,591147400,76058,애니메이션,전체관람가,일반영화,6,"마츠모토 리카,오오타니 이쿠에",98,9.00152207,657,2017,1150943,1,1,363851,1,6,3,12.93664807,20,90,0,B
511,넛잡 2,캘런 브런커,롯데쇼핑㈜롯데엔터테인먼트,A,20171003,autumn,개봉영화,장편,한국,526,3038945100,407727,513530500,66475,애니메이션,전체관람가,일반영화,5,"윌 아넷,캐서린 헤이글,성룡",91,8.689473684,190,2017,37547,1,1,5020493,1,1,5,12.91835311,68,117,1,A
512,아메리칸 메이드,더그 라이만,유니버설픽쳐스인터내셔널 코리아(유),B,20170914,autumn,개봉영화,장편,미국,691,3175539145,401541,932267045,114257,범죄,15세이상관람가,일반영화,6.67,"톰 크루즈,도널 글리슨,사라 라이트",115,8.115,200,2017,4389009,0,1,14316812,1,1,7,12.90306492,36,223,0,B
513,러빙 빈센트,"도로타 코비엘라,휴 웰치맨",판씨네마(주),D,20171109,autumn,개봉영화,장편,영국,272,3051639861,383517,1584998261,194304,애니메이션,15세이상관람가,독립/예술영화,7.5,"더글러스 부스,시얼샤 로넌,제롬 플린",107,9.169934641,459,2017,0,0,1,771188,2,0,2,12.85713923,23,72,0,C
514,대장 김창수,이원태,"씨네그루(주)키다리이엔티,주식회사 키위컴퍼니",B,20171019,autumn,개봉영화,장편,한국,748,2871905115,380581,740794715,93920,드라마,12세이상관람가,일반영화,4.67,"조진웅,송승헌",115,8.624223602,322,2017,0,0,1,42573670,1,0,8,12.84945431,1012,507,0,B
515,플립,롭 라이너,(주)팝엔터테인먼트,D,20170712,summer,개봉영화,장편,미국,249,2818791900,354601,1025482700,123030,드라마,12세이상관람가,일반영화,6,"매들린 캐롤,캘런 맥오리피",90,9.184501845,542,2017,0,0,1,11287,1,0,1,12.77874849,34,157,0,C
516,7호실,이용승,롯데쇼핑㈜롯데엔터테인먼트,A,20171115,autumn,개봉영화,장편,한국,629,2677284639,347790,784052239,98086,코미디,15세이상관람가,일반영화,6.43,"신하균,디오",100,7.289855072,276,2017,3118,0,0,1709813,1,1,3,12.75935413,1052,442,0,A
517,몬스터 패밀리,호거 태프,씨네그루(주)키다리이엔티,B,20171221,winter,개봉영화,장편,기타,617,2531182700,341614,474831200,60474,애니메이션,전체관람가,일반영화,6,"에밀리 왓슨,닉 프로스트,제시카 브라운 핀들레이",93,8.306167401,454,2017,0,0,1,0,1,0,0,12.74143672,14,96,0,B
518,내 사랑,에이슬링 월쉬,오드,D,20170712,summer,개봉영화,장편,기타,233,2434007625,333347,1181010825,158355,드라마,12세이상관람가,독립/예술영화,6.71,"샐리 호킨스,에단 호크",115,9.146551724,116,2017,0,0,1,1332063,1,0,9,12.71693927,66,229,0,C
519,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,씨제이이앤엠(주),A,20170720,summer,개봉영화,장편,일본,547,2417712700,333082,369416200,47946,애니메이션,전체관람가,일반영화,0,"박영남,양정화",103,8.703389831,118,2017,285827,1,1,477366,1,2,7,12.71614398,12,45,0,A
520,희생부활자,곽경택,(주)쇼박스,C,20171012,autumn,개봉영화,장편,한국,781,2515479835,323628,524639435,64620,미스터리,15세이상관람가,일반영화,5.17,"김래원,김해숙",91,6.714285714,182,2017,2330813,0,1,19676446,1,1,4,12.68734999,778,536,0,A
521,블레이드 러너 2049,드니 빌뇌브,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20171012,autumn,개봉영화,장편,미국,664,2760845365,321018,1162877565,128723,SF,15세이상관람가,일반영화,8.22,"라이언 고슬링,해리슨 포드",163,7.955555556,270,2017,147641,1,1,5815373,1,2,8,12.67925248,62,264,0,B
522,빅풋 주니어,"제레미 드그루손,벤 스타센",(주)이수C&E,B,20170809,summer,개봉영화,장편,기타,437,2245548900,318737,451385400,60164,애니메이션,전체관람가,독립/예술영화,0,"우정신,임채헌",92,8.88,100,2017,135094,0,0,85624,2,1,2,12.67212159,15,45,0,B
523,공범자들,최승호,(주)엣나인필름,D,20170817,summer,개봉영화,장편,한국,228,2017678800,258478,745661900,92054,다큐멘터리,15세이상관람가,독립/예술영화,6.44,"이명박,김재철,김장겸",106,9.649484536,291,2017,129774,0,1,27254171,1,1,4,12.46256586,298,332,0,C
524,미옥,이안규,씨네그루(주)키다리이엔티,B,20171109,autumn,개봉영화,장편,한국,635,1897705564,238587,520190864,63596,범죄,청소년관람불가,일반영화,4.33,"김혜수,이선균",91,7.375,216,2017,0,0,0,3384525,1,0,2,12.3824893,258,541,0,B
525,딥,줄리오 소토 거피드,(주)이수C&E,B,20171003,autumn,개봉영화,장편,기타,441,1746940500,226933,349568900,43492,애니메이션,전체관람가,독립/예술영화,0,"심규혁,사문영,이인성",85,7.905109489,137,2017,0,0,0,579301,1,0,5,12.3324101,79,113,1,B
526,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",씨제이이앤엠(주),A,20170927,autumn,개봉영화,장편,일본,486,1581375300,215203,302166700,39494,애니메이션,전체관람가,일반영화,5,"박경혜,홍범기,김현지",90,8.566371681,226,2017,550728,1,1,1730038,2,1,4,12.27933705,10,102,0,A
527,어쌔신: 더 비기닝,마이클 쿠에스타,(주)이수C&E,B,20171207,winter,개봉영화,장편,미국,528,1575027000,203045,427713600,53797,액션,15세이상관람가,일반영화,5.5,"딜런 오브라이언,마이클 키튼,산나 라단",112,8.538961039,154,2017,0,0,1,8684880,1,0,5,12.22118291,24,77,0,B
528,채비,조영준,오퍼스픽쳐스(유),D,20171109,autumn,개봉영화,장편,한국,480,1249977864,175889,320185164,43533,드라마,12세이상관람가,일반영화,5,"고두심,김성균",114,9.168,125,2017,0,0,0,9155305,1,0,7,12.07760839,140,242,0,C
529,"나는 내일, 어제의 너와 만난다",미키 타카히로,(주)디스테이션,D,20171012,autumn,개봉영화,장편,일본,206,1343600900,175367,450954600,58106,멜로/로맨스,12세이상관람가,독립/예술영화,6,"후쿠시 소우타,고마츠 나나",110,8.403794038,369,2017,650,0,1,9064,1,1,2,12.0746362,16,55,0,C
530,예수는 역사다,존 건,(재)CBS,C,20170713,summer,개봉영화,장편,미국,217,1229743400,170796,336647800,42982,드라마,전체관람가,독립/예술영화,4,"마이크 보겔,에리카 크리스틴슨,페이 더너웨이",113,9.153846154,65,2017,7272,0,1,0,1,1,0,12.04822514,25,52,0,C
531,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,(주)넥스트엔터테인먼트월드(NEW),C,20170810,summer,개봉영화,장편,일본,351,1175560900,166252,194738200,26136,애니메이션,전체관람가,일반영화,6,"미즈타 와사비,오오하라 메구미,카카즈 유미",101,8.8125,112,2017,0,1,1,226808,1,0,2,12.02125999,10,26,0,A
532,아토믹 블론드,데이빗 레이치,씨네그루(주)키다리이엔티,B,20170830,summer,개봉영화,장편,미국,471,1177725658,155368,486321658,62007,액션,청소년관람불가,일반영화,6.43,"샤를리즈 테론,제임스 맥어보이,소피아 부텔라",114,8,147,2017,116119,0,1,12840784,1,1,10,11.95355178,35,85,0,B
533,레고 닌자고 무비,찰리 빈,워너브러더스 코리아(주),B,20170928,autumn,개봉영화,장편,미국,459,1149394400,154966,292991400,37758,애니메이션,전체관람가,일반영화,4,"데이브 프랭코,올리비아 문,저스틴 서룩스",101,8.821138211,123,2017,0,1,1,2937941,1,0,1,11.95096102,17,102,0,B
534,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,씨제이이앤엠(주),A,20170907,autumn,개봉영화,장편,일본,232,1055895200,137052,230840900,29255,애니메이션,전체관람가,일반영화,0,"이지현,여윤미,여민정",76,0,0,2017,0,0,1,292695,1,0,3,11.82811569,2,16,0,A
535,로마의 휴일,이덕희,메가박스중앙(주)플러스엠,A,20170830,summer,개봉영화,장편,한국,436,993321176,134827,217460976,28160,코미디,15세이상관람가,일반영화,3,"임창정,공형진,정상훈",108,7.98630137,73,2017,0,0,0,5940034,1,0,2,11.81174775,1190,154,0,A
536,저수지 게임,최진성,(주)스마일이엔티,D,20170907,autumn,개봉영화,장편,한국,289,984605100,125402,390376200,47721,다큐멘터리,15세이상관람가,독립/예술영화,6.67,"주진우,조미래,정재호",100,9.777108434,166,2017,0,0,1,0,1,0,0,11.73927986,84,99,0,C
537,파리로 가는 길,엘레노어 코폴라,(주)티캐스트,B,20170803,summer,개봉영화,장편,미국,79,931810300,118985,615973800,76126,드라마,12세이상관람가,독립/예술영화,5.17,"다이안 레인,알렉 볼드윈,아르노 비야르",92,8.17699115,113,2017,0,0,0,11271095,1,0,6,11.68675271,28,50,0,B
538,직쏘,"피터 스피어이그,마이클 스피어리그",㈜코리아스크린,D,20171102,autumn,개봉영화,장편,미국,175,966956500,110834,270275200,30685,공포,청소년관람불가,일반영화,4,토빈 벨,92,0,0,2017,153606,1,0,0,2,2,0,11.61578887,25,76,0,C
539,더 테이블,김종관,(주)엣나인필름,D,20170824,summer,개봉영화,장편,한국,272,830762100,103054,473573400,56654,드라마,12세이상관람가,독립/예술영화,5.5,"정유미,한예리,정은채",70,8.317073171,328,2017,80818,0,0,27393676,1,2,13,11.5430084,989,181,0,C
540,김광석,이상호,(주)비엠컬쳐스,D,20170830,summer,개봉영화,장편,한국,223,772483500,98231,346699400,41838,다큐멘터리,15세이상관람가,독립/예술영화,6,"김광석,이상호,박학기",82,8.928571429,56,2017,48792,0,1,0,1,2,0,11.49507713,31,109,0,C
541,다크타워: 희망의 탑,니콜라이 아르셀,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170823,summer,개봉영화,장편,미국,497,761759275,97017,261769275,31833,액션,15세이상관람가,일반영화,4.25,"이드리스 엘바,매튜 맥커너히,톰 테일러",95,7.439393939,132,2017,0,0,1,3653831,1,0,4,11.4826415,28,86,0,B
542,인비저블 게스트,오리올 파울로,(주)더블앤조이픽쳐스,D,20170921,autumn,개봉영화,장편,기타,232,758162200,94281,367271800,44659,범죄,15세이상관람가,독립/예술영화,6.5,"마리오 카사스,바바라 레니,호세 코로나도",106,9.41509434,53,2017,66733,0,0,1,1,1,1,11.45403496,16,50,0,C
543,노 게임 노 라이프 -제로-,이시즈카 아츠코,(주)박수엔터테인먼트,D,20171019,autumn,개봉영화,장편,일본,121,738618300,90643,201840300,24227,애니메이션,12세이상관람가,독립/예술영화,0,"마츠오카 요시츠구,카야노 아이,히카사 요코",107,8,1,2017,0,0,1,0,1,0,0,11.41468399,0,1,0,C
544,몬스터 콜,후안 안토니오 바요나,롯데쇼핑㈜롯데엔터테인먼트,A,20170914,autumn,개봉영화,장편,기타,349,686273900,87841,299085800,36865,판타지,12세이상관람가,독립/예술영화,6.88,"루이스 맥더겔,시고니 위버,펠리시티 존스",108,8.905405405,74,2017,0,0,1,3369710,1,0,4,11.38328364,25,78,0,A
545,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,"동우에이앤이(주),(주)박수엔터테인먼트",D,20170610,summer,개봉영화,장편,일본,92,676167500,82863,520124000,61867,애니메이션,15세이상관람가,일반영화,0,"남도형,엄상현,이원찬",70,9.888888889,36,2017,135695,1,1,1512057,1,2,18,11.32494392,10,3,0,C
546,원더,스티븐 크보스키,CGV아트하우스,A,20171227,winter,개봉영화,장편,미국,183,632389700,81680,266568600,34246,드라마,전체관람가,독립/예술영화,6.86,"제이콥 트렘블레이,줄리아 로버츠,오웬 윌슨",113,9.404761905,42,2017,0,0,1,1272633,1,0,5,11.31056445,58,146,0,A
547,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,㈜코리아스크린,D,20170815,summer,개봉영화,장편,기타,164,582071200,79446,113863100,15015,애니메이션,전체관람가,독립/예술영화,0,"방지원,이세원,박상우",86,0,0,2017,0,0,1,339323,1,0,1,11.28283282,10,18,1,C
548,오즈: 신기한 마법가루,블라디미르 토로프킨,(주)스마일이엔티,D,20170720,summer,개봉영화,장편,기타,343,565456600,78440,136995800,18133,애니메이션,전체관람가,독립/예술영화,0,"이장원,김하영",91,7.8,45,2017,0,0,1,370981,1,0,2,11.27008928,11,20,0,C
549,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,(주)넥스트엔터테인먼트월드(NEW),C,20171109,autumn,개봉영화,장편,일본,370,501257700,65895,113064100,13908,액션,전체관람가,일반영화,0,"나카오 마사키,야나기 미키,난바 쇼헤이",58,8.866666667,60,2017,0,1,1,0,1,0,0,11.09581785,2,5,0,A
550,뷰티풀 투모로우,장재혁,씨제이 씨지브이(CJ CGV)(주),A,20171026,autumn,개봉영화,장편,한국,47,552273700,63279,321810000,36802,드라마,12세이상관람가,일반영화,0,"박효신,정재일",68,0,0,2017,0,0,1,0,1,0,0,11.0553088,13,41,0,A
551,지랄발광 17세,켈리 프레몬,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170628,summer,개봉영화,장편,미국,90,508342200,63258,184188200,22377,코미디,15세이상관람가,독립/예술영화,6.4,헤일리 스테인펠드,102,0,0,2017,0,0,0,3732624,1,0,4,11.05497688,13,50,0,B
552,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,B,20170928,autumn,개봉영화,장편,미국,135,441475500,62454,109518000,14532,애니메이션,전체관람가,일반영화,0,"김미랑,서지연",64,8.55,100,2017,0,1,1,86293,1,0,1,11.04218556,3,25,0,B
