,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
667,서치,아니쉬 차간티,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,8/29/2018,summer,개봉영화,장편,미국,816,25283364845.0,8341418045,945989,드라마,12세이상관람가,일반영화,7.6,"존 조,데브라 메싱",101,9.121428571000001,700,2018,2949944.0,1 [1],0,0,0
675,창궐,김성훈A,"리양필름(주),영화사 이창",,(주)넥스트엔터테인먼트월드(NEW),C,10/25/2018,autumn,개봉영화,장편,한국,1351,13275772490.0,3015779340,352559,사극,15세이상관람가,일반영화,5.2,"현빈,장동건",121,6.825609756,820,2018,17234182.0,2 [2],0,0,64881962
643,데자뷰,고경민,"(주)스톰픽쳐스코리아,(주)원픽쳐스",,씨네그루(주)키다리이엔티,B,5/30/2018,spring,개봉영화,장편,한국,536,360833100.0,78964200,10074,미스터리,15세이상관람가,일반영화,0.0,"이천희,남규리,이규한",87,6.9861111110000005,72,2018,0.0,1 [1],0,0,504955
924,아이리시맨,마틴 스코세이지,,,판씨네마(주),D,11/20/2019,autumn,개봉영화,장편,미국,68,293466900.0,215547620,24855,범죄,청소년관람불가,독립/예술영화,9.11,"로버트 드 니로,알 파치노,조 페시",209,8.870588235,85,2019,809305.0,2 [2],0,1,51829915
72,나의 절친 악당들,임상수,"휠므빠말주식회사,이십세기폭스 인터내셔널 프로덕션",,이십세기폭스코리아(주),B,6/25/2015,summer,개봉영화,장편,한국,384,921337864.0,298390064,35949,범죄,청소년관람불가,일반영화,5.5,"류승범,고준희,류현경",110,5.9,80,2015,1281925.0,1 [1],0,0,54661329
2,킹스맨 : 시크릿 에이전트,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/11/2015,winter,개봉영화,장편,미국,706,50333635795.0,16707645195,1968882,액션,청소년관람불가,일반영화,7.58,"콜린 퍼스,태런 에저튼,사무엘 L. 잭슨",128,8.96078431372549,918,2015,17202955.0,2 [2],1,0,319404847
317,국가대표 2,김종현,케이엠컬쳐㈜,,메가박스중앙(주)플러스엠,A,8/10/2016,summer,개봉영화,장편,한국,562,5424324942.0,1319827542,166219,드라마,12세이상관람가,일반영화,5.5,"수애,오달수,오연서",126,8.880952381,882,2016,703024.0,1 [1],1,1,269072510
347,죽여주는 여자,이재용,"한국영화아카데미,주식회사 뭉클픽쳐스",,CGV아트하우스,A,10/6/2016,autumn,개봉영화,장편,한국,317,872397300.0,376215400,51740,드라마,청소년관람불가,독립/예술영화,6.94,"윤여정,전무송,윤계상",111,8.457943925,107,2016,1736767.0,1 [1],0,0,57162172
288,터널,김성훈B,"(주)어나더썬데이,(주)비에이엔터테인먼트",,(주)쇼박스,C,8/10/2016,summer,개봉영화,장편,한국,1105,57510324417.0,14121558017,1675010,드라마,12세이상관람가,일반영화,7.21,"하정우,배두나,오달수",126,8.66082965,5882,2016,10247082.0,1 [1],1,0,768530405
12,악의 연대기,백운학,(주)비에이엔터테인먼트,,씨제이이앤엠(주),A,5/14/2015,spring,개봉영화,장편,한국,776,17357873332.0,4129615932,497664,스릴러,15세이상관람가,일반영화,5.81,"손현주,마동석,최다니엘",102,8.428093645,598,2015,2191793.0,1 [1],0,0,288312402
309,"당신, 거기 있어줄래요",홍지영,(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,A,12/14/2016,winter,개봉영화,장편,한국,767,8999085248.0,2552055748,305990,판타지,12세이상관람가,일반영화,5.44,"김윤석,변요한,채서진",111,8.872954764,1039,2016,2335092.0,1 [1],1,0,207758574
682,더 넌,코린 하디,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/19/2018,autumn,개봉영화,장편,미국,824,8777844795.0,2249634745,248861,공포,15세이상관람가,일반영화,4.5,"타이사 파미가,데미안 비쉬어,보니 아론스",96,7.4427333970000005,1039,2018,1011580.0,1 [1],0,0,7081060
857,"힘을 내요, 미스터 리",이계벽,"(주)용필름,(주)덱스터스튜디오",,(주)넥스트엔터테인먼트월드(NEW),C,9/11/2019,autumn,개봉영화,장편,한국,990,9887863906.0,1965170736,229545,코미디,12세이상관람가,일반영화,5.17,"차승원,엄채영,박해준",111,8.467213115,366,2019,1176076.0,2 [2],0,0,24816693
108,마션,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,10/8/2015,autumn,개봉영화,장편,미국,1132,39612764295.0,12914889095,1509471,액션,12세이상관람가,일반영화,7.91,"맷 데이먼,제시카 차스테인,세바스찬 스탠",144,8.774937343,1995,2015,21424146.0,3 [3],1,0,87204658
429,목소리의 형태,야마다 나오코,,"(주)엔케이컨텐츠,(주)콘텐츠게이트",(주)디스테이션,D,5/9/2017,spring,개봉영화,장편,일본,466,2140563014.0,566227114,69415,애니메이션,전체관람가,일반영화,7.6,"이리노 미유,하야미 사오리",129,8.811145511,646,2017,279898.0,1 [1],1,0,1169642
559,윈드 리버,테일러 쉐리던,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,D,9/14/2017,autumn,개봉영화,장편,미국,330,391358700.0,159742100,20211,액션,15세이상관람가,독립/예술영화,7.33,"제레미 레너,엘리자베스 올슨",111,8.368421052999999,38,2017,54241.0,1 [1],0,0,43979183
181,파더 앤 도터,가브리엘 무치노,,(주)에이블엔터테인먼트,(주)박수엔터테인먼트,D,12/10/2015,winter,개봉영화,장편,미국,352,445586100.0,165809100,20716,드라마,15세이상관람가,일반영화,6.25,"아만다 사이프리드,러셀 크로우,아론 폴",91,8.259259259,27,2015,69055.0,1 [1],0,0,38476993
842,라이온 킹,존 파브로,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,7/17/2019,summer,개봉영화,장편,미국,1936,41518977430.0,11620751790,1218042,어드벤처,전체관람가,일반영화,6.0,"도날드 글로버,비욘세,제임스 얼 존스",118,8.668552036,884,2019,4889524.0,3 [3],0,1,0
877,제미니 맨,이안,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,A,10/9/2019,autumn,개봉영화,장편,미국,845,3295969230.0,956421180,107352,액션,12세이상관람가,일반영화,5.0,윌 스미스,117,8.935483871,186,2019,387342.0,1 [1],0,0,10030345
698,동네사람들,임진순,(주)데이드림,,(주)리틀빅픽쳐스,D,11/7/2018,autumn,개봉영화,장편,한국,731,3797676112.0,709340562,82070,액션,15세이상관람가,일반영화,4.0,"마동석,김새론",99,7.507317072999999,410,2018,459020.0,1 [1],0,0,236337965
724,셜록 놈즈,존 스티븐슨,,(주)다자인소프트,"씨네그루(주)키다리이엔티,(주)삼백상회",B,10/3/2018,autumn,개봉영화,장편,미국,440,644661200.0,152642850,19724,애니메이션,전체관람가,독립/예술영화,4.5,"조니 뎁,에밀리 블런트,제임스 맥어보이",86,8.276785713999999,112,2018,86784.0,1 [1],1,0,129753398
42,스폰지밥 3D,폴 티비트,,씨제이이앤엠(주),씨제이이앤엠(주),A,2/18/2015,winter,개봉영화,장편,미국,357,2458946200.0,512218000,65131,애니메이션,전체관람가,일반영화,5.5,"전태열,이인성,안토니오 반데라스",92,7.947826087,345,2015,325016.0,1 [1],1,0,6953074
304,봉이 김선달,박대민,"(주)엠픽처스,(주)에스엔케이픽처스",,씨제이이앤엠(주),A,7/6/2016,summer,개봉영화,장편,한국,942,16172133642.0,3545320462,432216,사극,12세이상관람가,일반영화,5.14,"유승호,조재현,고창석",121,8.317815577000001,1117,2016,2044564.0,1 [1],1,0,22800872
490,부라더,장유정,"(주)홍필름,(주)수필름",,메가박스중앙(주)플러스엠,A,11/2/2017,autumn,개봉영화,장편,한국,889,11590908298.0,2357877298,287039,코미디,12세이상관람가,일반영화,5.8,"마동석,이동휘,이하늬",102,7.884267631,553,2017,1468301.0,1 [1],1,0,340542202
614,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,B,6/6/2018,summer,개봉영화,장편,일본,588,1388591900.0,222643100,27844,애니메이션,전체관람가,독립/예술영화,6.0,"임채헌,이선호,정미숙",90,8.042780749,374,2018,7587500.0,6 [6],1,1,5305273
809,크게 될 놈,강지은,밀짚모자영화사(주),,(주)영화사오원,D,4/18/2019,spring,개봉영화,장편,한국,447,780915420.0,146506530,18392,드라마,15세이상관람가,일반영화,4.5,"김해숙,손호준",108,9.176923077,130,2019,102223.0,1 [1],0,0,47686655
445,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,,(주)애니플러스,(주)박수엔터테인먼트,D,2/23/2017,winter,개봉영화,장편,일본,124,897598000.0,277569000,35430,애니메이션,12세이상관람가,일반영화,0.0,"마츠오카 요시츠구,토마츠 하루카,이토 카나에",120,9.27647868,727,2017,117401.0,1 [1],1,0,1517840
515,플립,롭 라이너,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,D,7/12/2017,summer,개봉영화,장편,미국,249,2818791900.0,1025482700,123030,드라마,12세이상관람가,일반영화,6.0,"매들린 캐롤,캘런 맥오리피",90,9.184501845,542,2017,0.0,1 [1],1,0,11476
521,블레이드 러너 2049,드니 빌뇌브,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,10/12/2017,autumn,개봉영화,장편,미국,664,2760845365.0,1162877565,128723,SF,15세이상관람가,일반영화,8.22,"라이언 고슬링,해리슨 포드",163,7.955555556,270,2017,2530063.0,3 [3],1,1,22782482
803,0.0MHz,유선동,(주)제이엠컬쳐스,,(주)스마일이엔티,D,5/29/2019,spring,개봉영화,장편,한국,446,1088258860.0,213889040,25604,공포,15세이상관람가,일반영화,3.33,"정은지,이성열,최윤영",102,7.423728813999999,59,2019,137294.0,1 [1],0,0,1595484
525,딥,줄리오 소토 거피드,,(주)영화사 빅,(주)이수C&E,B,10/3/2017,autumn,개봉영화,장편,기타,441,1746940500.0,349568900,43492,애니메이션,전체관람가,독립/예술영화,0.0,"심규혁,사문영,이인성",85,7.905109489,137,2017,226933.0,1 [1],0,0,3300919
371,두 남자,이성태,(주)엠씨엠씨,,씨네그루(주)키다리이엔티,B,11/30/2016,autumn,개봉영화,장편,한국,397,459566121.0,164888821,21095,범죄,청소년관람불가,일반영화,5.44,"마동석,최민호",91,7.733333332999999,90,2016,674609.0,2 [2],0,0,237471197
455,너와 100번째 사랑,츠키카와 쇼,,(주)엔케이컨텐츠,(주)디스테이션,D,5/25/2017,spring,개봉영화,장편,일본,140,620733200.0,193154900,23328,드라마,12세이상관람가,독립/예술영화,4.67,"사카구치 켄타로,미와,류세이 료",116,8.440677966,59,2017,1088390.0,2 [2],0,0,604221
338,빅,트레버 월,,(주)누리픽쳐스,(주)이수C&E,B,7/27/2016,summer,개봉영화,장편,미국,332,1174196720.0,215962400,28656,애니메이션,전체관람가,독립/예술영화,0.0,"롭 슈나이더,헤더 그레이엄,켄 정",91,8.246200607999999,329,2016,0.0,1 [1],0,0,0
374,그물,김기덕,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),C,10/6/2016,autumn,개봉영화,장편,한국,381,416593300.0,112920600,14136,드라마,15세이상관람가,독립/예술영화,7.25,"류승범,이원근,김영민",114,8.276595745,94,2016,100391.0,1 [1],0,0,48603991
55,소셜포비아,홍석재,한국영화아카데미,,CGV아트하우스,A,3/12/2015,spring,개봉영화,장편,한국,368,1950635763.0,551485163,67072,스릴러,15세이상관람가,독립/예술영화,7.18,"변요한,이주승,류준열",102,7.655555556,90,2015,248215.0,1 [1],0,0,176158055
728,마일22,피터 버그,,유니콘미디어(주),(주)팝엔터테인먼트,D,8/23/2018,summer,개봉영화,장편,미국,203,600495500.0,188969000,21466,액션,15세이상관람가,일반영화,4.0,"마크 월버그,로렌 코핸,이코 우웨이스",95,7.917647059,85,2018,915475.0,3 [3],0,0,29765634
216,오빠생각,이한,(주)조이래빗,,(주)넥스트엔터테인먼트월드(NEW),C,1/21/2016,winter,개봉영화,장편,한국,855,8058857287.0,1899517093,242400,드라마,12세이상관람가,일반영화,5.66,"임시완,고아성",124,8.72,500,2016,6268514.0,2 [2],1,0,12659161
542,인비저블 게스트,오리올 파울로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,D,9/21/2017,autumn,개봉영화,장편,기타,232,758162200.0,367271800,44659,범죄,15세이상관람가,독립/예술영화,6.5,"마리오 카사스,바바라 레니,호세 코로나도",106,9.41509434,53,2017,161014.0,1 [1],0,0,377127
40,아메리칸 스나이퍼,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,1/14/2015,winter,개봉영화,장편,미국,308,2800001438.0,1052863738,126890,액션,청소년관람불가,일반영화,7.25,"브래들리 쿠퍼,시에나 밀러,제이크 맥더맨",132,8.669902913,206,2015,1943736.0,3 [3],1,0,12791205
426,석조저택 살인사건,"정식,김휘",주식회사 영화사다,,씨네그루(주)키다리이엔티,B,5/9/2017,spring,개봉영화,장편,한국,539,2802134886.0,764028486,92270,스릴러,15세이상관람가,일반영화,4.67,"고수,김주혁,문성근",109,8.382857142999999,525,2017,4218513.0,"3 [1, 2]",1,0,214378311
704,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,타카하시 와타루,,씨제이이앤엠(주),씨제이이앤엠(주),A,12/19/2018,winter,개봉영화,장편,일본,489,2148708050.0,307873700,38316,애니메이션,전체관람가,일반영화,0.0,"박영남,강희선,김환진",104,8.974789916,238,2018,966278.0,3 [3],1,1,4185050
638,매직빈,조이 주,,(주)영화사 빅,(주)영화사 빅,D,5/3/2018,spring,개봉영화,장편,기타,534,427992700.0,70261300,8592,애니메이션,전체관람가,독립/예술영화,5.0,"황창영,민아,장병관",72,6.6363636360000005,11,2018,55804.0,1 [1],0,0,1249384
815,구스 베이비,크리스토퍼 젠킨스,,(주)머스트씨무비릴리징컴퍼니,(주)이수C&E,B,1/16/2019,winter,개봉영화,장편,미국,424,652090360.0,110715900,14539,애니메이션,전체관람가,일반영화,5.0,"전현무,유아,박성광",89,9.05952381,84,2019,91430.0,1 [1],0,0,548580
178,히트맨: 에이전트 47,알렉산더 바흐,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/3/2015,autumn,개봉영화,장편,미국,272,492878500.0,134566400,16556,액션,15세이상관람가,일반영화,5.5,"루퍼트 프렌드,한나 웨어,재커리 퀸토",98,7.833333333,84,2015,63073.0,1 [1],1,1,378804
176,다크 플레이스,질스 파겟-브레너,,(주)누리픽쳐스,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",D,7/15/2015,summer,개봉영화,장편,미국,268,530282654.0,236400854,28454,드라마,청소년관람불가,일반영화,6.0,"샤를리즈 테론,니콜라스 홀트,클로이 모레츠",113,7.609756097999999,41,2015,66075.0,1 [1],1,0,154159411
810,콜드 체이싱,한스 페터 몰란트,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,2/20/2019,winter,개봉영화,장편,영국,480,777401607.0,247473807,30216,액션,15세이상관람가,독립/예술영화,7.5,"리암 니슨,톰 베이트먼",118,7.278688525,61,2019,101694.0,1 [1],0,0,71076067
58,노아의 방주: 남겨진 녀석들,토비 젠켈,,(주)스마일이엔티,씨네그루(주)다우기술,B,4/30/2015,spring,개봉영화,장편,기타,436,1586417300.0,362928700,48437,애니메이션,전체관람가,일반영화,6.16,"김하영,배진홍,윤세웅",85,8.408866995,203,2015,497626.0,2 [2],0,0,3197734
812,아이 엠 마더,피에르 모렐,,(주)퍼스트런,"(주)삼백상회,(주)팬엔터테인먼트",D,4/11/2019,spring,개봉영화,장편,미국,213,774580700.0,264289600,32731,액션,15세이상관람가,일반영화,5.25,제니퍼 가너,102,8.492537313,67,2019,201594.0,2 [2],0,0,1214509
409,패신저스,모튼 틸덤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/4/2017,winter,개봉영화,장편,미국,608,5467466918.0,1753464218,208036,어드벤처,12세이상관람가,일반영화,5.5,"제니퍼 로렌스,크리스 프랫,마이클 쉰",116,8.060927152,755,2017,3487587.0,2 [2],0,0,135851597
16,이미테이션 게임,모튼 틸덤,,(주)미디어로그,메가박스중앙(주)플러스엠,A,2/17/2015,winter,개봉영화,장편,영국,541,13654746120.0,4581883920,569958,드라마,15세이상관람가,일반영화,7.25,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드",114,8.726821192000001,604,2015,3487587.0,2 [2],1,0,69343290
576,쥬만지: 새로운 세계,제이크 캐스단,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,1/3/2018,winter,개봉영화,장편,미국,791,13814824864.0,3546830914,421003,액션,12세이상관람가,일반영화,5.33,"드웨인 존슨,잭 블랙,케빈 하트",118,8.473394495,545,2018,4472312.0,2 [2],1,1,237067369
650,반딧불이 딘딘,등위봉,,(주)아펙스 엔터테인먼트,(주)박수엔터테인먼트,D,2/22/2018,winter,개봉영화,장편,기타,303,259903900.0,30153300,4068,애니메이션,전체관람가,독립/예술영화,6.0,"방지원,조연우,신정훈",85,7.666666667,48,2018,36737.0,1 [1],0,0,304870
376,"나, 다니엘 블레이크",켄 로치,,(주)영화사 진진,(주)영화사 진진,D,12/8/2016,winter,개봉영화,장편,영국,63,420708100.0,269812700,33050,드라마,12세이상관람가,독립/예술영화,8.4,"데이브 존스,헤일리 스콰이어",100,9.352941176,102,2016,79130.0,1 [1],1,0,0
637,소공녀,전고운,"광화문시네마,(주)모토",,CGV아트하우스,A,3/22/2018,spring,개봉영화,장편,한국,284,467050200.0,235770600,28544,멜로/로맨스,15세이상관람가,독립/예술영화,6.75,"이솜,안재홍",106,8.957446809,94,2018,58340.0,1 [1],0,1,40739127
