,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
328,언더 워터,자움 콜렛 세라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/13/2016,summer,개봉영화,장편,미국,518,3111772391.0,722677691,87120,공포,15세이상관람가,일반영화,7.25,블레이크 라이블리,86,8.227513228,378,2016,6093136.0,3 [3],0,0,7715216
726,출국,노규엽,주식회사 디에스이이디,,,D,11/14/2018,autumn,개봉영화,장편,한국,274,639521850.0,244385200,32001,드라마,15세이상관람가,독립/예술영화,4.0,이범수,105,9.315789473999999,152,2018,81722.0,1 [1],0,0,31878561
441,눈길,이나정,KBS,,"(주)엣나인필름,CGV아트하우스",D,3/1/2017,spring,개봉영화,장편,한국,495,946705100.0,227150700,29161,드라마,15세이상관람가,독립/예술영화,6.0,"김영옥,김향기,김새론",121,9.046511628,129,2017,126384.0,1 [1],1,0,118468234
113,메이즈 러너: 스코치 트라이얼,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/16/2015,autumn,개봉영화,장편,미국,804,21596946349.0,5743724849,697898,액션,12세이상관람가,일반영화,6.56,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",132,8.467128028,867,2015,10600985.0,2 [2],1,1,84487869
48,인서전트,로베르트 슈벤트케,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,A,3/25/2015,spring,개봉영화,장편,미국,480,2158449889.0,650066489,81654,SF,15세이상관람가,일반영화,5.0,"쉐일린 우들리,테오 제임스,케이트 윈슬렛",119,7.433962264,159,2015,871786.0,2 [2],1,1,21542765
289,인천상륙작전,이재한,(주)태원엔터테인먼트,,씨제이이앤엠(주),A,7/27/2016,summer,개봉영화,장편,한국,1049,55101410303.0,11459996563,1427944,드라마,12세이상관람가,일반영화,3.41,"이정재,이범수,리암 니슨",110,8.57027739,6453,2016,7084821.0,1 [1],1,0,200650475
804,바이스,아담 맥케이,,(주)콘텐츠판다,(주)콘텐츠판다,D,4/11/2019,spring,개봉영화,장편,미국,241,1144142384.0,540292584,63132,드라마,15세이상관람가,독립/예술영화,7.0,크리스찬 베일,132,8.921052632,38,2019,1028253.0,2 [2],0,1,6614846
206,레버넌트: 죽음에서 돌아온 자,알레한드로 곤잘레스 이냐리투,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,1/14/2016,winter,개봉영화,장편,미국,967,16107288130.0,5111304509,613536,어드벤처,15세이상관람가,일반영화,7.46,"레오나르도 디카프리오,톰 하디,도널 글리슨",156,8.009656652,932,2016,2416664.0,2 [2],1,0,72879230
578,골든슬럼버,노동석,영화사 집,,씨제이이앤엠(주),A,2/14/2018,winter,개봉영화,장편,한국,833,11412768798.0,2666693198,315506,범죄,15세이상관람가,일반영화,5.0,"강동원,김의성,한효주",108,6.530805687000001,422,2018,1387508.0,1 [1],0,1,347647523
285,잡아야 산다,오인천,더퀸디앤엠 주식회사,,오퍼스픽쳐스(유),D,1/7/2016,winter,개봉영화,장편,한국,219,410361400.0,91032800,11245,코미디,15세이상관람가,일반영화,3.0,"김승우,김정태,혁",96,6.977777777999999,45,2016,535159.0,1 [1],0,0,10517175
691,스파이더맨: 뉴 유니버스,"밥 퍼시케티,피터 램지,로드니 로스맨",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,12/12/2018,winter,개봉영화,장편,미국,722,5305289076.0,1940653426,221810,애니메이션,12세이상관람가,일반영화,8.25,"샤메익 무어,헤일리 스테인펠드,니콜라스 케이지",117,9.27820711,647,2018,3839604.0,"3 [1, 1, 1]",1,1,9158972
225,싱 스트리트,존 카니,,(주)이수C&E,(주)이수C&E,B,5/19/2016,spring,개봉영화,장편,기타,494,4445416672.0,1888931472,231611,드라마,15세이상관람가,독립/예술영화,6.81,"페리다 월시-필로,루시 보인턴,잭 레이너",106,9.097664544,471,2016,3981463.0,1 [1],0,0,9401909
612,콜 미 바이 유어 네임,루카 구아다니노,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,3/22/2018,spring,개봉영화,장편,기타,192,1655414700.0,940932000,110111,드라마,청소년관람불가,독립/예술영화,7.8,"티모시 샬라메,아미 해머",132,9.42519685,127,2018,198013.0,1 [1],0,0,9027010
120,성난 변호사,허종호,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",,씨제이이앤엠(주),A,10/8/2015,autumn,개봉영화,장편,한국,607,8697174039.0,2126132839,263369,범죄,15세이상관람가,일반영화,6.65,"이선균,김고은,임원희",117,8.564612326,503,2015,2973250.0,2 [2],1,0,192276031
476,킹스맨: 골든 서클,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,9/27/2017,autumn,개봉영화,장편,미국,1687,40987484736.0,12306638886,1419759,액션,청소년관람불가,일반영화,5.0,"콜린 퍼스,줄리안 무어,태런 에저튼",141,8.748452265,3069,2017,17202955.0,2 [2],1,1,131553012
391,원더 우먼,팻티 젠킨스,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,5/31/2017,spring,개봉영화,장편,미국,1034,17378566986.0,5302201586,631826,액션,12세이상관람가,일반영화,6.7,"갤 가돗,크리스 파인",141,8.388947928,941,2017,2153152.0,1 [1],1,1,27734199
556,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,,SMG 홀딩스,"(주)이수C&E,(주)에이원엔터테인먼트",B,12/14/2017,winter,개봉영화,장편,일본,207,424665700.0,92383400,11757,애니메이션,전체관람가,일반영화,0.0,"조경이,이재현,이지현",65,0.0,0,2017,54988.0,1 [1],1,0,6260992
221,런던 해즈 폴른,바박 나자피,,우성엔터테인먼트,메가박스중앙(주)플러스엠,A,3/10/2016,spring,개봉영화,장편,미국,523,5908203979.0,1743777879,207959,액션,15세이상관람가,일반영화,4.0,"제라드 버틀러,아론 에크하트,모건 프리먼",98,8.8125,272,2016,732531.0,1 [1],0,1,42992977
896,좀비랜드: 더블 탭,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,11/13/2019,autumn,개봉영화,장편,미국,585,1176173880.0,391265590,44122,액션,15세이상관람가,일반영화,6.5,"우디 해럴슨,제시 아이젠버그,아비게일 브레스린",99,8.549019608,51,2019,7913061.0,2 [2],1,0,99759616
171,갤로우즈,"트래비스 클러프,크리스 로핑",,워너브러더스 코리아(주),워너브러더스 코리아(주),B,9/3/2015,autumn,개봉영화,장편,미국,299,674767406.0,144252106,17990,공포,15세이상관람가,일반영화,3.33,"캐시디 지포드,파이퍼 브라운,라이언 슈즈",81,6.607142857,56,2015,261903.0,"2 [1, 1]",0,0,436505
716,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,우시로 신지,,씨제이이앤엠(주),씨제이이앤엠(주),A,9/20/2018,autumn,개봉영화,장편,일본,454,1205873200.0,181911300,22720,애니메이션,전체관람가,일반영화,0.0,"여민정,한채언,김지율",103,8.858267717,127,2018,2791007.0,3 [3],1,1,3026267
711,런닝맨 : 풀룰루의 역습,윤준상,(주)로커스,,(주)넥스트엔터테인먼트월드(NEW),C,12/5/2018,winter,개봉영화,장편,한국,511,1413729750.0,233583650,28808,애니메이션,전체관람가,일반영화,6.0,"김서영,권창욱,엄상현",67,7.547550432,347,2018,186191.0,1 [1],0,1,26973445
816,레고 무비2,마이크 미첼,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,2/6/2019,winter,개봉영화,장편,미국,442,680374040.0,182185020,22018,애니메이션,전체관람가,일반영화,6.25,"크리스 프랫,엘리자베스 뱅크스,윌 아넷",107,8.767295597,159,2019,1440037.0,2 [2],1,1,82158458
851,신의 한 수: 귀수편,리건,"(주)메이스엔터테인먼트,(주)아지트필름",,씨제이이앤엠(주),A,11/7/2019,autumn,개봉영화,장편,한국,1246,18390976550.0,4084690170,463426,범죄,15세이상관람가,일반영화,5.0,"권상우,김희원,김성균",106,8.993224932,738,2019,2146766.0,1 [1],1,1,150502631
727,호텔 아르테미스,드류 피어스,,판씨네마(주),판씨네마(주),D,7/18/2018,summer,개봉영화,장편,미국,465,646127100.0,188005400,21929,액션,15세이상관람가,일반영화,5.0,"조디 포스터,데이브 바티스타,소피아 부텔라",94,7.18,50,2018,77794.0,1 [1],0,0,68546136
536,저수지 게임,최진성,프로젝트 부,,(주)스마일이엔티,D,9/7/2017,autumn,개봉영화,장편,한국,289,984605100.0,390376200,47721,다큐멘터리,15세이상관람가,독립/예술영화,6.67,"주진우,조미래,정재호",100,9.777108434,166,2017,159627.0,1 [1],1,0,0
749,기생충,봉준호,(주)바른손이앤에이,,씨제이이앤엠(주),A,5/30/2019,spring,개봉영화,장편,한국,1948,81862071185.0,22039419115,2518131,드라마,15세이상관람가,일반영화,9.06,"송강호,이선균,조여정",131,9.116782676,2586,2019,9676939.0,2 [2],0,0,273232941
123,몬스터 호텔 2,젠디 타타코브스키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/24/2015,winter,개봉영화,장편,미국,686,7029012585.0,1640267600,217074,애니메이션,전체관람가,일반영화,6.0,"아담 샌들러,셀레나 고메즈,케빈 제임스",89,8.669312169,1890,2015,3882431.0,2 [2],0,1,20805433
386,보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",,롯데쇼핑㈜롯데엔터테인먼트,A,5/3/2017,spring,개봉영화,장편,한국,1091,20693290509.0,4093422209,491530,범죄,15세이상관람가,일반영화,5.89,"이성민,조진웅,김성균",115,8.391095591000001,2291,2017,2572971.0,1 [1],0,0,736995184
180,주온: 더 파이널,오치아이 마사유키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,10/1/2015,autumn,개봉영화,장편,일본,318,461765400.0,101256000,13046,공포,15세이상관람가,일반영화,0.0,"타이라 아이리,키리야마 렌",90,5.155555556,45,2015,478094.0,1 [1],0,1,182943
161,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,,대원미디어(주),(주)와우픽쳐스,D,9/17/2015,autumn,개봉영화,장편,일본,351,816868100.0,155568500,20865,애니메이션,전체관람가,일반영화,5.67,"미즈타 와사비,오오하라 메구미,카카즈 유미",100,8.666666667000001,48,2015,113404.0,1 [1],1,1,3849120
654,스파키,"아론 우들리,애론 우들리",(주)레드로버,,예지림엔터테인먼트,D,4/12/2018,spring,개봉영화,장편,한국,312,257040200.0,41353300,5315,애니메이션,전체관람가,일반영화,4.0,"제이스 노먼,제시카 비엘,수잔 서랜든",91,8.263157895,19,2018,0.0,"2 [1, 1]",0,0,14151
453,사일런스,마틴 스코세이지,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,B,2/28/2017,winter,개봉영화,장편,미국,342,700818300.0,298799600,38435,드라마,15세이상관람가,독립/예술영화,7.0,"앤드류 가필드,리암 니슨,아담 드라이버",159,8.890909091000001,110,2017,809305.0,2 [2],1,0,94714286
117,007 스펙터,샘 멘데스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/11/2015,autumn,개봉영화,장편,영국,1105,14301476030.0,4497382930,548003,액션,15세이상관람가,일반영화,5.69,"다니엘 크레이그,레아 세이두,크리스토프 왈츠",148,7.6290143960000005,903,2015,4196905.0,1 [1],0,1,48939674
599,피터 래빗,윌 글럭,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,5/16/2018,spring,개봉영화,장편,미국,599,3002378600.0,598104900,74021,애니메이션,전체관람가,일반영화,5.5,"제임스 코든,도널 글리슨,로즈 번",95,9.202635914,607,2018,387794.0,1 [1],0,1,34831796
891,진범,고정욱,"(주)곰픽쳐스,(주)트러스트스튜디오",,(주)리틀빅픽쳐스,D,7/10/2019,summer,개봉영화,장편,한국,224,1424601000.0,298936100,34223,스릴러,15세이상관람가,일반영화,6.33,"송새벽,유선",100,7.829268292999999,82,2019,167333.0,1 [1],0,0,63374328
707,나를 차버린 스파이,수잔나 포겔,,(주)누리픽쳐스,(주)누리픽쳐스,D,8/22/2018,summer,개봉영화,장편,미국,278,2346742100.0,741785000,82196,액션,15세이상관람가,일반영화,5.8,"밀라 쿠니스,케이트 맥키넌",117,8.375,16,2018,264766.0,1 [1],0,0,2978914
828,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,스도 토모노리,,(주)애니플러스,(주)애니플러스,C,3/21/2019,spring,개봉영화,장편,일본,94,397411880.0,179118880,19707,애니메이션,15세이상관람가,독립/예술영화,0.0,"스기야마 노리아키,시타야 노리코,카미야 히로시",117,9.460843373,332,2019,87570.0,1 [1],1,1,835651
669,목격자,조규장,(주)에이디사공육,,(주)넥스트엔터테인먼트월드(NEW),C,8/15/2018,summer,개봉영화,장편,한국,1021,21732042597.0,4600434447,514732,스릴러,15세이상관람가,일반영화,5.25,"이성민,김상호,진경",111,7.733002833,1412,2018,1304906.0,2 [2],0,0,273252363
462,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),D,1/25/2017,winter,개봉영화,장편,영국,145,404919500.0,109442000,16138,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",68,8.287234043,188,2017,1206342.0,5 [5],1,1,26048880
524,미옥,이안규,(주)영화사 소중한,,씨네그루(주)키다리이엔티,B,11/9/2017,autumn,개봉영화,장편,한국,635,1897705564.0,520190864,63596,범죄,청소년관람불가,일반영화,4.33,"김혜수,이선균",91,7.375,216,2017,238587.0,1 [1],0,0,131869173
240,극장판 안녕 자두야,손석우,"아툰즈,씨제이이앤엠(주)",,씨제이이앤엠(주),A,5/4/2016,spring,개봉영화,장편,한국,523,2124832300.0,377332100,46697,애니메이션,전체관람가,일반영화,0.0,"여민정,양정화",75,8.120155039,516,2016,278914.0,1 [1],1,0,21038141
134,"협녀, 칼의 기억",박흥식,(주)티피에스컴퍼니,,롯데쇼핑㈜롯데엔터테인먼트,A,8/13/2015,summer,개봉영화,장편,한국,572,3360045489.0,999537689,123013,사극,15세이상관람가,일반영화,6.12,"이병헌,전도연,김고은",121,6.151515152000001,264,2015,1359388.0,2 [2],0,0,246481677
155,내부자들: 디 오리지널,우민호,(유)내부자들 문화전문회사,,(주)쇼박스,C,12/31/2015,winter,개봉영화,장편,한국,838,1236787715.0,354754600,45551,범죄,청소년관람불가,일반영화,0.0,"이병헌,조승우,백윤식",180,9.052407069,1641,2015,26081050.0,3 [3],0,0,315927301
353,나의 산티아고,줄리아 폰 하인츠,,(주)영화사 진진,(주)영화사 진진,D,7/14/2016,summer,개봉영화,장편,기타,88,721244232.0,404870932,51590,코미디,12세이상관람가,독립/예술영화,6.0,"데비드 스트리에소브,마르티나 게덱,카롤리네 슈허",92,8.393258427000001,89,2016,94243.0,1 [1],1,0,565508
139,치외법권,신동엽,"(주)유니프로,(주)스톰픽쳐스코리아",,판씨네마(주),D,8/27/2015,summer,개봉영화,장편,한국,446,2664941005.0,586388005,72126,액션,15세이상관람가,일반영화,4.83,"임창정,최다니엘",104,7.247058824,170,2015,558411.0,1 [1],0,0,26271621
862,천문: 하늘에 묻는다,허진호,(주)하이브미디어코프,,롯데컬처웍스(주)롯데엔터테인먼트,A,12/26/2019,winter,개봉영화,장편,한국,1198,7808242950.0,2113501840,258720,사극,12세이상관람가,일반영화,6.7,"최민식,한석규",132,9.022116903999999,633,2019,12152726.0,2 [2],0,1,91495148
418,원라인,양경모,"(주)미인픽쳐스,(주)곽픽쳐스",,(주)넥스트엔터테인먼트월드(NEW),C,3/29/2017,spring,개봉영화,장편,한국,613,3310122433.0,807184333,101624,범죄,15세이상관람가,일반영화,5.71,"임시완,진구,박병은",131,8.794642857000001,560,2017,433825.0,1 [1],0,0,28630663
60,버드맨,알레한드로 곤잘레스 이냐리투,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,3/5/2015,spring,개봉영화,장편,미국,380,1653103800.0,855370200,103328,코미디,청소년관람불가,일반영화,8.1,"마이클 키튼,에드워드 노튼,엠마 스톤",119,8.532051282000001,156,2015,2416664.0,2 [2],0,0,84355523
860,마이펫의 이중생활 2,크리스 리노드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,7/31/2019,summer,개봉영화,장편,미국,933,8512830825.0,1937926035,239636,애니메이션,전체관람가,일반영화,6.0,"패튼 오스왈트,케빈 하트,제니 슬레이트",85,9.080555556,360,2019,7075659.0,2 [2],1,0,62469356
558,매혹당한 사람들,소피아 코폴라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/6/2017,autumn,개봉영화,장편,미국,395,393548500.0,187653600,23621,스릴러,15세이상관람가,독립/예술영화,7.0,"니콜 키드먼,커스틴 던스트,엘르 패닝",94,8.376811594,69,2017,51867.0,1 [1],1,0,41277249
165,프리덤,피터 쿠센스,,"(재)CBS,SOKOR MEDIA",주식회사 마운틴픽쳐스,D,11/19/2015,autumn,개봉영화,장편,미국,117,736220100.0,141849400,18198,드라마,12세이상관람가,독립/예술영화,0.0,"쿠바 구딩 쥬니어,베르나르드 포처,윌리암 새들러",95,8.545454545,11,2015,106030.0,1 [1],1,0,0
658,앤트맨과 와스프,페이튼 리드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,7/4/2018,summer,개봉영화,장편,미국,1775,47465443185.0,13821594585,1503229,액션,12세이상관람가,일반영화,6.13,"폴 러드,에반젤린 릴리,마이클 더글라스",118,8.975738985,3586,2018,11127668.0,2 [2],1,1,67216268
300,도리를 찾아서,앤드류 스탠튼,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,7/6/2016,summer,개봉영화,장편,미국,1091,20703899933.0,6199961913,724706,애니메이션,전체관람가,일반영화,6.52,"엘런 드제너러스,앨버트 브룩스,에드 오닐",97,8.691922006,1795,2016,2601734.0,1 [1],0,1,0
214,워크래프트: 전쟁의 서막,던칸 존스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,6/9/2016,summer,개봉영화,장편,미국,736,10087718005.0,2980332505,320325,액션,12세이상관람가,일반영화,5.96,"트래비스 핌멜,벤 포스터,폴라 패튼",122,8.683649289,1688,2016,1156727.0,1 [1],1,1,18872111
407,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,3/29/2017,spring,개봉영화,장편,미국,807,6285970884.0,1900110084,222563,SF,15세이상관람가,일반영화,5.14,스칼렛 요한슨,107,7.406067677999999,857,2017,764072.0,1 [1],1,0,56415240
468,미스 슬로운,존 매든,,(주)메인타이틀픽쳐스,(주)메인타이틀픽쳐스,D,3/29/2017,spring,개봉영화,장편,미국,104,381394300.0,199557400,24714,드라마,15세이상관람가,독립/예술영화,6.83,제시카 차스테인,132,9.2,5,2017,48051.0,1 [1],1,0,41428574
297,형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),A,11/23/2016,autumn,개봉영화,장편,한국,993,23113768293.0,5470616143,673565,코미디,12세이상관람가,일반영화,4.55,"조정석,디오,박신혜",110,9.011034483,1450,2016,2979659.0,1 [1],0,0,191205106
394,로건,제임스 맨골드,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,3/1/2017,spring,개봉영화,장편,미국,954,17590962723.0,5779445923,655286,액션,청소년관람불가,일반영화,7.55,휴 잭맨,137,8.946745562,2366,2017,5342562.0,2 [2],1,1,50050175
131,서부전선,천성일,(주)하리마오픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,A,9/24/2015,autumn,개봉영화,장편,한국,509,4751661400.0,1045890400,128610,드라마,12세이상관람가,일반영화,5.83,"설경구,여진구",112,7.386533666,401,2015,609063.0,1 [1],0,0,79871113
314,매그니피센트 7,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2016,autumn,개봉영화,장편,미국,579,7633490421.0,2113986651,247071,액션,15세이상관람가,일반영화,5.79,"덴젤 워싱턴,크리스 프랫,이병헌",133,8.081967212999999,1525,2016,1966151.0,3 [3],1,0,209966396
845,분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,8/14/2019,summer,개봉영화,장편,미국,1311,32241767793.0,7717831533,839251,액션,12세이상관람가,일반영화,6.0,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바",136,9.019567456,971,2019,12043900.0,4 [4],1,0,183510449
684,인랑,김지운,(주)루이스 픽쳐스,,워너브러더스 코리아(주),B,7/25/2018,summer,개봉영화,장편,한국,1085,6994748173.0,1768239473,216427,SF,15세이상관람가,일반영화,5.73,"강동원,한효주,정우성",138,5.382171227000001,1133,2018,15041788.0,2 [2],0,1,438060666
678,스윙키즈,강형철,(주)안나푸르나필름,,(주)넥스트엔터테인먼트월드(NEW),C,12/19/2018,winter,개봉영화,장편,한국,984,10304613602.0,3068387452,357823,드라마,12세이상관람가,일반영화,6.38,"디오,자레드 그라임스,박혜수",133,9.114047288,719,2018,1258317.0,1 [1],0,1,14016888
905,러브 앳,위고 젤랭,,(주)크리픽쳐스,(주)크리픽쳐스,D,11/27/2019,autumn,개봉영화,장편,프랑스,153,745125500.0,316499500,38952,멜로/로맨스,12세이상관람가,일반영화,6.0,"프랑수아 시빌,조세핀 자피",118,10.0,2,2019,101864.0,1 [1],0,0,284536
526,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",,씨제이이앤엠(주),씨제이이앤엠(주),A,9/27/2017,autumn,개봉영화,장편,일본,486,1581375300.0,302166700,39494,애니메이션,전체관람가,일반영화,5.0,"박경혜,홍범기,김현지",90,8.566371681,226,2017,3772141.0,"4 [3, 1]",1,1,6732135
38,홈,팀 존슨,,씨제이이앤엠(주),씨제이이앤엠(주),A,5/21/2015,spring,개봉영화,장편,미국,532,2691338791.0,649663691,83379,애니메이션,전체관람가,일반영화,6.56,"짐 파슨스,리아나,제니퍼 로페즈",94,8.260869565,207,2015,360445.0,1 [1],0,0,4035768
249,글로리데이,최정열,(주)보리픽쳐스,,(주)엣나인필름,D,3/24/2016,spring,개봉영화,장편,한국,494,1484010868.0,451492668,54491,드라마,15세이상관람가,독립/예술영화,5.75,"지수,수호,류준열",93,8.285714286000001,168,2016,2904212.0,2 [2],0,0,157769424
436,더 큐어,고어 버빈스키,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/15/2017,winter,개봉영화,장편,미국,419,1331883200.0,484137700,56699,미스터리,청소년관람불가,일반영화,6.2,"데인 드한,미아 고스,제이슨 아이삭스",146,7.56377551,392,2017,159948.0,1 [1],1,0,5557856
402,악녀,정병길,(주)앞에있다,,(주)넥스트엔터테인먼트월드(NEW),C,6/8/2017,summer,개봉영화,장편,한국,685,9493804744.0,2478368444,296311,액션,청소년관람불가,일반영화,5.4,"김옥빈,신하균,성준",123,7.808153477,417,2017,1176711.0,1 [1],0,0,80598018
53,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),A,2/12/2015,winter,개봉영화,장편,일본,187,1885543600.0,356320500,48679,애니메이션,12세이상관람가,일반영화,5.0,"김선혜,강수진,이현진",92,8.571428571,7,2015,3213932.0,4 [4],1,1,8128198
194,크림슨 피크,길예르모 델 토로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/25/2015,autumn,개봉영화,장편,미국,255,377338400.0,182899400,22408,판타지,청소년관람불가,일반영화,6.29,"톰 히들스턴,제시카 차스테인,미아 와시코브스카",118,7.239130435,92,2015,2585525.0,1 [1],0,0,122878240
136,오피스,홍원찬,(주)영화사꽃,,(주)리틀빅픽쳐스,D,9/3/2015,autumn,개봉영화,장편,한국,425,3354086230.0,801709530,97876,스릴러,15세이상관람가,일반영화,6.31,"고아성,박성웅",111,7.033613445,238,2015,428429.0,1 [1],0,0,43800637
444,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),C,1/25/2017,winter,개봉영화,장편,일본,334,905611600.0,147031700,18053,애니메이션,전체관람가,일반영화,0.0,"야지마 아키코,나라하시 미키,후지와라 케이지",96,8.816964286000001,224,2017,966278.0,3 [3],1,1,1637014
768,롱 리브 더 킹: 목포 영웅,강윤성,"(주)영화사 필름몬스터,(주)비에이엔터테인먼트",,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",A,6/19/2019,summer,개봉영화,장편,한국,965,8679242160.0,1556881260,180353,액션,15세이상관람가,일반영화,5.0,"김래원,원진아,진선규",118,8.774712644,435,2019,1022790.0,2 [2],0,1,119718162
281,극장판 프랭키와 친구들: 생명의 나무,박정오,프랭키영화문화산업전문(주),,예지림엔터테인먼트,D,4/13/2016,spring,개봉영화,장편,한국,258,408723600.0,103400500,13068,애니메이션,전체관람가,일반영화,0.0,"이소은,안영미,김민정",72,8.782608696,69,2016,56476.0,1 [1],1,0,149823
35,무뢰한,오승욱,(주)사나이픽처스,,CGV아트하우스,A,5/27/2015,spring,개봉영화,장편,한국,482,3253854931.0,1111717431,136411,멜로/로맨스,청소년관람불가,일반영화,7.21,"전도연,김남길,박성웅",118,7.502283105,219,2015,413577.0,1 [1],0,0,125923099
512,아메리칸 메이드,더그 라이만,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,9/14/2017,autumn,개봉영화,장편,미국,691,3175539145.0,932267045,114257,범죄,15세이상관람가,일반영화,6.67,"톰 크루즈,도널 글리슨,사라 라이트",115,8.115,200,2017,4790550.0,1 [1],1,0,123663231
575,레디 플레이어 원,스티븐 스필버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),B,3/28/2018,spring,개봉영화,장편,미국,1079,19924623571.0,7255307121,762933,액션,12세이상관람가,일반영화,8.36,"마크 라이런스,사이먼 페그,올리비아 쿡",140,8.930516954,1799,2018,6576583.0,4 [4],0,1,108785353
798,우상,이수진,"리 공동체 영화사,(주)바른손",,CGV아트하우스,A,3/20/2019,spring,개봉영화,장편,한국,900,1581839728.0,534386118,59765,스릴러,15세이상관람가,일반영화,5.63,"한석규,설경구,천우희",144,6.683823529,136,2019,183784.0,1 [1],0,0,140928847
378,더 킹,한재림,(주)우주필름,,(주)넥스트엔터테인먼트월드(NEW),C,1/18/2017,winter,개봉영화,장편,한국,1310,43486078535.0,11144618435,1318493,범죄,15세이상관람가,일반영화,6.83,"조인성,정우성,배성우",134,8.511759172,3189,2017,5316325.0,1 [1],0,0,180061456
66,워킹걸,정범식,"(주)홍필름,(주)수필름",,메가박스중앙(주)플러스엠,A,1/7/2015,winter,개봉영화,장편,한국,308,1183887479.0,389163479,49874,코미디,청소년관람불가,일반영화,3.75,"조여정,클라라,김태우",112,7.203703704,108,2015,3798104.0,2 [2],1,0,54763704
