영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
주피터스 문,코르넬 문드럭초,,(주)엣나인필름,(주)엣나인필름,2018-08-02,개봉영화,장편,헝가리,39,37249800,4603,27457900,3136,SF,15세이상관람가,독립/예술영화
트라이앵글,크리스토퍼 스미스,,(주)히스토리필름,와이드 릴리즈(주),2018-08-29,개봉영화,장편,영국,82,32766850,4558,9335350,1221,공포(호러),15세이상관람가,독립/예술영화
화씨 11/9: 트럼프의 시대,마이클 무어,,(주)누리픽쳐스,"(주)누리픽쳐스,(주)영화사 진진",2018-11-22,개봉영화,장편,미국,73,33604550,4212,21042150,2539,다큐멘터리,15세이상관람가,독립/예술영화
알리바이 닷 컴,필리프 라슈,,,판씨네마(주),2018-11-07,개봉영화,장편,프랑스,178,34028600,4112,15568200,1822,코미디,15세이상관람가,일반영화
린 온 피트,앤드류 헤이,,(주)영화사 진진,(주)영화사 진진,2018-09-20,개봉영화,장편,영국,27,33515500,4093,26175700,3003,어드벤처,15세이상관람가,독립/예술영화
어른이 되면,장혜영,,,(주)시네마달,2018-12-13,개봉영화,장편,한국,25,28389900,3840,19320300,2534,다큐멘터리,전체관람가,독립/예술영화
식구,임영훈,동우하 팩토리,,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2018-07-12,개봉영화,장편,한국,52,30175400,3816,20260600,2444,드라마,15세이상관람가,독립/예술영화
은혼2: 규칙은 깨라고 있는 것,후쿠다 유이치,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2018-12-13,개봉영화,장편,일본,48,30828650,3698,17891200,2072,코미디,12세이상관람가,일반영화
프리다의 그해 여름,카를라 시몬,,(주)엔케이컨텐츠,(주)디스테이션,2018-10-25,개봉영화,장편,스페인,37,28802800,3684,17392800,2103,드라마,전체관람가,독립/예술영화
새벽의 약속,에릭 바르비에,,(주)일레븐엔터테인먼트,(주)일레븐엔터테인먼트,2018-11-22,개봉영화,장편,프랑스,21,28135850,3640,19398850,2289,드라마,15세이상관람가,독립/예술영화
데스티네이션 웨딩,빅터 레빈,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,2018-12-13,개봉영화,장편,미국,85,28856500,3612,14872000,1822,코미디,15세이상관람가,독립/예술영화
하나 빼고 완벽한 뉴욕 아파트,소피 브룩스,,판씨네마(주),판씨네마(주),2018-12-27,개봉영화,장편,미국,37,30944800,3609,20933100,2379,코미디,12세이상관람가,독립/예술영화
대관람차,"백재호,이희섭",우주레이블,,무브먼트,2018-08-30,개봉영화,장편,한국,36,29812250,3591,22999950,2616,드라마,12세이상관람가,독립/예술영화
몬몬몬 몬스터,구파도,,주식회사 더쿱,주식회사 더쿱,2018-07-12,개봉영화,장편,대만,101,27639200,3426,13629600,1664,공포(호러),15세이상관람가,독립/예술영화
봄이가도,"장준엽,진청하,전신환",왕십리픽쳐스,,(주)시네마달,2018-09-13,개봉영화,장편,한국,31,24339700,3379,16565300,2202,드라마,12세이상관람가,독립/예술영화
펠리니를 찾아서,타론 렉스톤,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2018-07-12,개봉영화,장편,미국,18,24490900,3335,15999200,1953,어드벤처,15세이상관람가,독립/예술영화
해피 댄싱,리차드 론크레인,,주식회사 씨네룩스,주식회사 씨네룩스,2018-11-15,개봉영화,장편,영국,25,23864200,3332,15231200,2073,드라마,12세이상관람가,독립/예술영화
미친도시,장태령,주식회사 케이엠스타,,영화사 마그나,2018-08-30,개봉영화,장편,한국,4,24029500,3165,8129500,1034,드라마,15세이상관람가,일반영화
샘,황규일,(주)모토,,롯데컬처웍스(주)롯데엔터테인먼트,2018-11-29,개봉영화,장편,한국,68,24729750,3094,17191650,1996,멜로/로맨스,12세이상관람가,독립/예술영화
철의 심장을 가진 남자,세드릭 히메네즈,,찬란,아이 엠,2018-11-08,개봉영화,장편,미국,51,22631450,3051,12115000,1605,액션,15세이상관람가,독립/예술영화
리벤져,이승원,(주)그린피쉬,,(주)리틀빅픽쳐스,2018-12-06,개봉영화,장편,한국,57,22088100,3028,5707000,658,액션,15세이상관람가,일반영화
삼국-무영자,장예모,,"(유)조이앤시네마,(주)일레븐엔터테인먼트",(주)제이앤씨미디어그룹,2018-12-13,개봉영화,장편,중국,38,15498500,2914,7700000,1067,액션,15세이상관람가,일반영화
오장군의 발톱,김재한,상남영화제작소,,상남영화제작소,2018-08-15,개봉영화,장편,한국,9,16370600,2894,1179000,323,전쟁,12세이상관람가,독립/예술영화
나부야 나부야,최정우,,,㈜인디스토리,2018-09-20,개봉영화,장편,한국,18,14895400,2765,7792800,1550,다큐멘터리,전체관람가,독립/예술영화
집의 시간들,라야,,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2018-10-25,개봉영화,장편,한국,20,23233950,2713,20257950,2279,다큐멘터리,전체관람가,독립/예술영화
릴라와 마법의 책,마르셀라 링콘 곤잘레스,,씨네힐,(주)영화사오원,2018-11-08,개봉영화,장편,콜롬비아,24,14141000,2698,0,0,어드벤처,전체관람가,독립/예술영화
뮤즈 드론즈 월드투어 실황,톰 커크,,에스디시코리아 주식회사,에스디시코리아 주식회사,2018-07-12,개봉영화,장편,영국,32,36537500,2613,21830500,1597,공연,12세이상관람가,일반영화
양의 나무,요시다 다이하치,,(주)오렌지옐로우하임,(주)영화사오원,2018-10-18,개봉영화,장편,일본,24,22541500,2505,17431300,1779,스릴러,15세이상관람가,독립/예술영화
하나식당,최낙희,에이케이엔터테인먼트(주),,(주)영화사오원,2018-11-22,개봉영화,장편,한국,40,21398450,2505,14701300,1653,드라마,12세이상관람가,독립/예술영화
톰 오브 핀란드,돔 카루코스키,,(주)레인보우팩토리,아이 엠,2018-08-30,개봉영화,장편,핀란드,17,20583500,2482,16240700,1794,드라마,15세이상관람가,독립/예술영화
22,궈커,(주)아시아홈 엔터테인먼트,,메가박스중앙(주)플러스엠,2018-08-14,개봉영화,장편,한국,31,18668000,2434,15406200,1911,다큐멘터리,전체관람가,독립/예술영화
호박과 마요네즈,토미나가 마사노리,,(주)엔케이컨텐츠,(주)디스테이션,2018-09-13,개봉영화,장편,일본,55,20060750,2406,11028850,1276,멜로/로맨스,15세이상관람가,독립/예술영화
별나라 몰리 몬스터,"마티아스 브런,테드 시저",,(주)시네마리퍼블릭,(주)영화사 빅,2018-11-29,개봉영화,장편,독일,63,17796300,2395,3378050,403,애니메이션,전체관람가,독립/예술영화
리스펙트,심재희,라이브(주),,커넥트픽쳐스(주),2018-11-28,개봉영화,장편,한국,41,18974250,2279,14015400,1565,다큐멘터리,15세이상관람가,독립/예술영화
한나,안드레아 팔라오로,,영화사 마농(주),영화사 마농(주),2018-07-26,개봉영화,장편,이탈리아,16,16323200,2253,9972900,1232,드라마,15세이상관람가,독립/예술영화
마틸다: 황제의 연인,알렉세이 유치텔,,씨네힐,(주)영화사오원,2018-11-08,개봉영화,장편,러시아,26,17348650,2145,11784300,1418,드라마,15세이상관람가,독립/예술영화
브레이븐,린 오딩,,위드 라이언 픽쳐스,글뫼 주식회사,2018-09-13,개봉영화,장편,캐나다,56,16147600,2063,5626400,674,액션,15세이상관람가,독립/예술영화
인피니티 포스 : 독수리오형제 최후의 심판,마츠모토 준,,KBS 미디어,와이드 릴리즈(주),2018-10-18,개봉영화,장편,일본,124,15653800,2059,5371900,613,애니메이션,전체관람가,일반영화
헬 페스트,그레고리 플로킨,,(주)누리픽쳐스,(주)삼백상회,2018-12-13,개봉영화,장편,미국,82,16378800,2047,5523450,616,공포(호러),15세이상관람가,일반영화
초이스,로스 캐츠,,(주)아펙스 엔터테인먼트,(주)박수엔터테인먼트,2018-11-08,개봉영화,장편,미국,62,17280100,2046,6915500,802,멜로/로맨스,12세이상관람가,독립/예술영화
소성리,박배일,오지필름,,(주)시네마달,2018-08-16,개봉영화,장편,한국,18,13146000,2042,4223500,621,다큐멘터리,12세이상관람가,독립/예술영화
비트윈 랜드 앤 씨,로스 휘태커,,주식회사 씨네룩스,주식회사 씨네룩스,2018-08-09,개봉영화,장편,아일랜드,22,15617300,2016,9219000,1079,어드벤처,전체관람가,독립/예술영화
나미야 잡화점의 기적: 또 하나의 이야기,한 지에,,(주)에이원엔터테인먼트,윤스,2018-11-08,개봉영화,장편,중국,47,14871350,1966,6860450,893,판타지,12세이상관람가,독립/예술영화
위시업,스콧 스피어,,(주)이놀미디어,(주)영화사 그램,2018-12-13,개봉영화,장편,미국,61,14607550,1828,6063750,724,뮤지컬,15세이상관람가,일반영화
밤치기,정가영,(주)레진엔터테인먼트,,무브먼트,2018-11-01,개봉영화,장편,한국,27,14323450,1822,9799250,1161,멜로/로맨스,15세이상관람가,독립/예술영화
다이빙: 그녀에 빠지다,멜라니 로랑,,(주)엔케이컨텐츠,(주)디스테이션,2018-11-29,개봉영화,장편,프랑스,12,11763350,1571,7196450,817,멜로/로맨스,15세이상관람가,독립/예술영화
맘&대드,브라이언 테일러,,(주)아펙스 엔터테인먼트,(주)박수엔터테인먼트,2018-07-18,개봉영화,장편,미국,52,12272600,1549,5059800,603,공포(호러),15세이상관람가,독립/예술영화
리틀 이태리,도날드 페트리,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2018-12-06,개봉영화,장편,캐나다,11,11483800,1530,9559200,1264,코미디,15세이상관람가,독립/예술영화
충격과 공포,롭 라이너,,(주)아펙스 엔터테인먼트,(주)박수엔터테인먼트,2018-09-06,개봉영화,장편,미국,78,11359200,1489,5067950,649,드라마,12세이상관람가,독립/예술영화
마담 B,윤재호,,,영화배급협동조합 씨네소파,2018-11-15,개봉영화,장편,한국,19,9808200,1461,5336000,663,다큐멘터리,12세이상관람가,독립/예술영화
소녀의 세계,안정민,"(주)빅오픽쳐스,(주)날개엔터테인먼트",,(주)드림팩트엔터테인먼트,2018-11-29,개봉영화,장편,한국,14,10440000,1458,9419800,1209,멜로/로맨스,12세이상관람가,독립/예술영화
"안녕, 나의 소녀 시절이여",김한석,KBS,,(주)드림팩트엔터테인먼트,2018-12-12,개봉영화,장편,한국,11,11325500,1446,8775200,1072,다큐멘터리,전체관람가,독립/예술영화
친애하는 우리 아이,미시마 유키코,,찬란,아이 엠,2018-11-01,개봉영화,장편,일본,24,10286500,1402,5052400,604,드라마,15세이상관람가,독립/예술영화
호스틸,매튜 터리,,영화사 마농(주),영화사 마농(주),2018-08-23,개봉영화,장편,프랑스,23,9953900,1364,2901300,400,미스터리,15세이상관람가,일반영화
어둔 밤,심찬양,풋메이드 픽쳐스,,(주)영화사오원,2018-09-06,개봉영화,장편,한국,17,10765300,1310,6649100,729,액션,15세이상관람가,독립/예술영화
"춘천, 춘천",장우진,봄내필름,,무브먼트,2018-09-26,개봉영화,장편,한국,4,8950900,1308,5662000,775,드라마,15세이상관람가,독립/예술영화
안개 속 소녀,도나토 카리시,,(주)미디어 마그나,(주)미디어 마그나,2018-12-06,개봉영화,장편,이탈리아,31,9631900,1216,5776600,717,미스터리,12세이상관람가,독립/예술영화
엘 마르,"마놀로 크루즈,카를로스 델 카스티요",,(주)미로스페이스,(주)영화사 그램,2018-10-25,개봉영화,장편,콜롬비아,13,9197000,1151,7798900,907,드라마,12세이상관람가,독립/예술영화
극장판 진격의 거인 2기: 각성의 포효,마사시 코이즈카,,(주)콘텐츠판다,(주)콘텐츠판다,2018-10-31,개봉영화,장편,일본,6,11107000,1150,9063000,890,애니메이션,15세이상관람가,독립/예술영화
언더 더 트리,하프슈타인 군나르 지그라쏜,,(주)영화공간,이언픽쳐스,2018-11-08,개봉영화,장편,아이슬란드,19,8174300,1138,4547700,596,코미디,청소년관람불가,독립/예술영화
인어전설,오멸,주식회사 자파리필름,,(주)미로스페이스,2018-11-15,개봉영화,장편,한국,14,8698250,1113,5896650,687,코미디,12세이상관람가,독립/예술영화
꽃찌: 독이 있는 사랑,김문옥,스마일픽쳐스,,스마일픽쳐스,2018-08-23,개봉영화,장편,한국,2,2144000,1067,2144000,1067,드라마,청소년관람불가,일반영화
늦여름,조성규,하준사,,하준사,2018-10-25,개봉영화,장편,한국,9,9348400,1032,7890300,812,멜로/로맨스,15세이상관람가,독립/예술영화
선종 무문관,윤용진,,,(주)드림팩트엔터테인먼트,2018-12-13,개봉영화,장편,한국,3,8529800,1009,8396800,989,드라마,전체관람가,독립/예술영화
루이자 밀러,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2018-11-03,개봉영화,장편,미국,11,21808000,1008,14263500,667,공연,전체관람가,일반영화
행복의 나라,정민규,(주)무다필름,,㈜인디스토리,2018-07-19,개봉영화,장편,한국,15,6607800,1006,3984900,582,드라마,청소년관람불가,독립/예술영화
산책하는 침략자,구로사와 기요시,,(주)영화공간,와이드 릴리즈(주),2018-08-16,개봉영화,장편,일본,15,7998900,989,5852100,654,드라마,15세이상관람가,독립/예술영화
스텝 바이 스텝,"그랜드 콥스 마라드,메흐디 이디르",,(주)에스와이코마드,(주)에스와이코마드,2018-10-11,개봉영화,장편,프랑스,16,7309050,983,4698150,563,드라마,15세이상관람가,독립/예술영화
12피트,맷 에스카다리,,(주)제이브로,(주)라이크 콘텐츠,2018-11-08,개봉영화,장편,미국,40,7711350,924,3597000,402,스릴러,15세이상관람가,독립/예술영화
"이,기적인 남자",김재식,브릿지 프로덕션,,(주)리틀빅픽쳐스,2018-10-25,개봉영화,장편,한국,14,7401800,918,3168000,396,드라마,15세이상관람가,독립/예술영화
부다페스트 로큰롤,게르게이 포뇨,,알토미디어(주),알토미디어(주),2018-12-20,개봉영화,장편,헝가리,7,6592400,891,4683900,564,뮤지컬,15세이상관람가,독립/예술영화
맞짱,차룡,(주)차룡영화사,,(주)차룡영화사,2018-09-12,개봉영화,장편,한국,11,2237000,885,1447000,699,액션,청소년관람불가,일반영화
여자라는 이름으로,마르코 툴리오 지오다나,,(주)티앤엘엔터테인먼트,(주)티앤엘엔터테인먼트,2018-10-11,개봉영화,장편,프랑스,5,3019600,863,1172600,558,드라마,15세이상관람가,독립/예술영화
"안나, 평양에서 영화를 배우다",안나 브로이노스키,,독포레스트,독포레스트,2018-09-13,개봉영화,장편,호주,6,6131000,788,4622000,556,다큐멘터리,전체관람가,독립/예술영화
